Student ID,Class,Year,Session,Grader,Part2Tot,Part3Tot,Survey Q1,Survey Q2,Survey Q3,Survey Q4,Survey Q5,gpa_prev,GPTBase,GPTTutor,teacher,n_household_members,class_enjoyment,class_participation_likelihood,n_weekday_study_hours,n_weekend_study_hours,math_hw_completion,hw_help,private_tutorship,visit_training_center,chatgpt_use,Treatment arm,female,education_parent,n_household_children,Honors
142351,11N,11,2,1,0.8,0.02083333333333333,A litttle,Average,20-25 min,Neutral,20-25 min,0.741603,0,1,teacher_5,2,2,2,1,3,2,1,1,0,1,augmented,1,6,5,0
142351,11N,11,1,3,0.5,0.0625,Quite a lot,Below average,20-25 min,Neutral,20-25 min,0.741603,0,1,teacher_5,2,2,2,1,3,2,1,1,0,1,augmented,1,6,5,0
142355,11O,11,1,9&10,1,0.8928571428571428,Moderately,Average,10-15 min,Somewhat effective,15-20 min,0.8680129999999999,0,1,teacher_6,2,1,2,1,1,3,1,1,1,2,augmented,1,6,0,0
142355,11O,11,4,7,1,0.2,Moderately,Below average,10-15 min,Neutral,25-30 min,0.8680129999999999,0,1,teacher_6,2,1,2,1,1,3,1,1,1,2,augmented,1,6,0,0
142355,11O,11,3,6,1,1,A great deal,Above average,0-5 min,Effective,15-20 min,0.8680129999999999,0,1,teacher_6,2,1,2,1,1,3,1,1,1,2,augmented,1,6,0,0
142399,11M,11,3,6,1,1,Nothing at all,Excellent,5-10 min,Neutral,5-10 min,0.944051,0,0,teacher_19,3,3,4,3,6,4,1,0,1,0,control,1,7,1,0
142399,11M,11,2,6,0.8,1,Nothing at all,Excellent,5-10 min,Neutral,5-10 min,0.944051,0,0,teacher_19,3,3,4,3,6,4,1,0,1,0,control,1,7,1,0
142399,11M,11,1,9&10,1,1,Quite a lot,Excellent,5-10 min,Neutral,NA,0.944051,0,0,teacher_19,3,3,4,3,6,4,1,0,1,0,control,1,7,1,0
142479,11M,11,1,9&10,0.5,0.8333333333333334,Moderately,Below average,15-20 min,Ineffective,5-10 min,0.828179,0,0,teacher_19,3,3,4,1,2,4,1,1,0,0,control,1,7,2,0
142479,11M,11,2,6,0.6,0.3666666666666667,Quite a lot,Above average,20-25 min,NA,5-10 min,0.828179,0,0,teacher_19,3,3,4,1,2,4,1,1,0,0,control,1,7,2,0
142479,11M,11,3,6,0.2,0.95,Moderately,Average,20-25 min,Effective,15-20 min,0.828179,0,0,teacher_19,3,3,4,1,2,4,1,1,0,0,control,1,7,2,0
142521,11G,11,3,4,0.6,0.55,Moderately,Average,15-20 min,Somewhat effective,15-20 min,0.63891,0,0,teacher_11,5,3,2,3,3,4,1,1,0,1,control,1,2,2,0
142521,11G,11,1,8,0,0.14583333333333331,Moderately,Average,15-20 min,Somewhat effective,10-15 min,0.63891,0,0,teacher_11,5,3,2,3,3,4,1,1,0,1,control,1,2,2,0
142521,11G,11,2,1,0,0.11875,Moderately,Average,10-15 min,Somewhat effective,15-20 min,0.63891,0,0,teacher_11,5,3,2,3,3,4,1,1,0,1,control,1,2,2,0
142537,11V,11,4,7,0,0.07500000000000001,Moderately,Below average,15-20 min,Ineffective,10-15 min,0.7539100000000001,0,0,teacher_13,3,2,2,1,3,2,0,0,1,0,control,1,6,0,0
142537,11V,11,3,5,0,0,Nothing at all,Very poorly,0-5 min,Ineffective,5-10 min,0.7539100000000001,0,0,teacher_13,3,2,2,1,3,2,0,0,1,0,control,1,6,0,0
142537,11V,11,1,3,0.5,0.6904761904761905,Moderately,Average,15-20 min,Neutral,5-10 min,0.7539100000000001,0,0,teacher_13,3,2,2,1,3,2,0,0,1,0,control,1,6,0,0
142545,11Y,11,3,6,0.6,0.675,A litttle,Below average,15-20 min,Neutral,15-20 min,0.731449,1,0,teacher_14,3,2,2,2,4,4,1,1,0,0,vanilla,1,6,2,0
142545,11Y,11,1,8,0.75,0.04166666666666666,Quite a lot,Average,10-15 min,Somewhat ineffective,15-20 min,0.731449,1,0,teacher_14,3,2,2,2,4,4,1,1,0,0,vanilla,1,6,2,0
142545,11Y,11,2,1,0.8,0.3770833333333333,NA,NA,NA,NA,NA,0.731449,1,0,teacher_14,3,2,2,2,4,4,1,1,0,0,vanilla,1,6,2,0
142555,11N,11,2,1,0.6,0.325,Moderately,Very poorly,25-30 min,Neutral,20-25 min,0.915705,0,1,teacher_5,4,3,3,2,5,3,1,1,0,2,augmented,1,7,1,0
142555,11N,11,4,6,1,0.6708333333333334,Nothing at all,Very poorly,25-30 min,Ineffective,20-25 min,0.915705,0,1,teacher_5,4,3,3,2,5,3,1,1,0,2,augmented,1,7,1,0
142555,11N,11,3,5,1,0.775,A litttle,Average,15-20 min,Ineffective,5-10 min,0.915705,0,1,teacher_5,4,3,3,2,5,3,1,1,0,2,augmented,1,7,1,0
142555,11N,11,1,3,1,0.84375,Quite a lot,Above average,15-20 min,Neutral,10-15 min,0.915705,0,1,teacher_5,4,3,3,2,5,3,1,1,0,2,augmented,1,7,1,0
142589,11Y,11,3,6,0.4,0.225,Nothing at all,Very poorly,0-5 min,Somewhat ineffective,10-15 min,0.6783589999999999,1,0,teacher_14,2,1,4,1,2,2,1,1,1,0,vanilla,1,4,0,0
142589,11Y,11,1,8,0.5,0,Nothing at all,Very poorly,5-10 min,Ineffective,25-30 min,0.6783589999999999,1,0,teacher_14,2,1,4,1,2,2,1,1,1,0,vanilla,1,4,0,0
142620,11S,11,4,6,0,0.1,A litttle,Very poorly,25-30 min,Somewhat ineffective,25-30 min,0.637308,1,0,teacher_8,4,2,2,2,1,4,1,1,1,1,vanilla,0,7,1,0
142620,11S,11,1,8,0.25,0.09375,A litttle,Very poorly,NA,Neutral,25-30 min,0.637308,1,0,teacher_8,4,2,2,2,1,4,1,1,1,1,vanilla,0,7,1,0
142620,11S,11,2,2,0.2,0.2729166666666667,NA,NA,NA,NA,NA,0.637308,1,0,teacher_8,4,2,2,2,1,4,1,1,1,1,vanilla,0,7,1,0
142620,11S,11,3,4,0.2,0.275,Nothing at all,Below average,25-30 min,Ineffective,25-30 min,0.637308,1,0,teacher_8,4,2,2,2,1,4,1,1,1,1,vanilla,0,7,1,0
142624,11N,11,1,3,1,0.9052579365079364,A great deal,Excellent,5-10 min,Effective,25-30 min,0.8980509999999999,0,1,teacher_5,2,0,0,0,0,4,0,0,1,0,augmented,0,7,0,0
142624,11N,11,3,5,1,0.55,Moderately,Excellent,10-15 min,Neutral,10-15 min,0.8980509999999999,0,1,teacher_5,2,0,0,0,0,4,0,0,1,0,augmented,0,7,0,0
142624,11N,11,2,1,0.8,1,A great deal,Excellent,20-25 min,Effective,25-30 min,0.8980509999999999,0,1,teacher_5,2,0,0,0,0,4,0,0,1,0,augmented,0,7,0,0
142670,11M,11,2,6,0.8,1,A great deal,Excellent,5-10 min,Neutral,20-25 min,0.928141,0,0,teacher_19,3,4,3,3,5,4,0,0,1,2,control,0,6,0,0
142670,11M,11,1,9&10,1,0,A great deal,Excellent,0-5 min,Neutral,20-25 min,0.928141,0,0,teacher_19,3,4,3,3,5,4,0,0,1,2,control,0,6,0,0
142670,11M,11,3,6,1,1,A great deal,Excellent,0-5 min,Neutral,20-25 min,0.928141,0,0,teacher_19,3,4,3,3,5,4,0,0,1,2,control,0,6,0,0
142670,11M,11,4,6,0.8,0.7375,A great deal,Excellent,5-10 min,Neutral,15-20 min,0.928141,0,0,teacher_19,3,4,3,3,5,4,0,0,1,2,control,0,6,0,0
142710,11I,11,2,2,0.4,0.4395833333333333,Quite a lot,Very poorly,20-25 min,Somewhat ineffective,10-15 min,0.870641,1,0,teacher_1,5,3,4,0,0,4,0,1,0,0,vanilla,0,6,2,0
142710,11I,11,1,9&10,1,1,Quite a lot,Excellent,5-10 min,Somewhat effective,0-5 min,0.870641,1,0,teacher_1,5,3,4,0,0,4,0,1,0,0,vanilla,0,6,2,0
142710,11I,11,3,6,0.6,0.8,Quite a lot,Above average,5-10 min,Effective,0-5 min,0.870641,1,0,teacher_1,5,3,4,0,0,4,0,1,0,0,vanilla,0,6,2,0
142710,11I,11,4,7,0.6,0.07500000000000001,Nothing at all,Very poorly,25-30 min,Ineffective,0-5 min,0.870641,1,0,teacher_1,5,3,4,0,0,4,0,1,0,0,vanilla,0,6,2,0
142760,11N,11,1,3,0.25,0.32291666666666663,Quite a lot,Above average,10-15 min,Neutral,10-15 min,0.729782,0,1,teacher_5,1,2,1,1,3,3,0,1,1,0,augmented,0,5,0,0
142760,11N,11,2,1,0.4,0.29375,Moderately,Average,15-20 min,Neutral,15-20 min,0.729782,0,1,teacher_5,1,2,1,1,3,3,0,1,1,0,augmented,0,5,0,0
142760,11N,11,4,6,0.8,0.07083333333333333,A litttle,Below average,5-10 min,Somewhat ineffective,10-15 min,0.729782,0,1,teacher_5,1,2,1,1,3,3,0,1,1,0,augmented,0,5,0,0
142760,11N,11,3,5,0.8,0.5,A great deal,Excellent,25-30 min,Effective,25-30 min,0.729782,0,1,teacher_5,1,2,1,1,3,3,0,1,1,0,augmented,0,5,0,0
142774,11S,11,3,4,0.6,0.5499999999999999,Nothing at all,Average,10-15 min,Ineffective,15-20 min,0.720372,1,0,teacher_8,5,1,3,1,2,3,1,1,0,1,vanilla,0,7,5,0
142774,11S,11,4,6,0.2,0.22083333333333335,Nothing at all,Above average,20-25 min,Ineffective,20-25 min,0.720372,1,0,teacher_8,5,1,3,1,2,3,1,1,0,1,vanilla,0,7,5,0
142774,11S,11,2,2,0.6,0.7437499999999999,NA,NA,NA,NA,NA,0.720372,1,0,teacher_8,5,1,3,1,2,3,1,1,0,1,vanilla,0,7,5,0
142790,11M,11,3,6,1,0.875,Nothing at all,Very poorly,0-5 min,Ineffective,0-5 min,0.7098720000000001,0,0,teacher_19,3,2,2,2,3,2,1,0,1,1,control,0,5,1,0
142790,11M,11,2,6,0.2,0,Nothing at all,Very poorly,0-5 min,Ineffective,0-5 min,0.7098720000000001,0,0,teacher_19,3,2,2,2,3,2,1,0,1,1,control,0,5,1,0
142790,11M,11,1,9&10,0,0.03125,Nothing at all,Very poorly,0-5 min,Ineffective,0-5 min,0.7098720000000001,0,0,teacher_19,3,2,2,2,3,2,1,0,1,1,control,0,5,1,0
142792,10S,10,2,2,0.4,0,Moderately,Below average,0-5 min,Effective,20-25 min,0.678333,0,1,teacher_13,5,3,3,0,2,2,1,1,0,3,augmented,0,7,5,0
142792,10S,10,1,9&10,0,0,Quite a lot,Below average,0-5 min,Effective,10-15 min,0.678333,0,1,teacher_13,5,3,3,0,2,2,1,1,0,3,augmented,0,7,5,0
142792,10S,10,4,3,0.6,0,Moderately,Average,20-25 min,Effective,10-15 min,0.678333,0,1,teacher_13,5,3,3,0,2,2,1,1,0,3,augmented,0,7,5,0
142792,10S,10,3,7,0.8,0.0625,Quite a lot,Average,25-30 min,Effective,25-30 min,0.678333,0,1,teacher_13,5,3,3,0,2,2,1,1,0,3,augmented,0,7,5,0
142852,11Y,11,2,1,0.6,0.03125,NA,NA,NA,NA,NA,0.929679,1,0,teacher_14,6,4,0,8,12,2,0,0,0,0,vanilla,0,2,5,0
142852,11Y,11,4,6,0,0.15000000000000002,Nothing at all,NA,NA,NA,NA,0.929679,1,0,teacher_14,6,4,0,8,12,2,0,0,0,0,vanilla,0,2,5,0
142852,11Y,11,3,6,0.4,0.37499999999999994,NA,NA,NA,NA,NA,0.929679,1,0,teacher_14,6,4,0,8,12,2,0,0,0,0,vanilla,0,2,5,0
142852,11Y,11,1,8,0.5,0.08333333333333333,Nothing at all,Very poorly,10-15 min,Ineffective,25-30 min,0.929679,1,0,teacher_14,6,4,0,8,12,2,0,0,0,0,vanilla,0,2,5,0
142924,11Y,11,2,1,0.8,0.03125,NA,NA,NA,NA,NA,0.57641,1,0,teacher_14,4,4,2,1,4,1,0,1,1,0,vanilla,0,8,7,0
142924,11Y,11,3,6,0.4,0.25,NA,NA,NA,NA,NA,0.57641,1,0,teacher_14,4,4,2,1,4,1,0,1,1,0,vanilla,0,8,7,0
142924,11Y,11,1,8,0.75,0,Moderately,Below average,5-10 min,Neutral,10-15 min,0.57641,1,0,teacher_14,4,4,2,1,4,1,0,1,1,0,vanilla,0,8,7,0
142924,11Y,11,4,6,0.2,0.025,Moderately,Average,15-20 min,Neutral,15-20 min,0.57641,1,0,teacher_14,4,4,2,1,4,1,0,1,1,0,vanilla,0,8,7,0
142926,11M,11,1,9&10,0,0.08333333333333333,A great deal,Very poorly,25-30 min,Somewhat ineffective,NA,0.681282,0,0,teacher_19,6,4,4,13,12,4,1,1,1,0,control,0,8,9,0
142926,11M,11,2,6,0,0.05625,Nothing at all,Excellent,0-5 min,Ineffective,NA,0.681282,0,0,teacher_19,6,4,4,13,12,4,1,1,1,0,control,0,8,9,0
142926,11M,11,3,6,0.6,0.35,Nothing at all,Excellent,0-5 min,Ineffective,0-5 min,0.681282,0,0,teacher_19,6,4,4,13,12,4,1,1,1,0,control,0,8,9,0
151006,10B,10,4,6,1,0.4866071428571429,Moderately,Average,10-15 min,Neutral,10-15 min,0.970513,0,1,teacher_3,4,2,1,0.5,2,4,0,0,0,1,augmented,0,6,1,1
151006,10B,10,1,9&10,1,0.78125,Moderately,Above average,10-15 min,Somewhat effective,5-10 min,0.970513,0,1,teacher_3,4,2,1,0.5,2,4,0,0,0,1,augmented,0,6,1,1
151006,10B,10,3,3&6,0.4,0.8041666666666666,Moderately,Average,5-10 min,Neutral,5-10 min,0.970513,0,1,teacher_3,4,2,1,0.5,2,4,0,0,0,1,augmented,0,6,1,1
151006,10B,10,2,1,0.8,1,moderately,Average,10-15 min,Somewhat effective,5-10 min,0.970513,0,1,teacher_3,4,2,1,0.5,2,4,0,0,0,1,augmented,0,6,1,1
151014,11G,11,1,8,0.75,0.96875,Quite a lot,Above average,5-10 min,Somewhat effective,5-10 min,0.737487,0,0,teacher_11,4,4,2,2,4,4,1,1,1,1,control,0,8,1,0
151014,11G,11,3,4,0.8,0.475,Nothing at all,Very poorly,25-30 min,Ineffective,25-30 min,0.737487,0,0,teacher_11,4,4,2,2,4,4,1,1,1,1,control,0,8,1,0
151014,11G,11,2,1,0.6,0.45625,moderately,Average,15-20 min,Neutral,10-15 min,0.737487,0,0,teacher_11,4,4,2,2,4,4,1,1,1,1,control,0,8,1,0
151016,10U,10,3,6,0.4,0.125,A litttle,Below average,0-5 min,Ineffective,0-5 min,0.686423,1,0,teacher_16,3,1,3,0,0,2,0,0,0,1,vanilla,0,7,3,0
151016,10U,10,2,3,0.4,0.14285714285714285,Quite a lot,Below average,25-30 min,Somewhat ineffective,25-30 min,0.686423,1,0,teacher_16,3,1,3,0,0,2,0,0,0,1,vanilla,0,7,3,0
151016,10U,10,1,3,0.75,0.6875,NA,NA,NA,NA,NA,0.686423,1,0,teacher_16,3,1,3,0,0,2,0,0,0,1,vanilla,0,7,3,0
151016,10U,10,4,3,0.8,0,A litttle,Very poorly,15-20 min,Somewhat ineffective,15-20 min,0.686423,1,0,teacher_16,3,1,3,0,0,2,0,0,0,1,vanilla,0,7,3,0
151020,11G,11,3,4,0.8,1,Moderately,Average,10-15 min,Neutral,10-15 min,0.810769,0,0,teacher_11,4,2,2,1,2,2,1,1,1,2,control,0,6,1,0
151020,11G,11,1,8,0.75,0.8333333333333334,Quite a lot,Above average,15-20 min,Neutral,5-10 min,0.810769,0,0,teacher_11,4,2,2,1,2,2,1,1,1,2,control,0,6,1,0
151020,11G,11,2,1,0.2,0.7625,Moderately,Average,10-15 min,Neutral,5-10 min,0.810769,0,0,teacher_11,4,2,2,1,2,2,1,1,1,2,control,0,6,1,0
151020,11G,11,4,7,0.2,0.09583333333333334,Moderately,Average,15-20 min,Neutral,0-5 min,0.810769,0,0,teacher_11,4,2,2,1,2,2,1,1,1,2,control,0,6,1,0
151030,10V,10,2,1,0.6,0.6333333333333334,Moderately,Excellent,15-20 min,Effective,5-10 min,0.880987,0,0,teacher_13,3,3,2,2,2,2,1,0,0,3,control,0,6,1,0
151030,10V,10,3,5,0.6,0.3125,A litttle,Average,25-30 min,Neutral,5-10 min,0.880987,0,0,teacher_13,3,3,2,2,2,2,1,0,0,3,control,0,6,1,0
151030,10V,10,4,3,0.2,0.40625,Moderately,Average,25-30 min,Neutral,15-20 min,0.880987,0,0,teacher_13,3,3,2,2,2,2,1,0,0,3,control,0,6,1,0
151030,10V,10,1,9&10,0.25,0.84375,NA,NA,NA,NA,NA,0.880987,0,0,teacher_13,3,3,2,2,2,2,1,0,0,3,control,0,6,1,0
151032,11Ü,11,3,4,1,0.4,Moderately,Average,10-15 min,Neutral,10-15 min,0.764372,0,1,teacher_15,3,3,3,4,2,3,1,1,1,1,augmented,0,6,0,0
151032,11Ü,11,2,2,1,0.125,Moderately,Average,20-25 min,Neutral,15-20 min,0.764372,0,1,teacher_15,3,3,3,4,2,3,1,1,1,1,augmented,0,6,0,0
151032,11Ü,11,4,6,0.8,0,Quite a lot,Average,10-15 min,Neutral,15-20 min,0.764372,0,1,teacher_15,3,3,3,4,2,3,1,1,1,1,augmented,0,6,0,0
151032,11Ü,11,1,3,1,0.15029761904761904,Moderately,Average,20-25 min,Neutral,20-25 min,0.764372,0,1,teacher_15,3,3,3,4,2,3,1,1,1,1,augmented,0,6,0,0
151034,10E,10,1,9&10,1,0.34375,Quite a lot,Above average,15-20 min,Somewhat effective,20-25 min,0.790321,0,1,teacher_15,4,1,1,1,4,4,0,1,0,1,augmented,0,6,1,0
151034,10E,10,3,6,1,0.4375,Quite a lot,Average,20-25 min,Neutral,5-10 min,0.790321,0,1,teacher_15,4,1,1,1,4,4,0,1,0,1,augmented,0,6,1,0
151034,10E,10,2,1,0.8,0.08571428571428572,A great deal,Very Poorly,25-30 min,Somewhat effective,20-25 min,0.790321,0,1,teacher_15,4,1,1,1,4,4,0,1,0,1,augmented,0,6,1,0
151044,11N,11,1,3,0.5,0.9007936507936508,Quite a lot,Excellent,5-10 min,Effective,15-20 min,0.783526,0,1,teacher_5,4,3,3,1,1,3,1,0,1,1,augmented,0,7,2,0
151044,11N,11,4,6,0.8,0.4708333333333333,A great deal,Excellent,5-10 min,Effective,5-10 min,0.783526,0,1,teacher_5,4,3,3,1,1,3,1,0,1,1,augmented,0,7,2,0
151044,11N,11,2,1,1,0.5,Quite a lot,Above average,20-25 min,Effective,20-25 min,0.783526,0,1,teacher_5,4,3,3,1,1,3,1,0,1,1,augmented,0,7,2,0
151044,11N,11,3,5,1,0.775,A great deal,Excellent,0-5 min,Somewhat effective,0-5 min,0.783526,0,1,teacher_5,4,3,3,1,1,3,1,0,1,1,augmented,0,7,2,0
151050,10V,10,2,1,0.6,0.26785714285714285,Quite a lot,Average,25-30 min,Neutral,15-20 min,0.662141,0,0,teacher_13,4,2,3,13,3,2,1,1,0,2,control,0,6,2,0
151050,10V,10,1,9&10,0,0.25,Moderately,Average,15-20 min,Somewhat ineffective,10-15 min,0.662141,0,0,teacher_13,4,2,3,13,3,2,1,1,0,2,control,0,6,2,0
151052,10C,10,3,3,1,1,A litttle,Above average,5-10 min,Somewhat ineffective,0-5 min,0.980962,0,0,teacher_16,4,3,3,0.5,1,4,0,0,0,1,control,0,7,1,1
151052,10C,10,2,2,0.6,0.7083333333333334,Moderately,Average,10-15 min,Somewhat effective,0-5 min,0.980962,0,0,teacher_16,4,3,3,0.5,1,4,0,0,0,1,control,0,7,1,1
151054,10D,10,4,6,0.4,0.15267857142857144,Quite a lot,Above average,20-25 min,Somewhat effective,15-20 min,0.6544620000000001,1,0,teacher_6,3,4,4,2,2,4,1,1,0,4,vanilla,0,8,0,0
151054,10D,10,2,1,0.2,0.075,moderately,Average,20-25 min,Neutral,10-15 min,0.6544620000000001,1,0,teacher_6,3,4,4,2,2,4,1,1,0,4,vanilla,0,8,0,0
151054,10D,10,1,9&10,0.75,0.04166666666666666,Quite a lot,Below average,10-15 min,Somewhat effective,0-5 min,0.6544620000000001,1,0,teacher_6,3,4,4,2,2,4,1,1,0,4,vanilla,0,8,0,0
151058,10H,10,2,2,0.2,0.21428571428571427,A litttle,Below average,10-15 min,Somewhat ineffective,5-10 min,0.700282,1,0,teacher_15,3,2,0,0,0,1,0,1,0,0,vanilla,0,2,1,0
151060,10L,10,4,6,0.2,0.44553571428571426,Nothing at all,Average,5-10 min,Ineffective,NA,0.8183459999999999,0,0,teacher_17,4,3,2,0,2,4,0,1,0,2,control,0,4,1,0
151060,10L,10,2,1,0.6,0.4305555555555556,Moderately,Above average,10-15 min,Somewhat effective,25-30 min,0.8183459999999999,0,0,teacher_17,4,3,2,0,2,4,0,1,0,2,control,0,4,1,0
151060,10L,10,3,7,0.2,0.14583333333333331,Nothing at all,Above average,5-10 min,Neutral,NA,0.8183459999999999,0,0,teacher_17,4,3,2,0,2,4,0,1,0,2,control,0,4,1,0
151060,10L,10,1,8,0.75,0.5416666666666666,A great deal,Excellent,0-5 min,Effective,0-5 min,0.8183459999999999,0,0,teacher_17,4,3,2,0,2,4,0,1,0,2,control,0,4,1,0
151064,11V,11,3,5,0,0,NA,NA,NA,NA,NA,0.7464230000000001,0,0,teacher_13,3,2,2,2,4,3,1,1,1,2,control,0,7,1,0
151064,11V,11,4,7,0,0.05,A litttle,Very poorly,25-30 min,Neutral,10-15 min,0.7464230000000001,0,0,teacher_13,3,2,2,2,4,3,1,1,1,2,control,0,7,1,0
151064,11V,11,2,2,0.6,0.3875,Moderately,Very poorly,25-30 min,Ineffective,20-25 min,0.7464230000000001,0,0,teacher_13,3,2,2,2,4,3,1,1,1,2,control,0,7,1,0
151064,11V,11,1,3,0,0.5446428571428571,Quite a lot,Very poorly,20-25 min,Effective,0-5 min,0.7464230000000001,0,0,teacher_13,3,2,2,2,4,3,1,1,1,2,control,0,7,1,0
151070,10D,10,3,7,1,0.23333333333333336,Nothing at all,Very poorly,0-5 min,Ineffective,0-5 min,0.783077,1,0,teacher_6,4,3,3,3,5,4,1,0,0,1,vanilla,0,8,1,0
151070,10D,10,2,1,0.2,0.25,Nothing at all,Very Poorly,0-5 min,Ineffective,0-5 min,0.783077,1,0,teacher_6,4,3,3,3,5,4,1,0,0,1,vanilla,0,8,1,0
151070,10D,10,4,6,0.6,0.40535714285714286,NA,NA,NA,NA,NA,0.783077,1,0,teacher_6,4,3,3,3,5,4,1,0,0,1,vanilla,0,8,1,0
151070,10D,10,1,9&10,0,0.40625,Quite a lot,Excellent,15-20 min,Somewhat effective,20-25 min,0.783077,1,0,teacher_6,4,3,3,3,5,4,1,0,0,1,vanilla,0,8,1,0
151076,10K,10,3,6,0.6,0.5625,A great deal,Excellent,15-20 min,Neutral,20-25 min,0.893974,0,1,teacher_18,5,3,4,13,4,3,1,1,1,0,augmented,0,8,5,0
151076,10K,10,1,8,1,0.38541666666666663,A great deal,Average,5-10 min,Effective,10-15 min,0.893974,0,1,teacher_18,5,3,4,13,4,3,1,1,1,0,augmented,0,8,5,0
151076,10K,10,4,3,0.6,0.325,NA,NA,NA,NA,NA,0.893974,0,1,teacher_18,5,3,4,13,4,3,1,1,1,0,augmented,0,8,5,0
151076,10K,10,2,1,0.6,0.45,A great deal,Excellent,15-20 min,Ineffective,25-30 min,0.893974,0,1,teacher_18,5,3,4,13,4,3,1,1,1,0,augmented,0,8,5,0
151084,10P,10,4,6,0.2,0.3964285714285714,Nothing at all,Very poorly,25-30 min,Ineffective,25-30 min,0.925487,0,0,teacher_5,5,2,2,0,1,4,0,0,0,2,control,0,8,5,0
151084,10P,10,3,6,0.4,0.6875,Nothing at all,Very poorly,20-25 min,Ineffective,20-25 min,0.925487,0,0,teacher_5,5,2,2,0,1,4,0,0,0,2,control,0,8,5,0
151084,10P,10,1,8,0.5,0.34375,Moderately,Average,NA,Neutral,NA,0.925487,0,0,teacher_5,5,2,2,0,1,4,0,0,0,2,control,0,8,5,0
151086,10P,10,4,6,0,0.075,A great deal,Above average,15-20 min,Neutral,20-25 min,0.8467950000000001,0,0,teacher_5,6,0,4,13,12,4,1,1,0,1,control,0,0,5,0
151086,10P,10,3,6,0.6,0.275,A great deal,Excellent,25-30 min,Effective,10-15 min,0.8467950000000001,0,0,teacher_5,6,0,4,13,12,4,1,1,0,1,control,0,0,5,0
151086,10P,10,1,8,0.5,0.15625,A great deal,Excellent,0-5 min,Effective,25-30 min,0.8467950000000001,0,0,teacher_5,6,0,4,13,12,4,1,1,0,1,control,0,0,5,0
151088,11O,11,2,1&2,0.8,0.4895833333333333,NA,NA,NA,NA,NA,0.895628,0,1,teacher_6,2,2,3,2.5,4,4,1,1,0,4,augmented,0,7,0,0
151088,11O,11,1,9&10,0.5,0.9375,Quite a lot,Above average,0-5 min,Neutral,0-5 min,0.895628,0,1,teacher_6,2,2,3,2.5,4,4,1,1,0,4,augmented,0,7,0,0
151088,11O,11,3,6,1,1,A great deal,Excellent,0-5 min,Somewhat effective,0-5 min,0.895628,0,1,teacher_6,2,2,3,2.5,4,4,1,1,0,4,augmented,0,7,0,0
151088,11O,11,4,7,1,0.14583333333333334,NA,NA,NA,NA,NA,0.895628,0,1,teacher_6,2,2,3,2.5,4,4,1,1,0,4,augmented,0,7,0,0
151094,10I,10,2,3,0.8,0.03571428571428571,Nothing at all,Very poorly,0-5 min,Effective,0-5 min,0.703718,0,1,teacher_4,4,4,3,1.5,2,3,1,1,0,4,augmented,0,6,2,0
151094,10I,10,3,5,0.2,0.125,A great deal,Excellent,0-5 min,Effective,25-30 min,0.703718,0,1,teacher_4,4,4,3,1.5,2,3,1,1,0,4,augmented,0,6,2,0
151094,10I,10,4,3,0,0,A great deal,Excellent,10-15 min,Effective,5-10 min,0.703718,0,1,teacher_4,4,4,3,1.5,2,3,1,1,0,4,augmented,0,6,2,0
151098,11Y,11,1,8,0.25,0.10714285714285714,Nothing at all,Very poorly,0-5 min,Ineffective,5-10 min,0.649679,1,0,teacher_14,3,2,2,0,0,1,1,1,1,3,vanilla,0,4,1,0
151098,11Y,11,2,1,0.6,0.35,NA,NA,NA,NA,NA,0.649679,1,0,teacher_14,3,2,2,0,0,1,1,1,1,3,vanilla,0,4,1,0
151098,11Y,11,4,6,0,0,NA,NA,NA,NA,NA,0.649679,1,0,teacher_14,3,2,2,0,0,1,1,1,1,3,vanilla,0,4,1,0
151098,11Y,11,3,6,0.2,0.6000000000000001,NA,NA,NA,NA,NA,0.649679,1,0,teacher_14,3,2,2,0,0,1,1,1,1,3,vanilla,0,4,1,0
151100,11Ü,11,4,6,0.4,0.0625,Moderately,Below average,20-25 min,Ineffective,10-15 min,0.5573210000000001,0,1,teacher_15,5,2,2,2,3,3,0,0,0,2,augmented,0,2,2,0
151100,11Ü,11,1,3,0,0.11458333333333331,A litttle,Very poorly,10-15 min,Somewhat ineffective,15-20 min,0.5573210000000001,0,1,teacher_15,5,2,2,2,3,3,0,0,0,2,augmented,0,2,2,0
151118,11N,11,3,5,0.8,0.375,Nothing at all,Below average,10-15 min,Somewhat ineffective,10-15 min,0.734603,0,1,teacher_5,3,3,1,2,6,2,1,0,1,1,augmented,0,8,0,0
151118,11N,11,2,1,1,0.425,A litttle,Below average,0-5 min,Somewhat effective,10-15 min,0.734603,0,1,teacher_5,3,3,1,2,6,2,1,0,1,1,augmented,0,8,0,0
151118,11N,11,1,3,1,0.4375,Moderately,Very poorly,15-20 min,Effective,10-15 min,0.734603,0,1,teacher_5,3,3,1,2,6,2,1,0,1,1,augmented,0,8,0,0
151118,11N,11,4,6,0.8,0.04583333333333334,Nothing at all,Very poorly,0-5 min,Ineffective,0-5 min,0.734603,0,1,teacher_5,3,3,1,2,6,2,1,0,1,1,augmented,0,8,0,0
151122,11O,11,1,9&10,1,0.9166666666666666,Moderately,Above average,15-20 min,Neutral,15-20 min,0.93991,0,1,teacher_6,4,3,3,3,4,3,1,1,1,1,augmented,0,8,1,0
