NAME OF DATA ELEMENT,dev-category,developer-friendly name,API data type,INDEX,VARIABLE NAME,VALUE,LABEL,SOURCE,SHOWN/USE ON SITE,NOTES,
Mean earnings of dependent students working and not enrolled 10 years after entry,earnings,10_yrs_after_entry.mean_earnings.dependent_students,integer,,MN_EARN_WNE_INDEP0_P10,,,Treasury,,Discontinued,
Mean earnings of independent students working and not enrolled 10 years after entry,earnings,10_yrs_after_entry.mean_earnings.independent_students,integer,,MN_EARN_WNE_INDEP1_P10,,,Treasury,,Discontinued,
Mean earnings of female students working and not enrolled 10 years after entry,earnings,10_yrs_after_entry.mean_earnings.female_students,integer,,MN_EARN_WNE_MALE0_P10,,,Treasury,,Discontinued,
Mean earnings of male students working and not enrolled 10 years after entry,earnings,10_yrs_after_entry.mean_earnings.male_students,integer,,MN_EARN_WNE_MALE1_P10,,,Treasury,,Discontinued,
Number of students not working and not enrolled 6 years after entry,earnings,6_yrs_after_entry.not_working_not_enrolled.overall,integer,,COUNT_NWNE_P6,,,Treasury,,,
Number of students working and not enrolled 6 years after entry,earnings,6_yrs_after_entry.working_not_enrolled.overall,integer,,COUNT_WNE_P6,,,Treasury,,,
Mean earnings of students working and not enrolled 6 years after entry,earnings,6_yrs_after_entry.working_not_enrolled.mean_earnings,integer,,MN_EARN_WNE_P6,,,Treasury,,Discontinued,
Median earnings of students working and not enrolled 6 years after entry,earnings,6_yrs_after_entry.median,integer,,MD_EARN_WNE_P6,,,Treasury,,,
10th percentile of earnings of students working and not enrolled 6 years after entry,earnings,6_yrs_after_entry.working_not_enrolled.earnings_percentile.10,integer,,PCT10_EARN_WNE_P6,,,Treasury,,Discontinued,
25th percentile of earnings of students working and not enrolled 6 years after entry,earnings,6_yrs_after_entry.working_not_enrolled.earnings_percentile.25,integer,,PCT25_EARN_WNE_P6,,,Treasury,,,
75th percentile of earnings of students working and not enrolled 6 years after entry,earnings,6_yrs_after_entry.working_not_enrolled.earnings_percentile.75,integer,,PCT75_EARN_WNE_P6,,,Treasury,,,
90th percentile of earnings of students working and not enrolled 6 years after entry,earnings,6_yrs_after_entry.working_not_enrolled.earnings_percentile.90,integer,,PCT90_EARN_WNE_P6,,,Treasury,,Discontinued,
Standard deviation of earnings of students working and not enrolled 6 years after entry,earnings,6_yrs_after_entry.working_not_enrolled.std_dev,integer,,SD_EARN_WNE_P6,,,Treasury,,Discontinued,
"Number of students working and not enrolled 6 years after entry in the lowest income tercile $0-$30,000",earnings,6_yrs_after_entry.working_not_enrolled.income.lowest_tercile,integer,,COUNT_WNE_INC1_P6,,,Treasury,,,
"Number of students working and not enrolled 6 years after entry in the middle income tercile $30,001-$75,000",earnings,6_yrs_after_entry.working_not_enrolled.income.middle_tercile,integer,,COUNT_WNE_INC2_P6,,,Treasury,,,
"Number of students working and not enrolled 6 years after entry in the highest income tercile $75,001+ ",earnings,6_yrs_after_entry.working_not_enrolled.income.highest_tercile,integer,,COUNT_WNE_INC3_P6,,,Treasury,,,
"Number of dependent students working and not enrolled 6 years after entry in the lowest income tercile $0-$30,000",earnings,6_yrs_after_entry.working_not_enrolled.dependent_students_lowest_tercile,integer,,COUNT_WNE_INDEP0_INC1_P6,,,Treasury,,Discontinued,
Number of dependent students working and not enrolled 6 years after entry,earnings,6_yrs_after_entry.working_not_enrolled.dependent_students,integer,,COUNT_WNE_INDEP0_P6,,,Treasury,,,
Number of independent students working and not enrolled 6 years after entry,earnings,6_yrs_after_entry.independent_students,integer,,COUNT_WNE_INDEP1_P6,,,Treasury,,,
Number of female students working and not enrolled 6 years after entry,earnings,6_yrs_after_entry.female_students,integer,,COUNT_WNE_MALE0_P6,,,Treasury,,,
Number of male students working and not enrolled 6 years after entry,earnings,6_yrs_after_entry.male_students,integer,,COUNT_WNE_MALE1_P6,,,Treasury,,,
"Share of students earning over $25,000/year (threshold earnings) 6 years after entry",earnings,6_yrs_after_entry.percent_greater_than_25000,float,float,GT_25K_P6,,,Treasury,,Discontinued,
"Share of students earning over $28,000/year (threshold earnings) 6 years after entry",earnings,6_yrs_after_entry.percent_greater_than_28000,float,,GT_28K_P6,,,Treasury,,Discontinued,
"Mean earnings of students working and not enrolled 6 years after entry in the lowest income tercile $0-$30,000",earnings,6_yrs_after_entry.mean_earnings.lowest_tercile,float,float,MN_EARN_WNE_INC1_P6,,,Treasury,,Discontinued,
"Mean earnings of students working and not enrolled 6 years after entry in the middle income tercile $30,001-$75,000",earnings,6_yrs_after_entry.mean_earnings.middle_tercile,float,,MN_EARN_WNE_INC2_P6,,,Treasury,,Discontinued,
"Mean earnings of students working and not enrolled 6 years after entry in the highest income tercile $75,001+ ",earnings,6_yrs_after_entry.mean_earnings.highest_tercile,float,,MN_EARN_WNE_INC3_P6,,,Treasury,,Discontinued,
"Mean earnings of dependent students working and not enrolled 6 years after entry in the lowest income tercile $0-$30,000",earnings,6_yrs_after_entry.mean_earnings.dependent_students_lowest_tercile,float,,MN_EARN_WNE_INDEP0_INC1_P6,,,Treasury,,Discontinued,
Mean earnings of dependent students working and not enrolled 6 years after entry,earnings,6_yrs_after_entry.mean_earnings.dependent_students,float,,MN_EARN_WNE_INDEP0_P6,,,Treasury,,Discontinued,
Mean earnings of independent students working and not enrolled 6 years after entry,earnings,6_yrs_after_entry.mean_earnings.independent_students,float,,MN_EARN_WNE_INDEP1_P6,,,Treasury,,Discontinued,
Mean earnings of female students working and not enrolled 6 years after entry,earnings,6_yrs_after_entry.mean_earnings.female_students,float,,MN_EARN_WNE_MALE0_P6,,,Treasury,,Discontinued,
Mean earnings of male students working and not enrolled 6 years after entry,earnings,6_yrs_after_entry.mean_earnings.male_students,float,,MN_EARN_WNE_MALE1_P6,,,Treasury,,Discontinued,
Number of students not working and not enrolled 7 years after entry,earnings,7_yrs_after_entry.not_working_not_enrolled,float,,COUNT_NWNE_P7,,,Treasury,,Discontinued,
Number of students working and not enrolled 7 years after entry,earnings,7_yrs_after_entry.working_not_enrolled,integer,,COUNT_WNE_P7,,,Treasury,,Discontinued,
Mean earnings of students working and not enrolled 7 years after entry,earnings,7_yrs_after_entry.mean_earnings,float,,MN_EARN_WNE_P7,,,Treasury,,Discontinued,
Standard deviation of earnings of students working and not enrolled 7 years after entry,earnings,7_yrs_after_entry.std_dev,float,,SD_EARN_WNE_P7,,,Treasury,,Discontinued,
"Share of students earning over $25,000/year (threshold earnings) 7 years after entry",earnings,7_yrs_after_entry.percent_greater_than_25000,float,,GT_25K_P7,,,Treasury,,Discontinued,
Number of students not working and not enrolled 8 years after entry,earnings,8_yrs_after_entry.not_working_not_enrolled,integer,,COUNT_NWNE_P8,,,Treasury,,,
Number of students working and not enrolled 8 years after entry,earnings,8_yrs_after_entry.working_not_enrolled,integer,,COUNT_WNE_P8,,,Treasury,,,
Mean earnings of students working and not enrolled 8 years after entry,earnings,8_yrs_after_entry.mean_earnings,float,,MN_EARN_WNE_P8,,,Treasury,,Discontinued,
Median earnings of students working and not enrolled 8 years after entry,earnings,8_yrs_after_entry.median_earnings,float,,MD_EARN_WNE_P8,,,Treasury,,,
10th percentile of earnings of students working and not enrolled 8 years after entry,earnings,8_yrs_after_entry.10th_percentile_earnings,integer,,PCT10_EARN_WNE_P8,,,Treasury,,Discontinued,
25th percentile of earnings of students working and not enrolled 8 years after entry,earnings,8_yrs_after_entry.25th_percentile_earnings,integer,,PCT25_EARN_WNE_P8,,,Treasury,,,
75th percentile of earnings of students working and not enrolled 8 years after entry,earnings,8_yrs_after_entry.75th_percentile_earnings,integer,,PCT75_EARN_WNE_P8,,,Treasury,,,
90th percentile of earnings of students working and not enrolled 8 years after entry,earnings,8_yrs_after_entry.90th_percentile_earnings,integer,,PCT90_EARN_WNE_P8,,,Treasury,,Discontinued,
Standard deviation of earnings of students working and not enrolled 8 years after entry,earnings,8_yrs_after_entry.std_deviation,float,,SD_EARN_WNE_P8,,,Treasury,,Discontinued,
"Share of students earning over $25,000/year (threshold earnings) 8 years after entry",earnings,8_yrs_after_entry.percent_greater_than_25000,float,,GT_25K_P8,,,Treasury,,Discontinued,
"Share of students earning over $28,000/year (threshold earnings) 8 years after entry",earnings,8_yrs_after_entry.percent_greater_than_28000,float,,GT_28K_P8,,,Treasury,,Discontinued,
Number of students not working and not enrolled 9 years after entry,earnings,9_yrs_after_entry.not_working_not_enrolled,integer,,COUNT_NWNE_P9,,,Treasury,,Discontinued,
Number of students working and not enrolled 9 years after entry,earnings,9_yrs_after_entry.working_not_enrolled,integer,,COUNT_WNE_P9,,,Treasury,,Discontinued,
Mean earnings of students working and not enrolled 9 years after entry,earnings,9_yrs_after_entry.mean_earnings,float,,MN_EARN_WNE_P9,,,Treasury,,Discontinued,
Standard deviation of earnings of students working and not enrolled 9 years after entry,earnings,9_yrs_after_entry.std_deviation,float,,SD_EARN_WNE_P9,,,Treasury,,Discontinued,
"Share of students earning over $25,000/year (threshold earnings) 9 years after entry",earnings,9_yrs_after_entry.percent_greater_than_25000,float,,GT_25K_P9,,,Treasury,,Discontinued,
"Median debt, suppressed for n=30",aid,median_debt_suppressed.overall,float,,DEBT_MDN_SUPP,,,NSLDS,,,
"Median debt of completers, suppressed for n=30",aid,median_debt_suppressed.completers.overall,float,,GRAD_DEBT_MDN_SUPP,,,NSLDS,,,
"Median debt of completers expressed in 10-year monthly payments, suppressed for n=30",aid,median_debt_suppressed.completers.monthly_payments,float,,GRAD_DEBT_MDN10YR_SUPP,,,NSLDS,,,
"3-year repayment rate, suppressed for n=30",repayment,3_yr_repayment_suppressed.overall,float,,RPY_3YR_RT_SUPP,,,NSLDS,,Discontinued,
"3-year repayment rate for low-income (less than $30,000 in nominal family income) students, suppressed for n=30",repayment,3_yr_repayment_suppressed.income.low_income,float,,LO_INC_RPY_3YR_RT_SUPP,,,NSLDS,,Discontinued,
"3-year repayment rate for middle-income (between $30,000 and $75,000 in nominal family income) students, suppressed for n=30",repayment,3_yr_repayment_suppressed.income.middle_income,float,,MD_INC_RPY_3YR_RT_SUPP,,,NSLDS,,Discontinued,
"3-year repayment rate for high-income (above $75,000 in nominal family income) students, suppressed for n=30",repayment,3_yr_repayment_suppressed.income.high_income,float,,HI_INC_RPY_3YR_RT_SUPP,,,NSLDS,,Discontinued,
"3-year repayment rate for completers, suppressed for n=30",repayment,3_yr_repayment_suppressed.completers,float,,COMPL_RPY_3YR_RT_SUPP,,,NSLDS,,Discontinued,
"3-year repayment rate for non-completers, suppressed for n=30",repayment,3_yr_repayment_suppressed.non_completers,float,,NONCOM_RPY_3YR_RT_SUPP,,,NSLDS,,Discontinued,
"3-year repayment rate for dependent students, suppressed for n=30",repayment,3_yr_repayment_suppressed.dependent_students,float,,DEP_RPY_3YR_RT_SUPP,,,NSLDS,,Discontinued,
"3-year repayment rate for independent students, suppressed for n=30",repayment,3_yr_repayment_suppressed.independent_students,float,,IND_RPY_3YR_RT_SUPP,,,NSLDS,,Discontinued,
"3-year repayment rate for Pell students, suppressed for n=30",repayment,3_yr_repayment_suppressed.pell_grant,float,,PELL_RPY_3YR_RT_SUPP,,,NSLDS,,Discontinued,
"3-year repayment rate for no-Pell students, suppressed for n=30",repayment,3_yr_repayment_suppressed.no_pell_grant,float,,NOPELL_RPY_3YR_RT_SUPP,,,NSLDS,,Discontinued,
"3-year repayment rate for female students, suppressed for n=30",repayment,3_yr_repayment_suppressed.female_students,float,,FEMALE_RPY_3YR_RT_SUPP,,,NSLDS,,Discontinued,
"3-year repayment rate for male students, suppressed for n=30",repayment,3_yr_repayment_suppressed.male_students,float,,MALE_RPY_3YR_RT_SUPP,,,NSLDS,,Discontinued,
"3-year repayment rate for first-generation students, suppressed for n=30",repayment,3_yr_repayment_suppressed.first_generation_students,float,,FIRSTGEN_RPY_3YR_RT_SUPP,,,NSLDS,,Discontinued,
"3-year repayment rate for non-first-generation students, suppressed for n=30",repayment,3_yr_repayment_suppressed.non_first_generation_students,float,,NOTFIRSTGEN_RPY_3YR_RT_SUPP,,,NSLDS,,Discontinued,
"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) , pooled in two-year rolling averages and suppressed for small n size",completion,rate_suppressed.lt_four_year_150percent,float,,C150_L4_POOLED_SUPP,,,IPEDS,,,
"Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) , pooled in two-year rolling averages and suppressed for small n size.",completion,rate_suppressed.four_year,float,,C150_4_POOLED_SUPP,,,IPEDS,,,
"Completion rate for first-time, full-time students at less-than-four-year institutions (200% of expected time to completion), pooled in two-year rolling averages and suppressed for small n size. ",completion,rate_suppressed.lt_four_year,float,,C200_L4_POOLED_SUPP,,,IPEDS,Yes,,
"Completion rate for first-time, full-time students at four-year institutions (200% of expected time to completion), pooled in two-year rolling averages and suppressed for small n size",completion,rate_suppressed.four_year_200percent,float,,C200_4_POOLED_SUPP,,,IPEDS,Yes,,
Institution name aliases,school,alias,autocomplete,,ALIAS,,,IPEDS,,,
"Completion rate for first-time, full-time students at four-year institutions (100% of expected time to completion)",completion,completion_rate_4yr_100nt,float,,C100_4,,,IPEDS,,"The proportion of full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate at the institution within 100 percent of normal time, calculated from the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is calculated as the number of full-time, first-time, undergraduates who completed a degree or certificate divided by the number of full-time, first-time, undergraduates in the corresponding completion rate cohort (D100_4, D100_L4). For full-time, first-time, bachelor's degree-seeking undergraduates, 100 percent of normal time is typically 4 years, and for full-time, first-time, associate's degree-seeking undergraduates it is typically 2 years. For full-time, first-time, certificate-seeking undergraduates, the normal time period varies by the length of the program (for example, 6 months for a certificate with a normal completion time of 6 months). Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent.",
Adjusted cohort count for completion rate at four-year institutions (denominator of 100% completion rate),completion,completion_cohort_4yr_100nt,integer,,D100_4,,,IPEDS,,"The number of full-time, first-time, degree/certificate-seeking undergraduates used by the institution to calculate completion rate within 100 percent of normal time, included in the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is based on the number of full-time, first-time, degree/certificate-seeking undergraduates who initially enrolled in the fall term (for institutions that primarily follow an academic year calendar system) or any time during the academic year (for institutions that primarily follow a continuous enrollment or program-based calendar system). Institutions may exclude full-time, first-time, degree/certificate-seeking undergraduates who left the institution due to death, total and permanent disability, active military duty, service in the Peace Corps or other federal foreign aid program, or service on an official church mission (http://nces.ed.gov/ipeds/glossary/index.asp?searchtype=term&keyword=adjusted+cohort). The entering class used in this metric depends on the level of institution (see ICLEVEL). Four-year institutions use full-time, first-time, degree/certificate-seeking undergraduates who started at the institution 6 years earlier. Less-than-4-year institutions use full-time, first-time, degree/certificate-seeking undergraduates who started at the institution 3 years earlier.",
"Completion rate for first-time, full-time students at less-than-four-year institutions (100% of expected time to completion)",completion,completion_rate_less_than_4yr_100nt,float,,C100_L4,,,IPEDS,,ibid,
Adjusted cohort count for completion rate at less-than-four-year institutions (denominator of 100% completion rate),completion,completion_cohort_less_than_4yr_100nt,integer,,D100_L4,,,IPEDS,,ibid,
"Transfer rate for first-time, full-time students at four-year institutions (within 150% of expected time to completion/6 years)",completion,transfer_rate.4yr.full_time,float,,TRANS_4,,,IPEDS,,"The proportion of full-time, first-time, degree/certificate-seeking undergraduates who transferred to another institution within 150 percent of normal time, calculated from the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is calculated as the number of full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate divided by the number of full-time, first-time, degree/certificate-seeking undergraduates in the corresponding completion rate cohort (D150_4, D150_L4). For full-time, first-time, bachelor's degree-seeking undergraduates, 150 percent of normal time is 6 years, and for full-time, first-time, associate's degree-seeking undergraduates it is 3 years. For full-time, first-time, certificate-seeking undergraduates, the normal time period varies (for example, 9 months for a certificate with a normal completion time of 6 months). Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent.",
Adjusted cohort count for transfer rate at four-year institutions (denominator of 150% transfer rate),completion,transfer_rate.cohort_4yr.full_time,integer,,DTRANS_4,,,IPEDS,,"The number of full-time, first-time, degree/certificate-seeking undergraduates used by the institution to calculate transfer rate within 150 percent of normal time, included in the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is based on the number of full-time, first-time, degree/certificate-seeking undergraduates who initially enrolled in the fall term (for institutions that primarily follow an academic year calendar system) or any time during the academic year (for institutions that primarily follow a continuous enrollment or program-based calendar system). Institutions may exclude full-time, first-time, degree/certificate-seeking undergraduates who left the institution due to death, total and permanent disability, active military duty, service in the Peace Corps or other federal foreign aid program, or service on an official church mission (http://nces.ed.gov/ipeds/glossary/index.asp?searchtype=term&keyword=adjusted+cohort). The entering class used in this metric depends on the level of institution (see ICLEVEL). Four-year institutions use full-time, first-time, degree/certificate-seeking undergraduates who started at the institution 6 years earlier. Less-than-4-year institutions use full-time, first-time, degree/certificate-seeking undergraduates who started at the institution 3 years earlier.",
"Transfer rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion)",completion,transfer_rate.less_than_4yr.full_time,float,,TRANS_L4,,,IPEDS,,ibid,
Adjusted cohort count for transfer rate at less-than-four-year institutions (denominator of 150% transfer rate),completion,transfer_rate.cohort_less_than_4yr.full_time,integer,,DTRANS_L4,,,IPEDS,,ibid,
Level of institution,school,institutional_characteristics.level,integer,,ICLEVEL,1,4-year,IPEDS,,,
,school,,,,,2,2-year,,,,
,school,,,,,3,Less-than-2-year,,,,
Total share of enrollment of undergraduate degree-seeking students who are men,student,demographics.men,float,,UGDS_MEN,,,IPEDS,,,
Total share of enrollment of undergraduate degree-seeking students who are women,student,demographics.women,float,,UGDS_WOMEN,,,IPEDS,,,
Number of students in the cohort for the two-year cohort default rate,repayment,2_yr_default_rate_denom,integer,,CDR2_DENOM,,,FSA,,Discontinued,
Number of students in the cohort for the three-year cohort default rate,repayment,3_yr_default_rate_denom,integer,,CDR3_DENOM,,,FSA,,,
Open admissions policy indicator,school,open_admissions_policy,integer,,OPENADMP,1,Yes,IPEDS,,,
,,,,,,2,No,,,,
,,,,,,3,Does not enroll first-time students,,,,
Number of undergraduate students (denominator percent receiving a pell grant or federal student loan),student,undergrads_with_pell_grant_or_federal_student_loan,integer,,D_PCTPELL_PCTFLOAN,,,IPEDS,,,
Number of non-degree-seeking undergraduate students,student,undergrads_non_degree_seeking,integer,,UGNONDS,,,IPEDS,,,
Number of graduate students,student,grad_students,integer,,GRADS,,,IPEDS,,,
Adjusted cohort count for completion rate of White students at four-year institutions (denominator of 150% completion rate),completion,completion_cohort_4yr_150_white,integer,,D150_4_WHITE,,,IPEDS,,,
Adjusted cohort count for completion rate of Black/African American students at four-year institutions (denominator of 150% completion rate),completion,completion_cohort_4yr_150_black,integer,,D150_4_BLACK,,,IPEDS,,,
Adjusted cohort count for completion rate of Hispanic students at four-year institutions (denominator of 150% completion rate),completion,completion_cohort_4yr_150_hispanic,integer,,D150_4_HISP,,,IPEDS,,,
Adjusted cohort count for completion rate of Asian students at four-year institutions (denominator of 150% completion rate),completion,completion_cohort_4yr_150_asian,integer,,D150_4_ASIAN,,,IPEDS,,,
Adjusted cohort count for completion rate of American Indian/Alaska Native students at four-year institutions (denominator of 150% completion rate),completion,completion_cohort_4yr_150_aian,integer,,D150_4_AIAN,,,IPEDS,,,
Adjusted cohort count for completion rate of Native Hawaiian/Pacific Islander students at four-year institutions (denominator of 150% completion rate),completion,completion_cohort_4yr_150_nhpi,integer,,D150_4_NHPI,,,IPEDS,,,
Adjusted cohort count for completion rate of students of Two or More Races at four-year institutions (denominator of 150% completion rate),completion,completion_cohort_4yr_150_2ormore,integer,,D150_4_2MOR,,,IPEDS,,,
Adjusted cohort count for completion rate of U.S. Nonresident students at four-year institutions (denominator of 150% completion rate),completion,completion_cohort_4yr_150_nonresident.alien,integer,,D150_4_NRA,,,IPEDS,,,
Adjusted cohort count for completion rate of students of Unknown race at four-year institutions (denominator of 150% completion rate),completion,completion_cohort_4yr_150_race.unknown,integer,,D150_4_UNKN,,,IPEDS,,,
Adjusted cohort count for completion rate of White students at less-than-four-year institutions (denominator of 150% completion rate),completion,completion_cohort_less_than_4yr_150_white,integer,,D150_L4_WHITE,,,IPEDS,,,
Adjusted cohort count for completion rate of Black/African American students at less-than-four-year institutions (denominator of 150% completion rate),completion,completion_cohort_less_than_4yr_150_black,integer,,D150_L4_BLACK,,,IPEDS,,,
Adjusted cohort count for completion rate of Hispanic students at less-than-four-year institutions (denominator of 150% completion rate),completion,completion_cohort_less_than_4yr_150_hispanic,integer,,D150_L4_HISP,,,IPEDS,,,
Adjusted cohort count for completion rate of Asian students at less-than-four-year institutions (denominator of 150% completion rate),completion,completion_cohort_less_than_4yr_150_asian,integer,,D150_L4_ASIAN,,,IPEDS,,,
Adjusted cohort count for completion rate of American Indian/Alaska Native students at less-than-four-year institutions (denominator of 150% completion rate),completion,completion_cohort_less_than_4yr_150_aian,integer,,D150_L4_AIAN,,,IPEDS,,,
Adjusted cohort count for completion rate of Native Hawaiian/Pacific Islander students at less-than-four-year institutions (denominator of 150% completion rate),completion,completion_cohort_less_than_4yr_150_nhpi,integer,,D150_L4_NHPI,,,IPEDS,,,
Adjusted cohort count for completion rate of students of Two or More Races at less-than-four-year institutions (denominator of 150% completion rate),completion,completion_cohort_less_than_4yr_150_2ormore,integer,,D150_L4_2MOR,,,IPEDS,,,
Adjusted cohort count for completion rate of U.S. Nonresident students at less-than-four-year institutions (denominator of 150% completion rate),completion,completion_cohort_less_than_4yr_150_nonresident.alien,integer,,D150_L4_NRA,,,IPEDS,,,
Adjusted cohort count for completion rate of students of Unknown race at less-than-four-year institutions (denominator of 150% completion rate),completion,completion_cohort_less_than_4yr_150_race.unknown,integer,,D150_L4_UNKN,,,IPEDS,,,
"Adjusted cohort count for completion rate of White, non-Hispanic students at four-year institutions (denominator of 150% completion rate)",completion,completion_cohort_4yr_150_white_pre2010,integer,,D150_4_WHITENH,,,IPEDS,,Discontinued; not available in all datafiles due to changing race/ethnicity category definitions over time. See data_cohort_map,
"Adjusted cohort count for completion rate of Black, non-Hispanic students at four-year institutions (denominator of 150% completion rate)",completion,completion_cohort_4yr_150_black_pre2010,integer,,D150_4_BLACKNH,,,IPEDS,,Discontinued; not available in all datafiles due to changing race/ethnicity category definitions over time. See data_cohort_map,
Adjusted cohort count for completion rate of Asian/Pacific Islander students at four-year institutions (denominator of 150% completion rate),completion,completion_cohort_4yr_150_api_pre2010,integer,,D150_4_API,,,IPEDS,,Discontinued; not available in all datafiles due to changing race/ethnicity category definitions over time. See data_cohort_map,
Adjusted cohort count for completion rate of American Indian/Alaska Native students at four-year institutions (denominator of 150% completion rate),completion,completion_cohort_4yr_150_aian_pre2010,integer,,D150_4_AIANOld,,,IPEDS,,Discontinued; not available in all datafiles due to changing race/ethnicity category definitions over time. See data_cohort_map,
Adjusted cohort count for completion rate of Hispanic students at four-year institutions (denominator of 150% completion rate),completion,completion_cohort_4yr_150_hispanic_pre2010,integer,,D150_4_HISPOld,,,IPEDS,,Discontinued; not available in all datafiles due to changing race/ethnicity category definitions over time. See data_cohort_map,
"Adjusted cohort count for completion rate of White, non-Hispanic students at less-than-four-year institutions (denominator of 150% completion rate)",completion,completion_cohort_less_than_4yr_150_white_pre2010,integer,,D150_L4_WHITENH,,,IPEDS,,Discontinued; not available in all datafiles due to changing race/ethnicity category definitions over time. See data_cohort_map,
"Adjusted cohort count for completion rate of Black, non-Hispanic students at less-than-four-year institutions (denominator of 150% completion rate)",completion,completion_cohort_less_than_4yr_150_black_pre2010,integer,,D150_L4_BLACKNH,,,IPEDS,,Discontinued; not available in all datafiles due to changing race/ethnicity category definitions over time. See data_cohort_map,
Adjusted cohort count for completion rate of Asian/Pacific Islander students at less-than-four-year institutions (denominator of 150% completion rate),completion,completion_cohort_less_than_4yr_150_api_pre2010,integer,,D150_L4_API,,,IPEDS,,Discontinued; not available in all datafiles due to changing race/ethnicity category definitions over time. See data_cohort_map,
Adjusted cohort count for completion rate of American Indian/Alaska Native students at less-than-four-year institutions (denominator of 150% completion rate),completion,completion_cohort_less_than_4yr_150_aian_pre2010,integer,,D150_L4_AIANOld,,,IPEDS,,Discontinued; not available in all datafiles due to changing race/ethnicity category definitions over time. See data_cohort_map,
Adjusted cohort count for completion rate of Hispanic students at less-than-four-year institutions (denominator of 150% completion rate),completion,completion_cohort_less_than_4yr_150_hispanic_pre2010,integer,,D150_L4_HISPOld,,,IPEDS,,Discontinued; not available in all datafiles due to changing race/ethnicity category definitions over time. See data_cohort_map,
Code corresponding to accreditor (as captured from PEPS),school,accreditor_code,string,,ACCREDCODE,,,FSA,,,
Date that institution was first approved to participate in Title IV aid programs,school,title_iv.approval_date,string,,T4APPROVALDATE,,,FSA,,,
"Adjusted cohort count of full-time, first-time students (denominator for the percentage receiving an award within 6 years of entry)",completion,outcome_cohort.full_time.first_time.6yr,integer,,OMACHT6_FTFT,,,IPEDS,,,
"Percentage of full-time, first-time student receiving an award within 6 years of entry",completion,outcome_percentage.full_time.first_time.6yr.award,float,,OMAWDP6_FTFT,,,IPEDS,,,
"Adjusted cohort count of full-time, first-time students (denominator for the 8-year outcomes percentages)",completion,outcome_cohort.full_time.first_time.8yr,integer,,OMACHT8_FTFT,,,IPEDS,,,
"Percentage of full-time, first-time student receiving an award within 8 years of entry",completion,outcome_percentage.full_time.first_time.8yr.award,float,,OMAWDP8_FTFT,,,IPEDS,,,
"Percentage of full-time, first-time students that did not receive an award and are still enrolled at this institution 8 years after entry",completion,outcome_percentage.full_time.first_time.8yr.still_enrolled,float,,OMENRYP8_FTFT,,,IPEDS,,,
"Percentage of full-time, first-time students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry",completion,outcome_percentage.full_time.first_time.8yr.transfer,float,,OMENRAP8_FTFT,,,IPEDS,,,
"Percentage of full-time, first-time students that did not receive an award and whose enrollment status is unknown after leaving this institution within 8 years of entry",completion,outcome_percentage.full_time.first_time.8yr.unknown,float,,OMENRUP8_FTFT,,,IPEDS,,,
"Adjusted cohort count of part-time, first-time students (denominator for the percentage receiving an award within 6 years of entry)",completion,outcome_cohort.part_time.first_time.6yr,integer,,OMACHT6_PTFT,,,IPEDS,,,
"Percentage of part-time, first-time student receiving an award within 6 years of entry",completion,outcome_percentage.part_time.first_time.6yr.award,float,,OMAWDP6_PTFT,,,IPEDS,,,
"Adjusted cohort count of part-time, first-time students (denominator for the 8-year outcomes percentages)",completion,outcome_cohort.part_time.first_time.8yr,integer,,OMACHT8_PTFT,,,IPEDS,,,
"Percentage of part-time, first-time student receiving an award within 8 years of entry",completion,outcome_percentage.part_time.first_time.8yr.award,float,,OMAWDP8_PTFT,,,IPEDS,,,
"Percentage of part-time, first-time students that did not receive an award and are still enrolled at this institution 8 years after entry",completion,outcome_percentage.part_time.first_time.8yr.still_enrolled,float,,OMENRYP8_PTFT,,,IPEDS,,,
"Percentage of part-time, first-time students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry",completion,outcome_percentage.part_time.first_time.8yr.transfer,float,,OMENRAP8_PTFT,,,IPEDS,,,
"Percentage of part-time, first-time students that did not receive an award and whose enrollment status is unknown after leaving this institution within 8 years of entry",completion,outcome_percentage.part_time.first_time.8yr.unknown,float,,OMENRUP8_PTFT,,,IPEDS,,,
"Adjusted cohort count of full-time, not first-time students (denominator for the percentage receiving an award within 6 years of entry)",completion,outcome_cohort.full_time.not_first_time.6yr,integer,,OMACHT6_FTNFT,,,IPEDS,,,
"Percentage of full-time, not first-time student receiving an award within 6 years of entry",completion,outcome_percentage.full_time.not_first_time.6yr.award,float,,OMAWDP6_FTNFT,,,IPEDS,,,
