provider_number,legal_name,business_name,capacity_per_peu,address,address_2,city,county,zip_code,phone_number,latitude,longitude,source_access_date
1750018545,WINDSCAPE SENIOR CARE INC,WINDSCAPE SENIOR CARE,6,7636 KENTLAND AVE,,WEST HILLS,Los Angeles,91304,818-912-6028,34.209468748518,-118.617604420808,2026-07-18
1952875585,WOODLAKE LOVING CARE LLC,WOODLAKE LOVING CARE LLC,6,8016 WOODLAKE AVE,,WEST HILLS,Los Angeles,91304,8182176778,34.215928136472,-118.632161188234,2026-07-18
1619522992,LAND OF PEACE 1                    ,LAND OF PEACE 1                    ,6,6624 SALE AVE,,WEST HILLS          ,Los Angeles,91307,8187049090,34.191138741649,-118.618565406007,2026-07-18
1679128953,LAND OF PEACE 2                    ,LAND OF PEACE 2                    ,6,6624 SALE AVE,,WEST HILLS          ,Los Angeles,91307,8187049090,34.191138741649,-118.618565406007,2026-07-18
1841845138,LAND OF PEACE 3                    ,LAND OF PEACE 3                    ,6,22600 KITTRIDGE ST,,WEST HILLS          ,Los Angeles,91307,8187049090,34.191485123798,-118.618827759576,2026-07-18
1972158277,LAND OF PEACE 4                    ,LAND OF PEACE 4                    ,6,22600 KITTRIDGE ST,,WEST HILLS          ,Los Angeles,91307,8187049090,34.191485123798,-118.618827759576,2026-07-18
1356996649,LAND OF PEACE 5                    ,LAND OF PEACE 5                    ,6,22625 KITTRIDGE ST,,WEST HILLS          ,Los Angeles,91307,8187049090,34.191538348883,-118.619936098633,2026-07-18
1952956245,LAND OF PEACE 6                    ,LAND OF PEACE 6                    ,6,22626 KITTRIDGE ST,,WEST HILLS          ,Los Angeles,91307,8187049090,34.191483363598,-118.620003153859,2026-07-18
1255880167,MY SERENITY BOARD AND CARE         ,MY SERENITY BOARD AND CARE         ,6,6658 CAPISTRANO AVE,,WEST HILLS          ,Los Angeles,91307,3233278554,34.191769689411,-118.616637149181,2026-07-18
1952912388,WEST HILLS ASSISTED LIVING         ,WEST HILLS ASSISTED LIVING         ,90,7055 SHOUP AVE,,WEST HILLS          ,Los Angeles,91307,8188837201,34.198407360445,-118.61469640332,2026-07-18
1114657970,DANMAR VILLAS LLC,MELROSE GARDENS ASSISTED LIVING,31,1007 N MARTEL AVE,,WEST HOLLYWOOD,Los Angeles,90046,323-876-1746,34.088930317242,-118.351150340564,2026-07-18
1245609965,LEISURE LIVING INC                 ,LEISURE LIVING IV                  ,6,6156 HEDGEWALL DR,,WESTLAKE VILLAGE    ,Los Angeles,91362,8184260099,34.164063601831,-118.793237562661,2026-07-18
1245609965,LEISURE LIVING INC                 ,LEISURE LIVING V                   ,6,30821 CATARINA DR,,WESTLAKE VILLAGE    ,Los Angeles,91362,8184260099,34.160810166113,-118.792528369833,2026-07-18
1245609965,LEISURE LIVING INC                 ,LEISURE LIVING VI                  ,6,30822 JANLOR DR,,WESTLAKE VILLAGE    ,Los Angeles,91362,8184260099,34.1564301607,-118.792427870814,2026-07-18
1457029779,POSADA SL LLC,LA POSADA AT WHITTIER,114,8120 PAINTER AVE,,WHITTIER,Los Angeles,90602,5629452651,33.966192348844,-118.032659980484,2026-07-18
1821480542,LBJ HEALTHCARE PARTNERS INC        ,VILLA LUREN                        ,62,13749 CREWE ST,,WHITTIER            ,Los Angeles,90605,5629413813,33.922710094565,-118.038532844763,2026-07-18
1538792411,SYCAMORE SENIOR LIVING INC         ,WHITTIER GLEN ASSISTED LIVIN       ,0,10615 JORDAN RD,,WHITTIER            ,Los Angeles,90603,5629433724,33.939412838751,-117.980906841336,2026-07-18
1982206413,GRETCHEN MANOR INC,GRETCHEN HAVEN,6,20849 GRETCHEN STREET,,WINNETKA,Los Angeles,91306,8189928590,34.192666972146,-118.58801009999,2026-07-18
1184371585,MIRACLE ASSISTED LIVING INC,MIRACLE ASSISTED LIVING FACILITY,6,20648 LONDELIUS STREET,,WINNETKA,Los Angeles,93106,747-206-5390,34.229065428595,-118.583726696011,2026-07-18
1255933917,QUARTZ HAVEN INC,QUARTZ HAVEN,6,7250 QUARTZ AVE,,WINNETKA,Los Angeles,91306,8188857522,34.202750359756,-118.564451587649,2026-07-18
1629750096,"WINNETKA HOME CARE, INC",WINNETKA HOME CARE,6,19733 HEMMINGWAY ST,,WINNETKA,Los Angeles,91306,818-434-9916,34.214064210753,-118.563525135891,2026-07-18
1699591610,"ALLIANCE HEALTH RCFE, INC.",ALLIANCE HEALTH RCFE,6,23601 CANZONET ST,,WOODLAND HILLS,Los Angeles,91367,818-426-1136,34.165183759371,-118.640264225491,2026-07-18
1588356836,"ASSISTED COMFORT HOME, INC.",ASSISTED COMFORT HOME,6,23731 KILLION STREET,,WOODLAND HILLS,Los Angeles,91367,818-800-9970,34.170004443345,-118.644669669981,2026-07-18
1881380590,FALLBROOK ASSISTED LIVING INC,FALLBROOK ASSISTED LIVING,6,5504 FALLBROOK AVE,,WOODLAND HILLS,Los Angeles,91367-4326,818-713-0447,34.170268682842,-118.623292715579,2026-07-18
1801384631,VENTURA PARK MANAGEMENT LLC,INN AT THE PARK VENTURA,200,21200 VENTURA BLVD,,WOODLAND HILLS,Los Angeles,91364,8188847100,34.167345368381,-118.595099765153,2026-07-18
1639819014,HAPPY LIFE SENIOR CARE INC,VALLEY VIEW ASSISTED LIVING,6,20565 CALIFA ST,,WOODLAND HILLS,Los Angeles,91367,7472261408,34.175635112531,-118.581860213811,2026-07-18
1093310369     ,AAA JERUSALEM STAR INC             ,AAA JERUSALEM STAR INC             ,0,5945 CAPISTRANO AVENUE,,WOODLAND HILLS      ,Los Angeles,91367,8188881706,34.178723885761,-118.616851642084,2026-07-18
1053172650,A1 RESIDENTIAL CARE FACILITY LLC,A1 RESIDENTIAL CARE FACILITY,6,2241 E ALDEN AVE,,ANAHEIM,Orange,92806,612-205-5094,33.834167483186,-117.88478149934,2026-07-18
1699555334,"ABUNDANT GRACE CARE VILLA, INC",ABUNDANT GRACE CARE VILLA,6,9672 COLONY STREET,,ANAHEIM,Orange,92804,562-774-6297,33.822327583946,-117.960823130776,2026-07-18
1699489815,ACACIA GUEST HOME LLC,ACACIA GUEST HOME-ANAHEIM,6,1516 W LA PALMA AVE,,ANAHEIM,Orange,92801,626-541-5921,33.847078002918,-117.939243837231,2026-07-18
1194392555,ALLEN'S PALM COVE RESIDENCE CARE INC,ALLEN'S PALM COVE RESIDENCE CARE,6,630 N WEST STREET,,ANAHEIM,Orange,92801,7147783949,33.838885782212,-117.929138950039,2026-07-18
1487420261,AMARI HOUSE LLC,AMARI HOUSE,6,515 N HARCOURT ST,,ANAHEIM,Orange,92801,562-377-4764,33.838082460611,-117.973719275544,2026-07-18
1114705787,"ANAHEIM VILLA, INC.",ANAHEIM VILLA,210,3411 WEST BALL ROAD,,ANAHEIM,Orange,92804,714-821-9660,33.817299405959,-118.008352712732,2026-07-18
1881250025,BLUE SKY MANOR INC,BLUE SKY MANOR INC,50,280 N WILSHIRE AVE,,ANAHEIM,Orange,92801,7148442667,33.834260270854,-117.934291808835,2026-07-18
1922783356,CHERISH SENIOR LIVING LLC,CHERISH SENIOR LIVING,6,907 N CHIPPEWA AVENUE,,ANAHEIM,Orange,92801,657-253-2396,33.844139978217,-117.947335642738,2026-07-18
1770291650,COLORADO RESIDENTIAL CARE INC,COLORADO RESIDENTIAL CARE,6,436 COLORADO ST,,ANAHEIM,Orange,92801,714-713-3535,33.83739518646,-117.981688537626,2026-07-18
1013667625,ZH FCSL LLC,FAMILY CHOICE SENIOR LIVING,30,3105 W ORANGE AVE,,ANAHEIM,Orange,92804,714-229-0069,33.824728454382,-117.998326866887,2026-07-18
1942973029,GENERATIONS OF ANAHEIM ASSISTED LIVING FACILITY INC,GENERATIONS OF ANAHEIM ASSISTED LIVING FACILITY INC,42,1941 E CENTER ST,,ANAHEIM,Orange,92805,7145333640,33.841076392606,-117.889792201058,2026-07-18
1639952781,GOLDEN FLOWER MANOR LLC,GOLDEN FLOWER MANOR LLC,6,2411 E LA PALMA AVE,,ANAHEIM,Orange,92806,714-458-6699,33.847296980139,-117.882453174276,2026-07-18
1568231371,ANAHEIM PALACE INC,HARBOR HEIGHTS ASSISTED LIVING AND MEMORY CARE,199,525 W LA PALMA AVE,,ANAHEIM,Orange,92801,714-459-3353,33.847209682617,-117.925208508002,2026-07-18
1215793930,PHAMILY HOME TWILIGHT CARE LLC,PHAMILY HOME ELDERLY CARE 3,6,700 S JANSS ST,,ANAHEIM,Orange,92805,657-724-9930,33.826002629393,-117.91883817777,2026-07-18
1255119137,PRISTINE HOME CARE INC,PRISTINE HOME CARE INC,6,9252 PACIFIC AVE,,ANAHEIM,Orange,92804,714-749-7237,33.80768599166,-117.97121786418,2026-07-18
1548995541,PROMISES GUEST VILLAGE INC,PROMISES GUEST VILLAGE,40,1315 S ANAHEIM BLVD,,ANAHEIM,Orange,92805,714-774-1544,33.815964587878,-117.90741640977,2026-07-18
1003381609,TRUSTED CAREGIVER AND CONSULTING SERVICES LLC,ROYAL CARE FAMILY HOMES,6,506 N ROYAL ST,,ANAHEIM,Orange,92806,714-630-3212,33.84607280318,-117.873065023624,2026-07-18
1992588321,"SAINT AGUSTIN, INC",SENIOR FAMILY HOME 1,6,3148 W ROME AVE,,ANAHEIM,Orange,92804,714-600-6195,33.82049802403,-118.000300134532,2026-07-18
1245733526,SILVER LINING RESIDENTIAL CARE INC,SILVER LINING RESIDENTIAL CARE,14,1243 N BROOKHURST ST,,ANAHEIM,Orange,92801,949-682-5229,33.8506946265,-117.959225372392,2026-07-18
1255118378,MARITES T. VILLANUEVA,TESS LOVING HOME II,6,2785 E DIANA AVE,,ANAHEIM,Orange,92806,714-803-8377,33.832034288827,-117.872190372028,2026-07-18
1043989551,THE COTTAGES AT ARTESIA LLC,THE COTTAGES AT ARTESIA ANAHEIM,38,8792 CERRITOS AVENUE,,ANAHEIM,Orange,92804,657-256-1063,33.8102648099,-117.979306316925,2026-07-18
1952813016,"KINCAID SENIOR LIVING, INC         ",ANAHEIM CROWN PLAZA                ,200,641 S BEACH BLVD,,ANAHEIM             ,Orange,92804,7148277007,33.822961255826,-117.993439965879,2026-07-18
1851838379,ARDENT CARE LLC                    ,ARDENT CARE                        ,27,1665 SOUTH BROOKHURST ST,,ANAHEIM             ,Orange,92804,7143965979,33.806617005638,-117.958953714911,2026-07-18
1194369082,CARNELIAN VILLAS LLC               ,CARNELIAN VILLAS                   ,6,1173 S CARNELIAN ST,,ANAHEIM             ,Orange,92802,7148604490,33.804895827414,-117.93763152929,2026-07-18
1336785252,GOLDEN LIFE MANOR                  ,GOLDEN LIFE MANOR                  ,6,507 S CITADELL LANE,,ANAHEIM             ,Orange,92806,7148335011,33.835945075301,-117.884760460763,2026-07-18
1588044028,GOLDEN WAY CARE INC                ,GOLDEN TUSCANY CARE                ,6,2825 EAST DUTCH AVE,,ANAHEIM             ,Orange,92806,7142346348,33.842432291174,-117.870309556774,2026-07-18
1295220499,"EXCLUSIVE SENIOR CARE, INC.        ",CASA DE LOS ARBOLES                ,6,6482 VIA ARBOLES,,ANAHEIM HILLS       ,Orange,92807,7146730032,33.848579704691,-117.766620133895,2026-07-18
1295220499,"EXCLUSIVE SENIOR CARE, INC.        ",CASA DEL SOL                       ,6,6486 E CALLE DEL NORTE,,ANAHEIM HILLS       ,Orange,92807,7146022313,33.84669000462,-117.765777165892,2026-07-18
1407513427,K&F LLC,KNOTT'S LANDING LUXURY CARE,6,6359 ARNOLD WAY,,BUENA PARK,Orange,90620,9492901826,33.853711315363,-118.022309671166,2026-07-18
1598454159,SHERGILL FOUNDATION LLC,MARIGOLD BOARD AND CARE,6,8601 SAN ROMOLO WAY,,BUENA PARK,Orange,90620,661-236-6787,33.837680590263,-118.027820353409,2026-07-18
1043989551,THE COTTAGES AT ARTESIA,THE COTTAGES AT ARTESIA,55,6041 KINGMAN AVE,,BUENA PARK,Orange,90621,8005702273,33.872630192839,-118.001201356762,2026-07-18
1285092106,HARVEST RETIREMENT CORP            ,HARVEST RETIREMENT                 ,106,9011 KNOTT AVE,,BUENA PARK          ,Orange,90620,7148214130,33.831141658049,-118.011029473511,2026-07-18
1063045391,THE SIGNATURE RESIDENCE INC        ,THE SIGNATURE RESIDENCE INC        ,6,2727 WAVECREST DR,,CORONA DEL MAR      ,Orange,92625,9492201412,33.608537797634,-117.8670003814,2026-07-18
1144936865,MK CARE FACILITY LLC,GUARDIAN SENIOR HOME ON NEVADA,6,3327 NEVADA AVE,,COSTA MESA,Orange,92626,408-693-8731,33.692924158505,-117.931681265091,2026-07-18
1306511589,BERGUM GROUP HOMES INC,MESA DEL MAR ELDERLY CARE HOME,6,1097 CORONA LANE,,COSTA MESA,Orange,92626,714-615-0079,33.675464947557,-117.90353299021,2026-07-18
1750160719,SHINING BRIGHT SR CRE HOME,SHINING BRIGHT CARE HOME,15,697 PLUMER ST,,COSTA MESA,Orange,92627,949-200-9382,33.642453576272,-117.927454690415,2026-07-18
1225819360,ST. CLAIR SENIOR CARE,ST. CLAIR SENIOR CARE,6,830 SAINT CLAIR ST,,COSTA MESA,Orange,92626,657-235-8725,33.677376314847,-117.892038886385,2026-07-18
1023708906,CROSS CREEK MANOR INC,CROSS CREEK MANOR,0,138 EAST 18TH STREET,,COSTA MESA          ,Orange,92627,(714) 519-5878,33.63948181441,-117.917740316092,2026-07-18
1063026060,HARMONY CARE CORPORATION,GENTLE SENIOR CARE,6,4193 TERESA AVE,,CYPRESS,Orange,90630,2134461695,33.810841275291,-118.05995254687,2026-07-18
1649966680,HEALING STEPS GUEST HOMES LLC,HEALING STEPS GUEST HOMES,6,8184 CAROB STREET,,CYPRESS,Orange,90630,657-256-1233,33.84351125166,-118.057057269875,2026-07-18
1154021863,VICTORIA CARING HOME LLC,VICTORIA CARING HOME,6,6462 FERNE AVENUE,,CYPRESS,Orange,90630,213-446-1695,33.807679579504,-118.020294829281,2026-07-18
1093474306,BTC SENIOR CARE LLC,FOUNTAIN GARDEN GUEST HOME,6,16803 MAPLE ST,,FOUNTAIN VALLEY,Orange,92708,7146007083,33.718909483272,-117.967795365475,2026-07-18
1902548696,WELLSPRING SENIOR HOME CARE,GOOD HANDS HOME CARE,6,18674 SAN FELIPE STREET,,FOUNTAIN VALLEY,Orange,92708,7146007083,33.691656856654,-117.95141192989,2026-07-18
1366018087,IVY COTTAGES INC,IVY COTTAGES I,6,9856 MARIPOSA AVE,,FOUNTAIN VALLEY,Orange,92708,714-775-1128,33.718461302909,-117.95721287744,2026-07-18
1356925911,IVY COTTAGES INC,IVY COTTAGES III,6,16840 MT EDEN ST,,FOUNTAIN VALLEY,Orange,92708,714-775-1128,33.718768248204,-117.930119213616,2026-07-18
1710565908,CARE GABRIELLE,SANTA MARIANA CARE,6,18676 SANTA MARIANA ST,,FOUNTAIN VALLEY,Orange,92708,7146466750,33.691326064845,-117.976885288012,2026-07-18
1932801735,SHASTA RESIDENTIAL CARE LLC,SHASTA RESIDENTIAL CARE,6,16274 SHASTA ST,,FOUNTAIN VALLEY,Orange,92708,714-300-4540,33.727018806956,-117.924667372333,2026-07-18
1275187700,CARE JORDAN SENIOR HOMES LLC       ,CARE JORDAN SENIOR HOMES           ,6,8728 CANARY AVE,,FOUNTAIN VALLEY     ,Orange,92708,5623654155,33.690725627211,-117.976531152603,2026-07-18
1508320813,"CRYSTAL COVE CARE, INC             ",CRYSTAL COVE CARE #1               ,6,18600 LOS LEONES ST,,FOUNTAIN VALLEY     ,Orange,92708,7145932687,33.692680831855,-117.950615649089,2026-07-18
1609431998     ,FOUNTAIN VALLEY SENIOR HOMES       ,FOUNTAIN VALLEY SENIOR HOMES       ,0,18561 SANTA ISADORA,,FOUNTAIN VALLEY     ,Orange,92708,9492906006,33.693129892318,-117.978483549309,2026-07-18
1609431998,FOUNTAIN VALLEY SENIOR HOMES       ,FOUNTAIN VALLEY SNR HOMES 2        ,6,17690 SAN VICENTE,,FOUNTAIN VALLEY     ,Orange,92708,9492906006,33.706062666004,-117.950728637143,2026-07-18
1699308155,MILES PLACE INC                    ,MILES PLACE OF FOUNTAIN VALL       ,6,18667 SAN FELIPE STREET,,FOUNTAIN VALLEY     ,Orange,92708,7149651839,33.691723367056,-117.951467585727,2026-07-18
1902464753,SAINT BENEDICT CARE LLC            ,SAINT BENEDICT CARE                ,6,8925 CANARY AVE,,FOUNTAIN VALLEY     ,Orange,92708,9492906006,33.690754419049,-117.972774635056,2026-07-18
1871274670,SEASIDE TERRACE HOLDINGS INC,SEASIDE TERRACE  ,250,9925 LA ALAMEDA AVE,,FOUNTAIN VALLEY     ,Orange,92708,7149625531,33.71263005478,-117.955965985524,2026-07-18
1780239996,DCCV INC                           ,SUNNY DAYS HOME CARE 1             ,6,9448 KIWI CIRCLE,,FOUNTAIN VALLEY     ,Orange,92708,7149684909,33.694933007329,-117.963809519058,2026-07-18
1912771619,SHIVAS ENTERPRISES INC,BLISS CARE HOME,6,2609 E SANTA YSABEL AVE,,FULLERTON,Orange,92831,909-964-6720,33.87250630831,-117.882552583647,2026-07-18
1164130191,CROWN INVESTMENTS AND MGMT,CROWN MANOR AT PASEO GRANDE,6,819 NORTH DELPHINE PLACE,,FULLERTON,Orange,92833,714-743-7516,33.877658915649,-117.9540773751,2026-07-18
1427830595,DIGNITY & WISDOM HOME CARE LLC,DIGNITY & WISDOM II,6,2330 CAMINO ESCONDIDO,,FULLERTON,Orange,92833,714-261-7435,33.893462113986,-117.96581421884,2026-07-18
1740945633,VERANDA COMMONWEALTH INC,FULLERTON PLAZA GUEST HOMES,6,3931 MADONNA DRIVE,,FULLERTON,Orange,92835,657-387-9603,33.916765145919,-117.919541670903,2026-07-18
1770189284,FULLERTON ROSEWOOD ASSISTED LIVING INC,FULLERTON ROSEWOOD ASSISTED LIVING,99,411 E COMMONWEALTH AVE,,FULLERTON,Orange,92832,7144410644,33.870415316834,-117.917183925359,2026-07-18
1558133801,HWP MANAGEMENT INC,FULLERTON SWEET HOME,6,516 JENSEN WAY,,FULLERTON,Orange,92833,310-906-7713,33.864206966881,-117.970031741061,2026-07-18
1538846845,"VILLAGRAN, EDVIN",GLENWOOD CARE,6,2001 EAST GLENWOOD,,FULLERTON,Orange,92831-3178,714-809-7229,33.879221721496,-117.896248529617,2026-07-18
1447988381,SPECIALIZED COMMUNITY HEALTHCARE COMPANY,KAEGO'S RICHMAN GARDENS,26,317 N RICHMAN AVE,,FULLERTON,Orange,92831,213-478-0800,33.873002391249,-117.93310627245,2026-07-18
1881369742,MOM'S RETREAT BOARD & CARE HOME LLC,MOM'S RETREAT BOARD & CARE HOME,6,607 SOUTH PINE DRIVE,,FULLERTON,Orange,92833,714-829-5024,33.86381750175,-117.967102852635,2026-07-18
1497402408,PALMS RETIREMENT CENTER INC,PALMS RETIREMENT CENTER,144,312 N ROOSEVELT AVE,,FULLERTON,Orange,92832,626-353-4710,33.873065632709,-117.940828352208,2026-07-18
1174138556,ROLLING HILLS GUEST HOME INC,ROLLING HILLS GUEST HOME INC,6,1000 ROLLING HILLS DRIVE,,FULLERTON,Orange,92835,7149873070,33.903039486102,-117.910568256821,2026-07-18
1699553255,SUNNY VILLA INC,SUNNY VILLA,6,1857 SHEDDON STREET,,FULLERTON,Orange,92833,818-437-0477,33.886365617573,-117.953793060944,2026-07-18
1427820281,CHRISTINE MARIE LLC,THE BEECHWOOD COTTAGE,6,1608 BEECHWOOD AVE,,FULLERTON,Orange,92835,562-842-7539,33.901780566155,-117.89786447673,2026-07-18
1447625090,KAIROS MANAGEMENT ONE LLC          ,ACACIA VILLAS                      ,99,1620 E CHAPMAN AVE,,FULLERTON           ,Orange,92831,7148790920,33.874121333414,-117.899087731679,2026-07-18
1265945885,FIRST CARE INC                     ,FULLERTON VILLA                    ,196,2441 W ORANGETHORPE AVE,,FULLERTON           ,Orange,92833,7149925380,33.859169233525,-117.971096578041,2026-07-18
1134750292,"V.S. MANAGEMENT FIRM, INC.         ",LOVING CARE FACILITY FOR THE       ,0,2622 WEST OLIVE AVE,,FULLERTON           ,Orange,92833,5622347657,33.862324391428,-117.973858498956,2026-07-18
1356929442     ,RAV PREMERA CARE LLC               ,RAV PREMERA CARE LLC               ,0,864 N FORD AVENUE,,FULLERTON           ,Orange,92832,7146466750,33.879531223271,-117.930713239094,2026-07-18
1639870272,"GRANNY'S HOMES, INC",ANGELS CARE GUEST HOME,6,10212 MALINDA LN,,GARDEN GROVE,Orange,92840,714-244-5885,33.78262196378,-117.954547599868,2026-07-18
1932980570,ARVILINH CORPORATION,ARVILINH HOME CARE,6,9351 MELBA DRIVE,,GARDEN GROVE,Orange,92841,714-350-1052,33.801301328373,-117.970013971427,2026-07-18
1598459323,BARR SENIOR COURTYARD LLC,BARR SENIOR COURTYARD I,6,8552 BARR LANE,,GARDEN GROVE,Orange,92841,714-785-9555,33.785373784502,-117.983627104193,2026-07-18
1396429809,BARR SENIOR COURTYARD LLC,BARR SENIOR COURTYARD II,6,8556 BARR LANE,,GARDEN GROVE,Orange,92841,714-785-9555,33.785275129501,-117.983011034309,2026-07-18
1588431126,DALTON RESIDENTIAL CARE LLC,DALTON RESIDENTIAL CARE,6,9772 WILLIAM DALTON WAY,,GARDEN GROVE,Orange,92841,714-300-4540,33.783564299244,-117.962294657697,2026-07-18
1467125757,GARDEN GROVE GUEST HOME,GARDEN GROVE GUEST HOME,47,12882 SHACKELFORD LANE,,GARDEN GROVE,Orange,92841,3238060786,33.775599814847,-117.971952370355,2026-07-18
1033896550,JADE RESIDENTIAL CARE INC,JADE RESIDENTIAL CARE,6,11821 FLAMINGO DRIVE,,GARDEN GROVE,Orange,92841,949-573-6489,33.791132529169,-117.959731220249,2026-07-18
1750068177,LIFE CARE SENIOR MANOR LLC,LIFE CARE SENIOR MANOR,6,10415 AZALEA CIRCLE,,GARDEN GROVE,Orange,92840,949-573-6489,33.790248154565,-117.951234652638,2026-07-18
1851908271,SUNITA CHAND,SUNFLOWER LIVING,6,9282 BLANCHE AVENUE,,GARDEN GROVE,Orange,92841,7145347872,33.786207197134,-117.97026903274,2026-07-18
1457017592,VIOLET RESIDENTIAL CARE INC,VIOLET RESIDENTIAL CARE INC,6,12141 ORA DRIVE,,GARDEN GROVE,Orange,92840,3109720128,33.786569923994,-117.933544645986,2026-07-18
1447787619,COAST SENIOR CARE                  ,COAST SENIOR CARE INC              ,6,11861 LORALEEN ST,,GARDEN GROVE        ,Orange,92841,7144700194,33.790238431557,-117.971135218614,2026-07-18
1407375520,LEONTINA BALOS                     ,SOUTH COAST MANOR                  ,4,10452 MILDRED AVE,,GARDEN GROVE        ,Orange,92843,5593857115,33.770961185811,-117.946757039962,2026-07-18
1245608058,"WESTMINSTER VILLA, INC.            ","WESTMINSTER VILLA, INC.            ",125,13881 DAWSON STREET,,GARDEN GROVE        ,Orange,92843,7145347880,33.761217768193,-117.951051172778,2026-07-18
1447787619,COAST SENIOR CARE,COAST SENIOR CARE 3,6,6822 MARILYN DR,,HUNTINGTON BEACH,Orange,92647,714-470-0194,33.717951976563,-118.009498351258,2026-07-18
1710760442,FDL SYNERGY INC,DORSETT SENIOR MANOR,6,8831 DORSETT DR,,HUNTINGTON BEACH,Orange,92646,214-476-6864,33.655846893627,-117.973593127901,2026-07-18
1235845959,DL CARE FACILITY LLC,GUARDIAN SENIOR HOME ON COMPASS,6,21302 COMPASS LN,,HUNTINGTON BEACH,Orange,92646,714-679-2590,33.653085182259,-117.963567952608,2026-07-18
1548977184,LEGACY SENIOR LIVING LLC,LEGACY SENIOR LIVING,6,19892 POTOMAC LN,,HUNTINGTON BEACH,Orange,92646,714-785-9555,33.673525919986,-117.965266461468,2026-07-18
1841056124,"V.S MANAGEMENT FIRM, INC.",LOVING CARE OF HUNTINGTON BEACH,6,8271 KINER DR,,HUNTINGTON BEACH,Orange,92646,562-234-7657,33.698194657312,-117.984146698371,2026-07-18
1801562426,WELLSPRING SENIOR HOME CARE,LUXURY LIVING SENIOR CARE,6,7261 SUNBREEZE DRIVE,,HUNTINGTON BEACH,Orange,92647,7147859555,33.709230983494,-118.001079651528,2026-07-18
1083253553,LAMBERT HOME CARE LLC,ROYALIST HOME CARE,6,6001 ROYALIST DRIVE,,HUNTINGTON BEACH,Orange,92647,7146556454,33.731741925577,-118.023799722094,2026-07-18
1316511926,"CHENG & CO., LLC",RYAN'S OPEN ARMS,6,6942 DRESDEN CIRCLE,,HUNTINGTON BEACH,Orange,92647,714-267-4105,33.740094282543,-118.007634802725,2026-07-18
1730838707,SANDPIPER SENIOR LIVING LLC,SEA CLIFF ASSISTED LIVING,84,18851 FLORIDA STREET,,HUNTINGTON BEACH,Orange,92648,714-847-3999,33.688620135043,-117.991040226999,2026-07-18
1619666492,SELECT SENIOR CARE III LLC,SELECT SENIOR CARE III,6,9542 SAILFISH DRIVE,,HUNTINGTON BEACH,Orange,92646,909-358-1209,33.681372345277,-117.961891823431,2026-07-18
1952032310,URHOME LLC,THE TAYLOR COTTAGE,6,7752 TAYLOR DR,,HUNTINGTON BEACH,Orange,92648,714-465-2842,33.697502647386,-117.993313818236,2026-07-18
1447787619,COAST SENIOR CARE                  ,COAST SENIOR CARE                  ,6,19861 CARMANIA LANE,,HUNTINGTON BEACH    ,Orange,92646,7144700194,33.674120490287,-117.94745064245,2026-07-18
1083253553,LAMBERT HOME CARE LLC              ,LAMBERT HOME CARE                  ,6,8191 LAMBERT DRIVE,,HUNTINGTON BEACH    ,Orange,94647,7146556454,33.720110987183,-117.98588678147,2026-07-18
1265960223,"MEADOWLARK GARDENS, INC            ","MEADOWLARK GARDENS, INC            ",6,6102 CORNELL DRIVE,,HUNTINGTON BEACH    ,Orange,92649,7148401776,33.740699120676,-118.022485607314,2026-07-18
1417674532,IRVINE COTTAGES LLC,IRVINE COTTAGE #1,6,1 LONGSTREET,,IRVINE,Orange,92620,949-533-5938,33.705587034908,-117.764872171807,2026-07-18
1417674532,IRVINE COTTAGES LLC,IRVINE COTTAGE #2,6,16 PORTER,,IRVINE,Orange,92620,949-533-5938,33.707070841318,-117.768640256379,2026-07-18
1417674532,IRVINE COTTAGES LLC,IRVINE COTTAGE #3,6,17 YORKTOWN,,IRVINE,Orange,92620,949-533-5938,33.712992991187,-117.769920675908,2026-07-18
1417674532,IRVINE COTTAGES LLC,IRVINE COTTAGE #4,6,7 PRINCETON,,IRVINE,Orange,92620,949-533-5938,33.713558266737,-117.769661758919,2026-07-18
1417674532,IRVINE COTTAGES LLC,IRVINE COTTAGE #5,6,2 BRANDYWINE,,IRVINE,Orange,92620,949-533-5938,33.715786050873,-117.773099009773,2026-07-18
1417674532,IRVINE COTTAGES LLC,IRVINE COTTAGE #7,6,40 CYPRESS TREE LANE,,IRVINE,Orange,92612,949-533-5938,33.663807815716,-117.817823084918,2026-07-18
1164872636,BLUE JASMINE VILLA                 ,BLUE JASMINE VILLA                 ,6,18 SEQUOIA TREE LANE,,IRVINE              ,Orange,92612,9493502338,33.664302306093,-117.81299929964,2026-07-18
1033861372,ASSURED CARE VILLA INC,ASSURED CARE VILLA,6,561 EAST 2ND AVENUE,,LA HABRA,Orange,90631,5627746297,33.929896067795,-117.939704255173,2026-07-18
1700532298,GRACE RETIREMENT VILLAGE INC,GRACE RETIREMENT VILLAGE,340,1100 E WHITTIER BLVD,,LA HABRA,Orange,90631,562-694-6515,33.939023122163,-117.934209833822,2026-07-18
1871356287,HAVEN FOR MOM & DAD INC,HAVEN FOR MOM & DAD 1,6,1221 SIERRA VISTA DR,,LA HABRA,Orange,90631,562-228-4439,33.943437912475,-117.954460763351,2026-07-18
1790353563,LANCEA CAPSULE CORPORATION,LA HABRA PLAZA,6,2630 RAINIER WAY,,LA HABRA,Orange,90631,562-905-0034,33.937059745163,-117.976132509288,2026-07-18
