"age","asian","black","divorced","educ","exper","faminc","female","hrswork","insure","married","mcaid","mcare","metro","midwest","nchild","northeast","single","south","union","wage","west","white"
61,0,0,1,16,39,0,1,39,1,0,0,0,1,0,0,0,0,1,0,17,0,1
45,0,0,0,12,27,23005,1,40,1,1,0,0,1,0,1,0,0,1,0,15.2,0,1
27,0,0,0,16,5,0,0,40,1,0,0,0,1,0,0,0,1,1,0,16.35,0,1
59,0,1,0,12,41,23000,0,40,1,1,0,0,1,0,3,0,0,1,0,47.58,0,0
36,0,0,0,16,14,4000,0,40,1,1,0,0,1,0,2,0,0,1,0,25,0,1
66,0,0,0,16,44,50600,0,40,1,1,0,0,1,0,0,0,0,1,0,72.13,0,1
59,0,0,0,13,40,150600,1,40,1,1,0,0,1,0,0,0,0,1,0,24.05,0,1
33,0,0,0,12,15,0,0,40,1,0,0,0,1,0,0,0,1,1,0,12,0,1
24,0,0,1,14,4,0,1,40,1,0,0,0,1,0,0,0,0,1,0,11,0,1
25,0,0,0,18,1,0,1,40,1,0,0,0,1,0,0,0,1,1,1,56.72,0,1
27,0,0,0,13,8,0,0,50,1,1,0,0,1,0,1,0,0,1,1,8.91,0,1
30,0,0,0,18,6,0,1,55,1,0,0,0,1,0,0,0,1,1,0,20,0,1
37,0,0,0,14,17,0,0,35,1,0,0,0,1,0,0,0,1,1,0,9,0,1
60,0,1,0,12,42,38000,0,40,1,1,0,0,1,0,1,0,0,1,0,17,0,0
36,0,1,0,13,17,35000,1,40,1,1,0,0,1,0,1,0,0,1,0,10,0,0
57,0,0,0,13,38,0,0,44,1,0,0,0,1,0,0,0,1,1,0,11.8,0,1
40,0,0,0,16,18,1440,0,40,1,1,0,0,1,0,1,0,0,1,0,24.05,0,1
50,0,0,0,12,32,15006,0,53,1,1,0,0,1,0,1,0,0,1,0,22.13,0,1
21,0,0,0,13,2,61312,0,35,1,0,0,0,1,0,0,0,1,1,0,12,0,1
55,0,1,0,12,37,7919,0,40,1,1,1,0,1,0,0,0,0,1,0,17,0,0
49,0,0,1,14,29,0,1,36,1,0,0,0,1,0,2,0,0,1,0,37,0,1
68,0,0,0,13,49,18200,0,40,1,1,0,0,1,0,0,0,0,1,0,18,0,1
55,0,1,1,12,37,0,1,40,0,0,0,0,1,0,0,0,0,1,0,17.42,0,0
26,0,0,0,13,7,7640,0,44,1,1,1,0,1,0,2,0,0,1,0,17.5,0,1
64,0,1,0,14,44,0,0,40,0,0,0,0,1,0,0,0,1,1,0,10,0,0
34,0,0,1,18,10,0,1,44,1,0,0,0,0,0,1,0,0,1,0,34.09,0,1
44,0,0,0,14,24,49900,1,0,1,1,0,0,0,0,1,0,0,1,0,10,0,1
27,0,1,0,12,9,0,1,30,1,0,0,0,0,0,0,0,1,1,0,9.5,0,0
57,0,0,1,12,39,0,0,40,1,0,0,0,0,0,0,0,0,1,0,15.42,0,1
58,0,0,0,12,40,1,0,55,1,1,0,0,0,0,0,0,0,1,0,16.36,0,1
72,0,0,0,10,56,138399,0,30,1,1,0,1,0,0,0,0,0,1,0,32.07,0,1
51,0,1,0,11,34,0,0,48,0,0,0,0,0,0,0,0,1,1,0,6.25,0,0
53,0,1,0,12,35,0,1,40,0,0,0,0,0,0,0,0,1,1,0,11.9,0,0
33,0,1,1,13,14,0,1,40,1,0,0,0,0,0,3,0,0,1,0,16.24,0,0
38,0,1,1,13,19,0,0,50,1,0,0,0,0,0,0,0,0,1,0,33.5,0,0
33,0,0,0,16,11,0,1,40,1,0,0,0,1,0,0,0,1,1,0,13,0,1
42,0,0,1,13,23,32548,0,45,0,0,0,0,1,0,0,0,0,1,0,14.96,0,1
41,0,0,0,12,23,70000,1,40,1,1,0,0,1,0,1,0,0,1,0,26.42,0,1
22,0,0,0,14,2,85000,0,40,1,0,0,0,1,0,0,0,1,1,0,22.59,0,1
44,0,1,0,16,22,25404,0,60,1,1,0,0,1,0,2,0,0,1,0,18.75,0,0
38,0,1,0,13,19,64200,1,40,1,1,0,0,1,0,2,0,0,1,0,14,0,0
25,0,0,0,13,6,0,1,40,0,0,0,0,1,0,1,0,1,1,0,9.47,0,1
29,0,0,0,13,10,0,1,50,0,1,0,0,1,0,3,0,0,1,0,10.31,0,1
29,0,0,0,14,9,45600,0,40,1,1,0,0,0,0,1,0,0,1,0,14.85,0,1
28,0,0,0,18,4,28000,1,40,1,1,0,0,0,0,1,0,0,1,0,21.92,0,1
44,0,1,0,12,26,0,0,40,0,0,0,0,0,0,0,0,1,1,0,7.5,0,0
40,0,0,1,12,22,23398,1,40,1,0,0,0,0,0,1,0,0,1,0,14.65,0,1
54,0,0,0,12,36,62600,0,41,1,1,0,0,0,0,2,0,0,1,1,26,0,1
23,0,0,0,14,3,79243,1,37,1,0,0,0,0,0,0,0,1,1,0,24,0,1
68,0,0,0,14,48,0,0,36,0,1,0,1,0,0,0,0,0,1,0,13.72,0,1
40,0,0,0,14,20,50000,0,40,1,1,0,0,0,0,0,0,0,1,0,10,0,1
44,0,0,0,20,18,38000,1,40,1,1,0,0,0,0,0,0,0,1,0,20.65,0,1
51,0,1,0,12,33,118000,1,40,1,1,0,0,0,0,2,0,0,1,0,18.28,0,0
55,0,1,0,12,37,50400,0,40,1,1,0,0,0,0,2,0,0,1,0,24,0,0
40,0,1,0,14,20,16640,0,40,1,1,0,0,0,0,2,0,0,1,0,34.33,0,0
39,0,1,0,14,19,49262,1,40,1,1,0,0,0,0,2,0,0,1,0,11.88,0,0
46,0,1,0,12,28,31000,0,40,1,1,0,0,0,0,2,0,0,1,0,9.5,0,0
45,0,1,0,12,27,35000,1,40,1,1,0,0,0,0,2,0,0,1,0,7.79,0,0
23,0,1,0,12,5,0,1,35,1,0,0,0,0,0,1,0,1,1,0,8.1,0,0
31,0,1,0,12,13,0,0,25,1,0,0,0,0,0,1,0,1,1,0,11.52,0,0
31,0,1,0,12,13,0,0,40,0,0,0,0,0,0,0,0,1,1,0,15,0,0
25,0,0,0,12,7,2500,0,40,1,0,0,0,0,0,1,0,1,1,0,13,0,1
22,0,1,0,12,4,0,1,40,0,0,0,0,0,0,2,0,1,1,0,9.5,0,0
25,0,1,0,13,6,5000,0,40,1,1,0,0,0,0,2,0,0,1,0,8.19,0,0
46,0,0,0,12,28,7210,0,45,0,1,0,0,0,0,3,0,0,1,0,10,0,1
45,0,0,0,12,27,78260,1,15,0,1,0,0,0,0,3,0,0,1,0,14.65,0,1
43,0,1,0,16,21,51000,1,40,1,1,0,0,1,0,2,0,0,1,0,13.85,0,0
44,0,1,0,16,22,37000,0,40,1,1,0,0,1,0,2,0,0,1,0,22,0,0
51,0,1,0,14,31,27000,1,40,1,1,0,0,1,0,0,0,0,1,0,18.5,0,0
45,0,1,0,12,27,50001,0,40,1,1,0,0,1,0,0,0,0,1,0,10.4,0,0
56,0,1,1,12,38,50201,1,25,1,0,0,0,1,0,1,0,0,1,0,17,0,0
36,0,1,0,13,17,44201,0,40,1,0,0,0,1,0,0,0,1,1,0,15,0,0
55,0,1,0,13,36,9491,0,40,0,1,0,0,1,0,0,0,0,1,0,12.67,0,0
34,0,1,0,12,16,8700,0,40,1,0,0,0,1,0,0,0,1,1,1,11.25,0,0
31,0,0,0,12,13,30000,0,40,1,1,0,0,1,0,2,0,0,1,0,14.28,0,1
36,0,0,0,16,14,35000,1,40,1,1,0,0,1,0,2,0,0,1,0,15.38,0,1
39,0,0,0,12,21,27000,0,40,1,1,0,0,1,0,1,0,0,1,0,20,0,1
35,0,0,0,12,17,42001,1,40,1,1,0,0,1,0,1,0,0,1,0,12.98,0,1
42,0,1,0,12,24,25000,0,50,1,1,0,0,1,0,1,0,0,1,0,38,0,0
57,1,0,0,12,39,60400,1,40,1,1,0,0,1,0,0,0,0,1,0,7.25,0,0
46,0,0,0,14,26,0,0,43,1,1,0,0,1,0,0,0,0,1,0,44.72,0,1
55,0,0,0,12,37,15600,0,40,1,1,0,0,1,0,0,0,0,1,0,17.5,0,1
56,0,0,0,13,37,55171,1,40,1,1,1,0,1,0,1,0,0,1,0,5.78,0,1
36,0,0,0,13,17,1000,0,40,1,1,0,0,1,0,2,0,0,1,0,45.67,0,1
36,0,0,0,13,17,95000,1,8,1,1,0,0,1,0,2,0,0,1,0,6.88,0,1
58,0,0,1,12,40,0,1,40,1,0,0,0,1,0,0,0,0,1,0,14.77,0,1
28,0,0,0,16,6,52300,1,40,1,1,0,0,1,0,1,0,0,1,1,23.73,0,1
32,0,0,0,12,14,55340,0,40,1,1,0,0,1,0,1,0,0,1,1,21.75,0,1
45,0,1,1,13,26,100,0,50,1,0,0,0,1,0,2,0,0,1,0,12.68,0,0
30,0,1,0,13,11,0,1,40,1,0,0,0,1,0,2,0,1,1,0,16.24,0,0
44,0,1,0,18,20,0,0,40,1,1,0,0,1,0,2,0,0,1,0,19.23,0,0
44,0,0,0,13,25,2500,1,50,1,1,0,0,1,0,5,0,0,1,0,38.46,0,1
35,0,0,0,14,15,100686,1,40,1,1,0,0,1,0,1,0,0,1,0,24.02,0,1
51,0,0,0,14,31,56000,1,30,1,1,0,0,1,0,0,0,0,1,0,33.33,0,1
21,0,0,0,12,3,0,0,20,0,0,0,0,1,0,0,0,1,1,0,12.05,0,1
51,0,0,0,12,33,5,0,55,1,1,0,0,1,0,0,0,0,1,0,10.91,0,1
25,0,0,0,14,5,0,0,40,1,0,0,0,1,0,0,0,1,1,0,12.25,0,1
23,0,0,0,12,5,0,0,40,1,0,0,0,1,0,0,0,1,1,0,13.13,0,1
56,0,0,0,14,36,18017,0,20,1,1,0,0,1,0,0,0,0,1,0,17.75,0,1
57,0,0,0,13,38,23237,1,40,1,1,0,0,1,0,0,0,0,1,1,8.65,0,1
35,0,0,0,14,15,22764,0,40,1,1,0,0,1,0,0,0,0,1,0,26,0,1
40,0,0,0,13,21,2001,0,60,1,1,0,0,1,0,2,0,0,1,0,27.23,0,1
31,0,0,0,16,9,17000,0,40,1,1,0,0,1,0,2,0,0,1,0,25,0,1
29,0,0,0,13,10,52600,1,40,1,1,0,0,1,0,2,0,0,1,0,17,0,1
53,0,0,0,16,31,0,0,40,1,0,0,0,1,0,0,0,1,1,0,49,0,1
44,0,0,1,16,22,350,1,40,1,0,0,0,1,0,1,0,0,1,0,10.5,0,1
67,0,1,1,14,47,0,1,40,1,0,0,0,1,0,0,0,0,1,0,26.45,0,0
55,0,1,0,12,37,20000,0,40,1,1,0,0,1,0,1,0,0,1,0,10.5,0,0
50,0,1,0,12,32,20000,1,40,1,1,0,0,1,0,1,0,0,1,0,11.9,0,0
60,0,1,0,16,38,26500,0,40,1,1,0,0,1,0,0,0,0,1,0,19,0,0
63,0,0,0,18,39,26777,1,40,1,1,0,0,1,0,0,0,0,1,0,40.38,0,1
61,0,0,0,16,39,37745,1,40,1,1,0,0,1,0,0,0,0,1,0,27,0,1
54,0,0,0,13,35,70000,1,50,1,1,0,0,1,0,1,0,0,1,0,10,0,1
55,0,0,0,14,35,161480,0,40,1,1,0,0,1,0,1,0,0,1,0,30,0,1
34,0,0,0,14,14,25000,1,40,1,1,0,0,1,0,1,0,0,1,0,28,0,1
28,0,0,0,13,9,10000,0,40,1,1,0,0,1,0,1,0,0,1,0,21.75,0,1
31,0,0,0,16,9,0,0,40,0,0,0,0,1,0,0,0,1,1,0,12.08,0,1
30,0,0,0,16,8,126000,0,50,1,1,0,0,1,0,2,0,0,1,0,40.38,0,1
31,0,0,0,21,4,144500,1,45,1,1,0,0,1,0,2,0,0,1,0,48.29,0,1
45,0,0,0,16,23,48200,1,40,1,1,0,0,1,0,0,0,0,1,0,50,0,1
40,1,0,0,16,18,48200,0,40,1,1,0,0,1,0,0,0,0,1,0,50,0,0
52,0,0,0,14,32,0,0,40,1,0,0,0,1,0,0,0,1,1,1,26,0,1
25,0,0,0,16,3,0,0,20,0,0,0,0,1,0,0,0,1,1,1,38,0,1
21,0,0,0,10,5,0,0,20,0,0,0,0,1,0,0,0,1,1,0,9,0,1
44,0,0,0,16,22,0,1,40,1,0,0,0,1,0,0,0,1,1,0,20.65,0,1
25,0,0,0,16,3,0,0,45,1,0,0,0,1,0,0,0,1,1,0,34.18,0,1
25,0,0,0,16,3,0,0,40,1,0,0,0,1,0,0,0,1,1,0,33.65,0,1
26,0,0,0,16,4,0,1,40,1,0,0,0,1,0,0,0,1,1,0,31.25,0,1
26,0,1,0,12,8,0,1,40,1,0,0,0,1,0,2,0,1,1,0,15,0,0
27,0,1,0,13,8,0,1,35,0,0,0,0,1,0,1,0,1,1,0,9,0,0
52,0,1,1,11,35,0,0,36,0,0,0,0,1,0,0,0,0,1,0,24,0,0
31,0,1,0,12,13,0,1,50,1,0,0,0,1,0,1,0,1,1,0,9.6,0,0
29,0,1,0,16,7,0,1,35,0,0,0,0,1,0,2,0,1,1,0,10,0,0
57,0,0,0,16,35,0,0,50,1,0,0,0,1,0,0,0,1,1,0,57.7,0,1
36,0,0,0,16,14,225,1,40,1,1,0,0,1,0,1,0,0,1,0,26.45,0,1
48,0,0,0,16,26,30050,0,50,1,1,0,0,1,0,2,0,0,1,0,50,0,1
41,0,0,0,13,22,145983,0,50,1,1,0,0,1,0,0,0,0,1,0,21.16,0,1
40,0,0,0,16,18,69196,1,55,1,1,0,0,1,0,0,0,0,1,0,52.45,0,1
33,0,0,1,12,15,0,1,40,1,0,0,0,1,0,2,0,0,1,0,10,0,1
47,0,0,0,3,38,12600,0,36,0,1,0,0,1,0,3,0,0,1,0,16.6,0,1
40,0,0,0,8,26,13600,1,36,0,1,0,0,1,0,3,0,0,1,0,10.85,0,1
26,0,0,0,16,4,0,0,40,1,0,0,0,1,0,0,0,1,1,0,18.75,0,1
24,0,0,1,18,0,0,0,35,1,0,0,0,1,0,0,0,0,1,0,14.29,0,1
34,0,0,1,12,16,101888,0,40,1,0,0,0,1,0,0,0,0,1,0,21.75,0,1
50,0,0,0,18,26,70003,0,40,1,1,0,0,1,0,1,0,0,1,0,23.08,0,1
47,0,0,0,16,25,115000,1,40,1,1,0,0,1,0,1,0,0,1,0,28,0,1
27,0,0,0,12,9,0,0,0,0,1,0,0,1,0,1,0,0,1,0,21.75,0,1
20,0,1,0,12,2,0,1,40,1,0,0,0,1,0,0,0,1,1,0,9.5,0,0
38,0,0,0,18,14,39069,0,40,1,1,0,0,1,0,1,0,0,1,0,43.25,0,1
35,0,0,0,16,13,90153,1,40,1,1,0,0,1,0,1,0,0,1,0,22,0,1
48,0,0,0,18,24,943,1,40,0,1,0,0,1,0,1,0,0,1,0,20.65,0,1
54,0,0,0,16,32,2000,0,45,1,1,0,0,1,0,0,0,0,1,0,64.11,0,1
53,0,0,0,16,31,90000,1,40,1,1,0,0,1,0,0,0,0,1,0,19.23,0,1
54,0,0,0,16,32,58169,0,40,1,1,0,0,1,0,0,0,0,1,0,21.63,0,1
41,0,0,0,16,19,2228,0,60,1,1,0,0,1,0,3,0,0,1,0,32.05,0,1
49,0,0,0,16,27,76644,1,45,1,1,0,0,1,0,3,0,0,1,0,42.29,0,1
53,0,0,0,20,27,66600,0,45,1,1,0,0,1,0,3,0,0,1,0,42.73,0,1
21,0,0,0,13,2,90044,1,30,1,0,0,0,1,0,0,0,1,1,0,8.25,0,1
61,0,0,0,20,35,0,0,40,1,1,0,0,1,0,0,0,0,1,0,7.05,0,1
48,0,0,0,16,26,45000,0,45,1,1,0,0,1,0,3,0,0,1,0,30.78,0,1
51,0,0,0,16,29,70654,1,40,1,1,0,0,1,0,3,0,0,1,0,27.4,0,1
68,0,0,0,16,46,50711,0,40,1,1,0,0,1,0,0,0,0,1,0,52.88,0,1
39,0,1,0,16,17,70000,0,40,1,1,0,0,1,0,0,0,0,1,0,24.05,0,0
42,0,1,0,21,15,50000,1,40,1,1,0,0,1,0,0,0,0,1,0,33.65,0,0
26,0,1,0,14,6,20000,1,40,1,1,0,0,1,0,1,0,0,1,0,16.24,0,0
33,0,1,0,18,9,69423,1,50,1,1,0,0,1,0,0,0,0,1,1,26.92,0,0
30,0,0,0,16,8,0,1,40,1,0,0,0,1,0,0,0,1,1,0,24.05,0,1
43,0,0,0,13,24,30000,1,40,1,1,0,0,1,0,1,0,0,1,0,12.5,0,1
35,0,0,0,14,15,53500,0,43,1,1,0,0,1,0,1,0,0,1,0,17.88,0,1
33,0,0,0,16,11,37500,1,40,1,1,0,0,1,0,1,0,0,1,0,26.45,0,1
33,0,0,0,14,13,77000,1,45,1,1,0,0,1,0,0,0,0,1,0,13.67,0,1
37,0,0,0,12,19,102500,0,40,1,1,0,0,1,0,0,0,0,1,0,45.65,0,1
36,0,0,0,13,17,22540,0,55,1,1,0,0,1,0,1,0,0,1,0,14.55,0,1
36,0,0,0,16,14,32540,1,40,1,1,0,0,1,0,1,0,0,1,0,15,0,1
49,0,0,0,16,27,23200,0,40,1,1,0,0,1,0,2,0,0,1,0,50,0,1
25,0,0,0,14,5,81220,1,35,1,0,0,0,1,0,0,0,1,1,0,12,0,1
34,0,0,0,16,12,0,1,40,1,0,0,0,1,0,0,0,1,1,0,17.5,0,1
45,0,0,0,14,25,0,1,40,0,0,0,0,1,0,1,0,1,1,0,8.5,0,1
20,0,0,0,12,2,0,1,40,0,0,0,0,1,0,0,0,1,1,0,15,0,1
29,1,0,0,16,7,26000,0,40,1,1,0,0,1,0,2,0,0,1,0,12.5,0,0
29,1,0,0,13,10,26000,1,40,1,1,0,0,1,0,2,0,0,1,0,12.5,0,0
27,0,0,0,13,8,0,0,40,1,1,0,0,1,0,0,0,0,1,0,15,0,1
45,0,0,0,13,26,0,0,40,1,0,0,0,1,0,0,0,1,1,0,36.05,0,1
32,1,0,0,12,14,16000,0,40,1,1,0,0,1,0,0,0,0,1,0,12,0,0
31,1,0,0,12,13,25000,1,40,1,1,0,0,1,0,0,0,0,1,0,7.7,0,0
66,0,1,0,12,48,0,0,40,0,1,0,0,1,0,0,0,0,1,0,7.5,0,0
74,1,0,0,12,56,35000,0,35,1,1,0,1,1,0,1,0,0,1,0,7.95,0,0
36,1,0,0,16,14,20199,1,40,1,0,0,0,1,0,0,0,1,1,0,16.83,0,0
39,0,0,0,13,20,0,0,40,1,1,0,0,1,0,4,0,0,1,0,25,0,1
46,0,0,0,16,24,40000,1,55,1,1,0,0,1,0,2,0,0,1,0,12.24,0,1
47,0,0,0,16,25,30015,0,40,1,1,0,0,1,0,2,0,0,1,0,21.15,0,1
42,0,1,0,16,20,1615,0,50,1,1,0,0,1,0,2,0,0,1,0,55.76,0,0
54,0,0,0,13,35,39180,0,50,1,1,0,0,1,0,2,0,0,1,0,20,0,1
34,0,0,1,12,16,0,1,40,1,0,0,0,1,0,2,0,0,1,0,15.38,0,1
55,0,0,0,12,37,77224,0,60,1,1,0,0,1,0,2,0,0,1,0,18,0,1
20,0,0,0,11,3,0,1,35,0,0,0,0,1,0,0,0,1,1,1,7.25,0,1
27,0,0,1,12,9,0,1,45,0,0,0,0,1,0,2,0,0,1,0,9,0,1
55,0,0,0,16,33,65553,1,40,1,1,0,0,1,0,1,0,0,1,0,22.6,0,1
64,0,1,1,12,46,5592,0,36,1,0,0,0,1,0,1,0,0,1,0,19.4,0,0
41,0,0,0,18,17,95162,1,40,1,1,0,0,1,0,2,0,0,1,0,16.83,0,1
45,0,0,0,14,25,48162,0,50,1,1,0,0,1,0,2,0,0,1,0,21.14,0,1
19,0,0,0,9,4,143324,1,0,1,0,0,0,1,0,0,0,1,1,1,9.19,0,1
46,0,0,0,13,27,0,0,40,1,0,0,0,1,0,0,0,1,1,1,28.05,0,1
38,0,1,0,12,20,0,1,40,1,0,0,0,1,0,1,0,1,1,0,10.75,0,0
52,0,0,0,13,33,82000,0,40,1,1,0,0,1,0,0,0,0,1,0,24.02,0,1
57,0,0,0,13,38,55000,1,40,1,1,0,0,1,0,0,0,0,1,0,24.02,0,1
57,0,0,0,12,39,26140,0,65,1,1,0,0,1,0,0,0,0,1,0,11.25,0,1
47,0,0,1,13,28,0,1,40,1,0,0,0,1,0,3,0,0,1,0,13.85,0,1
70,0,1,0,16,48,26199,0,40,1,1,0,1,1,0,0,0,0,1,0,16,0,0
60,0,0,1,16,38,0,1,50,1,0,0,0,1,0,0,0,0,1,0,15.38,0,1
60,0,1,0,13,41,11664,0,40,1,1,0,0,1,0,0,0,0,1,0,17,0,0
56,0,0,1,16,34,0,1,50,1,0,0,0,1,0,0,0,0,1,0,21.5,0,1
80,0,0,0,16,58,0,1,40,1,0,0,0,1,0,0,0,1,1,0,10.4,0,1
68,0,0,0,16,46,16079,0,0,1,1,0,1,1,0,0,0,0,1,0,8,0,1
27,0,0,0,16,5,70000,1,40,0,1,0,0,1,0,0,0,0,1,0,12.5,0,1
50,0,0,0,13,31,47500,1,40,1,1,0,0,1,0,0,0,0,1,0,15.63,0,1
43,0,0,0,12,25,130000,0,40,1,1,0,0,1,0,0,0,0,1,0,16.83,0,1
32,0,0,0,16,10,0,0,53,1,0,0,0,1,0,0,0,1,1,0,15.57,0,1
46,0,0,0,13,27,25691,0,60,1,1,0,0,1,0,1,0,0,1,0,11.67,0,1
37,0,0,0,13,18,32000,0,40,1,1,0,0,1,0,0,0,0,1,0,15.88,0,1
32,0,0,0,14,12,33005,1,40,0,1,0,0,1,0,0,0,0,1,0,15.38,0,1
47,0,1,0,12,29,0,0,40,1,0,0,0,1,0,0,0,1,1,0,16.5,0,0
34,0,0,0,18,10,0,1,30,1,0,0,0,1,0,0,0,1,1,0,10,0,1
31,0,0,0,16,9,110800,0,40,1,1,0,0,1,0,2,0,0,1,0,28.83,0,1
32,0,0,0,18,8,85800,1,40,1,1,0,0,1,0,2,0,0,1,0,30.27,0,1
54,0,1,0,16,32,96234,1,36,1,1,0,0,1,0,1,0,0,1,0,62,0,0
59,0,1,0,12,41,56000,0,50,1,1,0,0,1,0,1,0,0,1,1,32,0,0
39,0,1,0,12,21,0,0,32,1,0,0,0,1,0,0,0,1,1,0,14,0,0
63,0,0,0,13,44,0,1,40,1,1,0,0,1,0,0,0,0,1,0,10,0,1
36,0,0,1,14,16,0,0,40,1,0,0,0,1,0,0,0,0,1,0,26,0,1
28,0,0,0,14,8,0,1,40,1,0,0,0,1,0,0,0,1,1,0,26,0,1
36,0,0,0,13,17,48000,1,40,1,1,0,0,1,0,0,0,0,1,0,25.92,0,1
42,0,0,0,13,23,57460,0,40,1,1,0,0,1,0,0,0,0,1,0,25.92,0,1
50,0,0,0,14,30,38324,0,40,1,1,0,0,1,0,1,0,0,1,0,25.92,0,1
21,0,0,0,12,3,57824,0,54,1,0,0,0,1,0,0,0,1,1,0,7.25,0,1
31,0,1,0,12,13,0,0,50,0,1,0,0,1,0,1,0,0,1,0,8.5,0,0
47,0,0,0,14,27,98030,1,40,1,1,0,0,0,0,2,0,0,1,0,21.15,0,1
53,0,0,0,12,35,54930,0,48,1,1,0,0,0,0,2,0,0,1,0,31,0,1
50,0,0,1,12,32,0,0,40,1,0,0,0,0,0,0,0,0,1,0,26,0,1
47,0,0,1,14,27,0,1,44,1,0,0,0,0,0,0,0,0,1,0,14.2,0,1
53,0,0,0,13,34,87764,0,50,1,1,0,0,0,0,2,0,0,1,0,32.68,0,1
45,0,0,0,18,21,78051,1,40,1,1,0,0,0,0,2,0,0,1,0,28,0,1
58,0,0,0,13,39,52050,1,50,1,1,0,0,0,0,0,0,0,1,0,6.92,0,1
61,0,0,0,16,39,20300,0,40,1,1,0,0,0,0,0,0,0,1,0,25.95,0,1
44,0,1,1,13,25,0,1,40,1,0,0,0,0,0,2,0,0,1,0,9.56,0,0
38,0,1,0,12,20,0,0,40,1,0,0,0,0,0,0,0,1,1,0,12.5,0,0
26,0,0,0,12,8,13020,0,45,0,1,0,0,0,0,2,0,0,1,0,23.6,0,1
45,0,0,0,18,21,100810,1,38,1,1,0,0,0,0,1,0,0,1,1,38.87,0,1
21,0,0,0,12,3,111800,0,20,1,0,0,0,0,0,0,0,1,1,0,8,0,1
43,0,0,0,12,25,0,1,42,1,0,0,0,0,0,0,0,1,1,0,19,0,1
48,0,0,1,13,29,0,1,40,1,0,0,0,0,0,0,0,0,1,0,13,0,1
56,0,0,1,13,37,0,1,50,1,0,0,0,0,0,0,0,0,1,0,34.74,0,1
48,0,0,0,12,30,18720,0,60,1,1,0,0,0,0,2,0,0,1,0,17.95,0,1
63,0,0,0,12,45,16007,1,40,1,1,0,0,0,0,0,0,0,1,0,19.23,0,1
49,0,0,1,16,27,0,1,40,0,0,0,0,0,0,0,0,0,1,0,7.7,0,1
74,0,0,1,12,56,0,1,39,0,0,0,1,0,0,0,0,0,1,0,10.59,0,1
46,0,1,1,12,28,0,1,40,0,0,0,0,0,0,0,0,0,1,0,11.88,0,0
51,0,0,0,16,29,0,0,40,1,0,0,0,0,0,0,0,1,1,0,26.42,0,1
51,0,0,1,18,27,0,1,50,0,0,0,0,0,0,0,0,0,1,0,57.7,0,1
34,0,0,0,12,16,0,0,40,0,0,0,0,0,0,0,0,1,1,0,15,0,1
59,0,0,1,12,41,0,1,40,0,0,0,0,0,0,0,0,0,1,0,7.5,0,1
53,0,0,0,12,35,50000,0,55,1,1,0,0,1,0,0,0,0,1,0,34.96,0,1
38,0,0,0,12,20,12150,0,50,1,1,0,0,1,0,3,0,0,1,0,38.46,0,1
36,0,0,1,13,17,0,1,35,0,0,0,0,1,0,2,0,0,1,0,3.25,0,1
32,0,0,0,12,14,72000,1,40,1,1,0,0,1,0,2,0,0,1,0,13,0,1
53,0,0,0,14,33,30025,0,40,1,1,0,0,1,0,2,0,0,1,0,15,0,1
56,0,0,1,16,34,0,1,40,1,0,0,0,1,0,0,0,0,1,0,26.2,0,1
37,0,1,0,10,21,1402,0,35,0,1,0,0,1,0,1,0,0,1,0,7.69,0,0
31,0,0,0,13,12,0,1,50,1,0,0,0,1,0,0,0,1,1,0,3.6,0,1
31,0,0,0,12,13,20,0,40,1,1,0,0,1,0,3,0,0,1,0,21.75,0,1
80,0,0,0,12,62,7475,0,38,1,1,0,1,1,0,0,0,0,1,0,10,0,1
57,0,0,0,13,38,30624,0,40,1,1,0,0,1,0,0,0,0,1,0,15.3,0,1
62,0,0,0,14,42,35590,1,40,1,1,0,0,1,0,0,0,0,1,0,13.27,0,1
59,0,0,0,16,37,30000,0,40,1,1,0,0,1,0,1,0,0,1,0,14.43,0,1
59,0,0,0,14,39,46000,1,35,1,1,0,0,1,0,1,0,0,1,0,14.58,0,1
27,0,0,0,16,5,44000,0,52,0,0,0,0,1,0,0,0,1,1,0,11,0,1
53,0,0,1,14,33,0,1,45,0,0,0,0,1,0,0,0,0,1,0,17.09,0,1
57,0,0,0,3,48,39267,0,40,0,1,0,0,1,0,2,0,0,1,0,12.5,0,1
61,0,0,0,12,43,3900,1,40,1,1,0,0,1,0,0,0,0,1,0,13.27,0,1
59,0,0,1,12,41,0,1,40,0,0,0,0,1,0,0,0,0,1,0,67.5,0,1
54,0,0,0,12,36,0,0,40,0,0,0,0,1,0,0,0,1,1,0,10,0,1
27,0,0,0,12,9,0,0,35,0,0,0,0,1,0,0,0,1,1,0,9.34,0,1
23,0,0,0,13,4,0,1,40,1,0,0,0,1,0,0,0,1,1,0,47.5,0,1
62,0,0,0,16,40,52674,0,40,1,1,0,0,1,0,0,0,0,1,0,14.43,0,1
56,0,0,0,16,34,34022,1,40,1,1,0,0,1,0,0,0,0,1,0,24.05,0,1
63,0,0,1,16,41,0,1,40,1,0,0,0,1,0,0,0,0,1,0,13.75,0,1
29,0,0,0,16,7,87200,0,40,1,1,0,0,1,0,0,0,0,1,1,28.13,0,1
28,0,0,0,16,6,30000,1,40,1,1,0,0,1,0,0,0,0,1,0,42.78,0,1
36,0,0,0,5,25,0,0,40,0,1,0,0,1,0,2,0,0,1,0,16.6,0,1
