Rank	Time	Wind	Name	Country	Birthdate	City	Date
588	9.96	+0.3	Asafa Powell	JAM	23.11.82	Zagreb	08.09.2015
588	9.96A	+0.4	Akani Simbine	RSA	21.09.93	Pretoria	08.03.2016
588	9.96	+1.6	Senoj-Jay Givans	JAM	30.12.93	Eugene	08.06.2016
588	9.96	+2.0	Aaron Brown	CAN	27.05.92	Montverde	11.06.2016
588	9.96	+0.7	Nickel Ashmeade	JAM	07.04.90	Kingston	01.07.2016
588	9.96	+0.3	Jimmy Vicaut	FRA	27.02.92	London	22.07.2016
588	9.96	+2.0	Joel Fearon	GBR	11.10.88	Bedford	30.07.2016
588	9.96	+0.2	Ben Youssef Meit&eacute;	CIV	11.11.86	Rio de Janeiro	14.08.2016
588	9.96	+0.5	Asafa Powell	JAM	23.11.82	Lausanne	25.08.2016
588	9.96	-0.1	Ben Youssef Meit&eacute;	CIV	11.11.86	Saint-Denis	27.08.2016
588	9.96	+1.7	Christian Coleman	USA	06.03.96	Lexington	25.05.2017
588	9.96	+0.2	Justin Gatlin	USA	10.02.82	Lausanne	06.07.2017
588	9.96	+1.2	Isiah Young	USA	05.01.90	Montverde	09.06.2018
588	9.96	+0.2	Mike Rodgers	USA	24.04.85	London	21.07.2018
588	9.96	+0.2	Tyquendo Tracey	JAM	10.06.93	London	21.07.2018
588	9.96	0.0	Reece Prescod	GBR	29.02.96	Berlin	07.08.2018
588	9.96	+0.4	Yohan Blake	JAM	26.12.89	Kingston	21.06.2019
588	9.96	-0.4	Zharnel Hughes	GBR	13.07.95	London	20.07.2019
588	9.96	-0.1	Christian Coleman	USA	06.03.96	Des Moines	26.07.2019
588	9.96	+1.7	Aaron Brown	CAN	27.05.92	Montr&eacute;al	26.07.2019
588	9.96	+1.6	Raymond Ekevwo	NGR	23.03.99	Rabat	27.08.2019
588	9.96	+0.3	Akani Simbine	RSA	21.09.93	Roma	17.09.2020
588	9.96	+1.9	Cravon Gillespie	USA	31.07.96	Walnut	09.05.2021
588	9.96	+1.4	Fred Kerley	USA	07.05.95	Ostrava	19.05.2021
588	9.96	-0.3	Kenneth Bednarek	USA	14.10.98	Eugene	20.06.2021
588	9.96	-0.1	Fred Kerley	USA	07.05.95	Tokyo	01.08.2021
588	9.96	+0.4	Ferdinand Omurwa	KEN	02.01.96	Andorf	14.08.2021
689	9.97	+1.5	Carl Lewis	USA	01.07.61	Modesto	14.05.1983
689	9.97	+1.6	Calvin Smith	USA	08.01.61	Z&uuml;rich	24.08.1983
689	9.97	+1.1	Calvin Smith	USA	08.01.61	Z&uuml;rich	17.08.1988
689	9.97	+0.6	Carl Lewis	USA	01.07.61	Seoul	24.09.1988
689	9.97	+1.1	Linford Christie	GBR	02.04.60	Seoul	24.09.1988
689	9.97	+1.0	Raymond Stewart	JAM	18.03.65	Waco	20.05.1989
689	9.97	+1.2	Olapade Adeniken	NGR	19.08.69	Austin	04.04.1992
689	9.97	+1.7	Olapade Adeniken	NGR	19.08.69	Austin	05.06.1992
689	9.97	-1.3	Leroy Burrell	USA	21.02.67	Barcelona	01.08.1992
689	9.97	+0.9	Linford Christie	GBR	02.04.60	Stuttgart	15.08.1993
689	9.97	+0.2	Dennis Mitchell	USA	20.02.66	Linz	04.07.1994
689	9.97	+0.9	Dennis Mitchell	USA	20.02.66	Stockholm	12.07.1994
689	9.97	+1.3	Bruny Surin	CAN	12.07.67	Montr&eacute;al	15.07.1995
689	9.97	+1.0	Donovan Bailey	CAN	16.12.67	G&ouml;teborg	06.08.1995
689	9.97A	+0.1	Linford Christie	GBR	02.04.60	Johannesburg	23.09.1995
689	9.97	+2.0	Michael Marsh	USA	04.08.67	Indianapolis	12.06.1997
689	9.97	+1.0	Donovan Bailey	CAN	16.12.67	Lausanne	02.07.1997
689	9.97	+1.5	Seun Ogunkoya	NGR	28.12.77	Formia	13.07.1997
689	9.97	+1.2	Frank Fredericks	NAM	02.10.67	Kingston	19.09.1997
689	9.97	+2.0	Frank Fredericks	NAM	02.10.67	Ath&iacute;nai	17.06.1998
689	9.97	0.0	Frank Fredericks	NAM	02.10.67	Roma	14.07.1998
689	9.97	+0.1	Frank Fredericks	NAM	02.10.67	Dakar	19.08.1998
689	9.97	+1.0	Ato Boldon	TTO	30.12.73	Stuttgart	06.06.1999
689	9.97	-0.1	Ato Boldon	TTO	30.12.73	Ath&iacute;nai	16.06.1999
689	9.97	+0.1	Bruny Surin	CAN	12.07.67	Ath&iacute;nai	16.06.1999
689	9.97	-0.6	Maurice Greene	USA	23.07.74	London	07.08.1999
689	9.97	+0.2	Dwain Chambers	GBR	05.04.78	Sevilla	22.08.1999
689	9.97	+0.7	Maurice Greene	USA	23.07.74	Roma	30.06.2000
689	9.97	+1.0	Francis Obikwelu	NGR	22.11.78	Lausanne	05.07.2000
689	9.97	-1.0	Obadele Thompson	BAR	30.03.76	Z&uuml;rich	11.08.2000
689	9.97	-0.3	Ato Boldon	TTO	30.12.73	Ath&iacute;nai	11.06.2001
689	9.97	-0.2	Maurice Greene	USA	23.07.74	Ath&iacute;nai	10.06.2002
689	9.97	+0.1	Maurice Greene	USA	23.07.74	Monaco	19.07.2002
689	9.97	+2.0	Jon Drummond	USA	09.09.68	Paris	14.09.2002
689	9.97	+1.3	Justin Gatlin	USA	10.02.82	Z&uuml;rich	15.08.2003
689	9.97	+1.3	John Capel	USA	27.10.78	Z&uuml;rich	15.08.2003
689	9.97	+0.6	Uchenna Emedolu	NGR	17.09.76	Abuja	12.10.2003
689	9.97	-0.3	Maurice Greene	USA	23.07.74	London	30.07.2004
689	9.97	+0.2	Francis Obikwelu	POR	22.11.78	Ath&iacute;nai	22.08.2004
689	9.97	+0.2	Maurice Greene	USA	23.07.74	Ath&iacute;nai	22.08.2004
689	9.97	+1.5	Justin Gatlin	USA	10.02.82	Yokohama	23.09.2004
689	9.97	+0.2	Tyson Gay	USA	09.08.82	Stockholm	25.07.2006
689	9.97	+1.0	Leonard Scott	USA	19.01.80	Z&uuml;rich	18.08.2006
689	9.97	+0.5	Asafa Powell	JAM	23.11.82	Beograd	29.05.2007
689	9.97	-1.1	Tyson Gay	USA	09.08.82	Indianapolis	22.06.2007
689	9.97	+1.9	Richard Thompson	TTO	07.06.85	Fayetteville	31.05.2008
689	9.97	-0.1	Asafa Powell	JAM	23.11.82	Kingston	28.06.2008
689	9.97	-0.5	Marc Burns	TTO	07.01.83	London	25.07.2008
689	9.97	-0.1	Marc Burns	TTO	07.01.83	Beijing	16.08.2008
689	9.97	0.0	Michael Frater	JAM	06.10.82	Beijing	16.08.2008
689	9.97	-0.1	Churandy Martina	AHO	03.07.84	Hengelo	01.06.2009
689	9.97	-0.2	Asafa Powell	JAM	23.11.82	Kingston	27.06.2009
689	9.97	+0.4	Daniel Bailey	ANT	09.09.86	Roma	10.07.2009
689	9.97	+0.6	Mike Rodgers	USA	24.04.85	Zagreb	31.08.2009
689	9.97	0.0	Usain Bolt	JAM	21.08.86	Stockholm	06.08.2010
689	9.97	+0.9	Christophe Lemaitre	FRA	11.06.90	Rieti	29.08.2010
689	9.97	+2.0	Ngonidzashe Makusha	ZIM	11.03.87	Durham	23.04.2011
689	9.97	-0.2	Steve Mullings	JAM	29.11.82	Ostrava	31.05.2011
689	9.97	+1.3	Justin Gatlin	USA	10.02.82	Eugene	04.06.2011
689	9.97	+1.3	Rakieem Salaam	USA	05.04.90	Des Moines	10.06.2011
689	9.97	+0.5	Daniel Bailey	ANT	09.09.86	Strasbourg	12.06.2011
689	9.97	+0.6	Yohan Blake	JAM	26.12.89	Kingston	24.06.2011
689	9.97	+0.5	Nickel Ashmeade	JAM	07.04.90	Orlando	26.05.2012
689	9.97	+0.7	Justin Gatlin	USA	10.02.82	London	04.08.2012
689	9.97	+1.4	Ryan Bailey	USA	13.04.89	Z&uuml;rich	30.08.2012
689	9.97	+0.3	Kemar Bailey-Cole	JAM	10.01.92	Bruxelles	07.09.2012
689	9.97	+1.2	Justin Gatlin	USA	10.02.82	Ad-Dawhah	10.05.2013
689	9.97	+1.9	Dentarius Locke	USA	12.12.89	Eugene	05.06.2013
689	9.97	-0.5	Nesta Carter	JAM	11.10.85	Kingston	21.06.2013
689	9.97	+2.0	Kim Collins	SKN	05.04.76	Lausanne	04.07.2013
689	9.97	-0.2	Nesta Carter	JAM	11.10.85	Moskva	11.08.2013
689	9.97	+0.4	James Dasaolu	GBR	05.09.87	Moskva	11.08.2013
689	9.97	+0.1	Mike Rodgers	USA	24.04.85	Zagreb	03.09.2013
689	9.97	+1.8	Trayvon Bromell	USA	10.07.95	Eugene	13.06.2014
689	9.97	+0.3	Nickel Ashmeade	JAM	07.04.90	Glasgow	11.07.2014
689	9.97	+0.3	Mike Rodgers	USA	24.04.85	Glasgow	11.07.2014
689	9.97	+0.6	Andre De Grasse	CAN	10.11.94	Westwood	17.05.2015
689	9.97	+1.1	Femi Ogunode	QAT	15.05.91	Wuhan	03.06.2015
689	9.97	+1.0	Marvin Bracy	USA	15.12.93	Birmingham	07.06.2015
689	9.97	+2.0	Adam Gemili	GBR	06.10.93	Birmingham	07.06.2015
689	9.97	+2.0	Mike Rodgers	USA	24.04.85	Birmingham	07.06.2015
689	9.97	0.0	Mike Rodgers	USA	24.04.85	Eugene	26.06.2015
689	9.97	+0.9	Kemar Bailey-Cole	JAM	10.01.92	Kingston	26.06.2015
689	9.97	+0.8	Henricho Bruintjies	RSA	16.07.93	La Chaux-de-Fonds	05.07.2015
689	9.97	0.0	Akani Simbine	RSA	21.09.93	Gwangju	09.07.2015
689	9.97	+1.3	Mike Rodgers	USA	24.04.85	Madrid	11.07.2015
689	9.97	-0.3	Tyson Gay	USA	09.08.82	Monaco	17.07.2015
689	9.97	-0.2	Mike Rodgers	USA	24.04.85	Beijing	22.08.2015
689	9.97	-0.4	Asafa Powell	JAM	23.11.82	Beijing	23.08.2015
689	9.97	-0.1	Mike Rodgers	USA	24.04.85	Beijing	18.05.2016
689	9.97	+2.0	Tyson Gay	USA	09.08.82	Montverde	11.06.2016
689	9.97	+1.7	Richard Thompson	TTO	07.06.85	Port of Spain	25.06.2016
689	9.97	+0.2	Ben Youssef Meit&eacute;	CIV	11.11.86	Rio de Janeiro	14.08.2016
689	9.97	+0.6	Christian Coleman	USA	06.03.96	Columbia	13.05.2017
689	9.97	+0.5	Jimmy Vicaut	FRA	27.02.92	Dijon	21.05.2017
689	9.97	+0.6	Yohan Blake	JAM	26.12.89	Kingston	10.06.2017
689	9.97	+1.5	Isiah Young	USA	05.01.90	Sacramento	22.06.2017
689	9.97	+1.5	Ramil Guliyev	TUR	29.05.90	Bursa	06.07.2017
689	9.97	+0.4	Christian Coleman	USA	06.03.96	London	05.08.2017
689	9.97	0.0	Chijindu Ujah	GBR	05.03.94	Z&uuml;rich	24.08.2017
689	9.97	0.0	Ben Youssef Meit&eacute;	CIV	11.11.86	Z&uuml;rich	24.08.2017
689	9.97	+0.5	Ronnie Baker	USA	15.10.93	Torrance	21.04.2018
689	9.97	+0.9	Jaylen Bacon	USA	05.08.96	Sacramento	25.05.2018
689	9.97	+0.9	Xie Zhenye	CHN	17.08.93	Montreuil	19.06.2018
689	9.97	+1.7	Barakat Al-Harthi	OMA	15.06.88	Amman	09.07.2018
689	9.97	+0.8	Zharnel Hughes	GBR	13.07.95	London	21.07.2018
689	9.97	+0.4	Jimmy Vicaut	FRA	27.02.92	Berlin	07.08.2018
689	9.97	+0.2	Cravon Gillespie	USA	31.07.96	Tucson	12.05.2019
689	9.97	+0.9	Reece Prescod	GBR	29.02.96	Shanghai	18.05.2019
689	9.97	+0.8	Abdul Hakim Sani Brown	JPN	06.03.99	Austin	07.06.2019
689	9.97	+0.9	Zharnel Hughes	GBR	13.07.95	Kingston	08.06.2019
689	9.97	-0.1	Zharnel Hughes	GBR	13.07.95	Palo Alto	30.06.2019
689	9.97	+0.5	Yohan Blake	JAM	26.12.89	London	20.07.2019
689	9.97	+1.6	Mike Rodgers	USA	24.04.85	Madrid	25.08.2019
689	9.97	+1.6	Arthur Gue Ciss&eacute;	CIV	29.12.96	Rabat	27.08.2019
689	9.97	0.0	Justin Gatlin	USA	10.02.82	Bellinzona	01.09.2019
689	9.97	+1.4	Andre De Grasse	CAN	10.11.94	Berlin	01.09.2019
689	9.97	+0.6	Yohan Blake	JAM	26.12.89	Ad-Dawhah	28.09.2019
689	9.97	+1.9	Andre De Grasse	CAN	10.11.94	Clermont	24.07.2020
689	9.97	+1.5	Benjamin Azamati-Kwaku	GHA	14.01.98	Austin	26.03.2021
689	9.97	+1.9	Kyree King	USA	09.07.94	Miramar	10.04.2021
689	9.97	+0.7	Noah Lyles	USA	18.07.97	Eugene	20.06.2021
689	9.97	+0.6	Fred Kerley	USA	07.05.95	Tokyo	31.07.2021
689	9.97	+0.1	Trayvon Bromell	USA	10.07.95	Bruxelles	03.09.2021
813	9.98A	+0.6	Silvio Leonard	CUB	20.09.55	Guadalajara	11.08.1977
813	9.98	+1.6	Carl Lewis	USA	01.07.61	Modesto	11.05.1985
813	9.98	+0.3	Daniel Effiong	NGR	17.06.72	Stuttgart	15.08.1993
813	9.98	+1.6	Andre Cason	USA	20.01.69	Knoxville	15.06.1994
813	9.98	+0.2	Davidson Ezinwa	NGR	22.11.71	Linz	04.07.1994
813	9.98	+1.8	Linford Christie	GBR	02.04.60	Victoria	23.08.1994
813	9.98	+0.6	Dennis Mitchell	USA	20.02.66	Atlanta	15.06.1996
813	9.98	-0.1	Jon Drummond	USA	09.09.68	Atlanta	15.06.1996
813	9.98	0.0	Donovan Bailey	CAN	16.12.67	Montr&eacute;al	21.06.1996
813	9.98	+1.4	Percival Spencer	JAM	24.02.75	Kingston	20.06.1997
813	9.98	-0.7	Frank Fredericks	NAM	02.10.67	Z&uuml;rich	13.08.1997
813	9.98	+0.1	Jon Drummond	USA	09.09.68	Berlin	01.09.1998
813	9.98	0.0	Frank Fredericks	NAM	02.10.67	Kuala Lumpur	17.09.1998
813	9.98	+1.6	Leonard Myles-Mills	GHA	05.09.73	Boise	05.06.1999
813	9.98	+0.4	Jason Gardener	GBR	18.09.75	Lausanne	02.07.1999
813	9.98	+0.4	Coby Miller	USA	19.10.76	Durham	02.06.2000
813	9.98	+2.0	Francis Obikwelu	NGR	22.11.78	Braga	21.06.2000
813	9.98	-0.8	Maurice Greene	USA	23.07.74	London	22.07.2001
813	9.98	-0.2	Ato Boldon	TTO	30.12.73	Edmonton	05.08.2001
813	9.98	+0.6	Francis Obikwelu	NGR	22.11.78	Berlin	31.08.2001
813	9.98	+1.4	Coby Miller	USA	19.10.76	Portland	18.05.2002
813	9.98	+0.2	Kim Collins	SKN	05.04.76	Manchester	27.07.2002
813	9.98	+1.6	Kim Collins	SKN	05.04.76	Z&uuml;rich	16.08.2002
813	9.98	+2.0	Kim Collins	SKN	05.04.76	Paris	14.09.2002
813	9.98	0.0	Deji Aliu	NGR	22.11.75	Abuja	19.07.2003
813	9.98	-0.2	Maurice Greene	USA	23.07.74	London	30.07.2004
813	9.98	-1.6	Asafa Powell	JAM	23.11.82	Monaco	18.09.2004
813	9.98	+1.9	Asafa Powell	JAM	23.11.82	Ath&iacute;nai	14.06.2005
813	9.98	-0.9	Asafa Powell	JAM	23.11.82	Oslo	02.06.2006
813	9.98	+2.0	Derrick Atkins	BAH	05.01.84	Berkeley	28.04.2007
813	9.98	+1.9	Tyson Gay	USA	09.08.82	Indianapolis	21.06.2007
813	9.98	+1.0	Nesta Carter	JAM	11.10.85	Stockholm	22.07.2008
813	9.98	0.0	Darvis Patton	USA	04.12.77	Monaco	29.07.2008
813	9.98	+0.2	Nesta Carter	JAM	11.10.85	Lausanne	02.09.2008
813	9.98	+1.4	Michael Frater	JAM	06.10.82	Rieti	07.09.2008
813	9.98	+0.4	Asafa Powell	JAM	23.11.82	Roma	10.07.2009
813	9.98	+0.1	Tyson Gay	USA	09.08.82	Berlin	15.08.2009
813	9.98	+0.2	Darvis Patton	USA	04.12.77	Berlin	16.08.2009
813	9.98	-0.2	Richard Thompson	TTO	07.06.85	Berlin	16.08.2009
813	9.98	0.0	Mike Rodgers	USA	24.04.85	Z&uuml;rich	28.08.2009
813	9.98	0.0	Walter Dix	USA	31.01.86	Tallahassee	08.05.2010
813	9.98	+1.3	Christophe Lemaitre	FRA	11.06.90	Valence	09.07.2010
813	9.98	+1.1	Christophe Lemaitre	FRA	11.06.90	Rieti	29.08.2010
813	9.98	+0.9	Michael Frater	JAM	06.10.82	Rieti	29.08.2010
813	9.98	+0.5	Yohan Blake	JAM	26.12.89	Strasbourg	12.06.2011
813	9.98	+0.6	Michael Frater	JAM	06.10.82	Kingston	24.06.2011
813	9.98	+0.6	Nesta Carter	JAM	11.10.85	Kingston	24.06.2011
813	9.98	+1.0	Rakieem Salaam	USA	05.04.90	Auburn	21.04.2012
813	9.98	+1.5	Richard Thompson	TTO	07.06.85	London	05.08.2012
813	9.98	+1.9	Gabriel Mvumvure	ZIM	23.02.88	Montverde	08.06.2013
813	9.98	+1.1	Charles Silmon	USA	04.07.91	Des Moines	21.06.2013
813	9.98	-1.2	Kemar Bailey-Cole	JAM	10.01.92	Kingston	21.06.2013
813	9.98	+1.1	Mike Rodgers	USA	24.04.85	Des Moines	21.06.2013
813	9.98	+0.2	Mike Rodgers	USA	24.04.85	London	26.07.2013
813	9.98	-0.1	Mike Rodgers	USA	24.04.85	Moskva	10.08.2013
813	9.98	-0.3	Kemar Bailey-Cole	JAM	10.01.92	Moskva	11.08.2013
813	9.98	-0.3	Nickel Ashmeade	JAM	07.04.90	Moskva	11.08.2013
813	9.98	-0.3	Jimmy Vicaut	FRA	27.02.92	Z&uuml;rich	29.08.2013
813	9.98	+0.6	Kemar Bailey-Cole	JAM	10.01.92	Bruxelles	06.09.2013
813	9.98A	+1.4	Simon Magakwe	RSA	14.05.86	Pretoria	12.04.2014
813	9.98	+0.1	Mike Rodgers	USA	24.04.85	Lausanne	03.07.2014
813	9.98	+0.3	Nesta Carter	JAM	11.10.85	Glasgow	11.07.2014
813	9.98	-0.6	Usain Bolt	JAM	21.08.86	Warszawa	23.08.2014
813	9.98	+1.8	Nesta Carter	JAM	11.10.85	Kingston	09.05.2015
813	9.98	+0.9	Jimmy Vicaut	FRA	27.02.92	Roma	04.06.2015
813	9.98	+0.9	Mike Rodgers	USA	24.04.85	Roma	04.06.2015
813	9.98	+1.7	Andre De Grasse	CAN	10.11.94	Eugene	10.06.2015
813	9.98	+1.8	Kim Collins	SKN	05.04.76	Basseterre	13.06.2015
813	9.98	+1.0	Asafa Powell	JAM	23.11.82	Kingston	25.06.2015
813	9.98	+0.9	Nesta Carter	JAM	11.10.85	Kingston	26.06.2015
813	9.98	-0.8	Jimmy Vicaut	FRA	27.02.92	London	24.07.2015
813	9.98	-0.4	Justin Gatlin	USA	10.02.82	Bruxelles	11.09.2015
813	9.98	-0.4	Femi Ogunode	QAT	15.05.91	Bruxelles	11.09.2015
813	9.98A	+1.5	Wayde van Niekerk	RSA	15.07.92	Bloemfontein	12.03.2016
813	9.98	-0.4	Usain Bolt	JAM	21.08.86	Ostrava	20.05.2016
813	9.98	+1.0	Asafa Powell	JAM	23.11.82	Kingston	11.06.2016
813	9.98	+1.6	Marvin Bracy	USA	15.12.93	Eugene	03.07.2016
813	9.98	+0.2	Akani Simbine	RSA	21.09.93	Rio de Janeiro	14.08.2016
813	9.98A	+1.1	Akani Simbine	RSA	21.09.93	Pretoria	18.03.2017
813	9.98	+2.0	Odean Skeen	JAM	28.08.94	Auburn	22.04.2017
813	9.98	+0.4	Ronnie Baker	USA	15.10.93	Kingston	20.05.2017
813	9.98	-0.2	Christian Coleman	USA	06.03.96	Lexington	26.05.2017
813	9.98	-0.7	Christian Coleman	USA	06.03.96	Sacramento	23.06.2017
813	9.98	+0.9	Justin Gatlin	USA	10.02.82	Sz&eacute;kesfeh&eacute;rv&aacute;r	04.07.2017
813	9.98	+0.2	Ben Youssef Meit&eacute;	CIV	11.11.86	Lausanne	06.07.2017
813	9.98	-0.3	Chijindu Ujah	GBR	05.03.94	Rabat	16.07.2017
813	9.98	+0.7	Isiah Young	USA	05.01.90	Monaco	21.07.2017
813	9.98	+0.4	Usain Bolt	JAM	21.08.86	London	05.08.2017
813	9.98	+1.8	Yoshihide Kiryu	JPN	15.12.95	Fukui	09.09.2017
813	9.98	+1.9	Andre Ewers	JAM	07.06.95	Tampa	25.05.2018
813	9.98	-0.5	Akani Simbine	RSA	21.09.93	Madrid	22.06.2018
813	9.98	+0.2	Xie Zhenye	CHN	17.08.93	La Chaux-de-Fonds	01.07.2018
813	9.98	-0.4	Christian Coleman	USA	06.03.96	Rabat	13.07.2018
813	9.98	-0.4	Ronnie Baker	USA	15.10.93	Rabat	13.07.2018
813	9.98	+0.1	Mike Rodgers	USA	24.04.85	London	21.07.2018
813	9.98	+0.1	Tyquendo Tracey	JAM	10.06.93	London	21.07.2018
813	9.98	-0.5	Noah Lyles	USA	18.07.97	Birmingham	18.08.2018
813	9.98	+1.0	Roberto Skyers	CUB	12.11.91	Camag&uuml;ey	22.02.2019
813	9.98	+0.3	Yohan Blake	JAM	26.12.89	Clermont	05.05.2019
813	9.98	+1.3	Mario Burke	BAR	18.03.97	Austin	05.06.2019
813	9.98	+0.5	Yuki Koike	JPN	13.05.95	London	20.07.2019
813	9.98	+1.1	Andre De Grasse	CAN	10.11.94	Montr&eacute;al	26.07.2019
813	9.98	-0.4	Noah Lyles	USA	18.07.97	Z&uuml;rich	29.08.2019
813	9.98	+0.1	Christian Coleman	USA	06.03.96	Ad-Dawhah	27.09.2019
813	9.98	+1.9	Justin Gatlin	USA	10.02.82	Miramar	10.04.2021
813	9.98	+1.4	Justin Gatlin	USA	10.02.82	Gainesville	17.04.2021
813	9.98	-0.9	Su Bingtian	CHN	29.08.89	Zhaoqing	24.04.2021
813	9.98	+0.8	Su Bingtian	CHN	29.08.89	Shaoxing	11.06.2021
813	9.98	+1.2	Yohan Blake	JAM	26.12.89	Kingston	25.06.2021
813	9.98	+0.3	Akani Simbine	RSA	21.09.93	Monaco	09.07.2021
813	9.98	+0.4	Trayvon Bromell	USA	10.07.95	Gateshead	13.07.2021
813	9.98	+0.3	Enoch Adegoke	NGR	08.03.00	Tokyo	31.07.2021
813	9.98	-0.2	Zharnel Hughes	GBR	13.07.95	Tokyo	01.08.2021
813	9.98	-0.1	Andre De Grasse	CAN	10.11.94	Tokyo	01.08.2021
813	9.98	+0.1	Su Bingtian	CHN	29.08.89	Tokyo	01.08.2021
813	9.98	-1.0	Marvin Bracy	USA	15.12.93	Memphis	15.08.2021
813	9.98	+0.1	Michael Norman	USA	03.12.97	Bruxelles	03.09.2021
930	9.99	+1.3	Carl Lewis	USA	01.07.61	Houston	06.05.1984
930	9.99	+0.2	Carl Lewis	USA	01.07.61	Los Angeles	04.08.1984
930	9.99	+0.9	Carl Lewis	USA	01.07.61	Z&uuml;rich	22.08.1984
930	9.99	+1.4	Carl Lewis	USA	01.07.61	Seoul	23.09.1988
930	9.99	+1.1	Calvin Smith	USA	08.01.61	Seoul	24.09.1988
930	9.99	+1.1	Dennis Mitchell	USA	20.02.66	Tokyo	25.08.1991
930	9.99	+1.1	Linford Christie	GBR	02.04.60	Tokyo	25.08.1991
930	9.99	+1.5	Andre Cason	USA	20.01.69	Koblenz	11.09.1991
930	9.99	+1.0	Daniel Effiong	NGR	17.06.72	Odessa	21.05.1993
930	9.99	+0.3	Dennis Mitchell	USA	20.02.66	Stuttgart	15.08.1993
930	9.99	+1.2	Davidson Ezinwa	NGR	22.11.71	Lausanne	06.07.1994
930	9.99	+1.2	Dennis Mitchell	USA	20.02.66	Lausanne	06.07.1994
930	9.99	+1.9	Jon Drummond	USA	09.09.68	Oslo	22.07.1994
930	9.99	+0.5	Jon Drummond	USA	09.09.68	Durham	13.08.1994
930	9.99	+1.5	Jon Drummond	USA	09.09.68	Rieti	28.08.1994
930	9.99	+0.9	Donovan Bailey	CAN	16.12.67	Baton Rouge	22.04.1995
930	9.99	+1.0	Frank Fredericks	NAM	02.10.67	Villeneuve d'Ascq	25.05.1996
930	9.99	-0.3	Jon Drummond	USA	09.09.68	Atlanta	14.06.1996
930	9.99	+0.7	Dennis Mitchell	USA	20.02.66	Atlanta	27.07.1996
930	9.99	0.0	Donovan Bailey	CAN	16.12.67	Burnaby	18.05.1997
930	9.99	+1.2	Tim Montgomery	USA	28.01.75	Ath&iacute;nai	02.08.1997
930	9.99	+0.5	Frank Fredericks	NAM	02.10.67	Ath&iacute;nai	02.08.1997
930	9.99	-0.7	Maurice Greene	USA	23.07.74	Z&uuml;rich	13.08.1997
930	9.99	+0.4	Tim Montgomery	USA	28.01.75	Monaco	16.08.1997
930	9.99	-0.7	Donovan Bailey	CAN	16.12.67	K&ouml;ln	24.08.1997
930	9.99	+0.3	Frank Fredericks	NAM	02.10.67	Berlin	26.08.1997
930	9.99	-0.5	Maurice Greene	USA	23.07.74	Sydney	28.02.1998
930	9.99	0.0	Ato Boldon	TTO	30.12.73	Roma	14.07.1998
930	9.99	+0.1	Ato Boldon	TTO	30.12.73	Berlin	01.09.1998
930	9.99	+1.1	Dwain Chambers	GBR	05.04.78	N&uuml;rnberg	13.06.1999
930	9.99	-0.7	Maurice Greene	USA	23.07.74	Z&uuml;rich	11.08.1999
930	9.99A	0.0	Leonard Myles-Mills	GHA	05.09.73	Johannesburg	15.09.1999
930	9.99	+0.4	Bernard Williams	USA	19.01.78	Durham	02.06.2000
930	9.99	-0.3	Ato Boldon	TTO	30.12.73	Sydney	23.09.2000
930	9.99	+1.1	Ato Boldon	TTO	30.12.73	Lausanne	04.07.2001
930	9.99	+2.0	Bernard Williams	USA	19.01.78	Oslo	13.07.2001
930	9.99	-0.2	Dwain Chambers	GBR	05.04.78	Edmonton	05.08.2001
930	9.99A	+0.6	Shawn Crawford	USA	14.01.78	Pretoria	12.04.2002
930	9.99	+0.5	Brian Lewis	USA	05.12.74	Cayenne	04.05.2002
930	9.99	+0.7	Maurice Greene	USA	23.07.74	Palo Alto	21.06.2002
930	9.99	+0.4	Maurice Greene	USA	23.07.74	Saint-Denis	05.07.2002
930	9.99	+0.1	Bernard Williams	USA	19.01.78	Monaco	19.07.2002
930	9.99	+1.5	Mickey Grimes	USA	10.10.76	Z&uuml;rich	15.08.2003
930	9.99	+1.3	Kim Collins	SKN	05.04.76	Z&uuml;rich	15.08.2003
930	9.99	+1.8	Asafa Powell	JAM	23.11.82	Spanish Town	12.06.2004
930	9.99	0.0	Coby Miller	USA	19.10.76	Sacramento	11.07.2004
930	9.99	-0.2	Asafa Powell	JAM	23.11.82	Ath&iacute;nai	21.08.2004
930	9.99	+0.2	Shawn Crawford	USA	14.01.78	Bruxelles	03.09.2004
930	9.99	+1.6	Abdul Aziz Zakari	GHA	02.09.76	Ath&iacute;nai	14.06.2005
930	9.99	+1.0	Shawn Crawford	USA	14.01.78	Carson	25.06.2005
930	9.99	+1.0	Darrel Brown	TTO	11.10.84	Port of Spain	25.06.2005
930	9.99	+1.8	Ronald Pognon	FRA	16.11.82	Lausanne	05.07.2005
930	9.99	-1.0	Justin Gatlin	USA	10.02.82	Helsinki	07.08.2005
930	9.99	0.0	Justin Gatlin	USA	10.02.82	Bruxelles	26.08.2005
930	9.99	+0.5	Abdul Aziz Zakari	GHA	02.09.76	Rieti	28.08.2005
930	9.99	+1.3	Francis Obikwelu	POR	22.11.78	G&ouml;teborg	08.08.2006
930	9.99	+1.0	Marcus Brunson	USA	24.04.78	Z&uuml;rich	18.08.2006
930	9.99	+0.3	Asafa Powell	JAM	23.11.82	Bruxelles	25.08.2006
930	9.99	+0.9	Samuel Francis	QAT	27.03.87	Amman	26.07.2007
