id,time,cohort,knowledge,theories,biasworry,strategy,strat_know,strat_efficacy,strat_mot,centrality,respect,rank,gender_d,race_white,race_black,education_ba,yearsworked,frequency_black,frequency_hispanic,frequency_asian,frequency_gay,frequency_trans,facilduo_gender,facilduo_race,facilduo_le,facilduo_relatedle,facilduo_relatedle_nole,attendance,substitution,perspective,mindful
s6185,1,2,1,5.5,1,0,NA,NA,NA,4.333333333333333,5.5,1,1,1,0,1,24,5,5,4,5,3,ff,bw,0,1,1,56,0,0,0
s6185,2,2,2,5.5,1,5,4,5,3,4.333333333333333,5.5,1,1,1,0,1,24,5,5,4,5,3,ff,bw,0,1,1,56,5,5,5
s6186,1,2,2.6666666666666665,3,4,0,NA,NA,NA,5,6,0,1,1,0,0,29,3,3,3,3,3,mf,bw,0,1,1,50,0,0,0
s6186,2,2,4,4,4,3,3,3,3,5,6,0,1,1,0,0,29,3,3,3,3,3,mf,bw,0,1,1,50,3,3,3
s6212,1,2,1,5.5,1,4.2,NA,NA,NA,4.666666666666667,4,0,NA,NA,NA,1,3,4,4,0,3,2,mf,bw,0,1,1,49,0,6,6
s6212,2,2,1,7,1,4.8,5,5,5,4.666666666666667,4,0,NA,NA,NA,1,3,4,4,0,3,2,mf,bw,0,1,1,49,0,6,6
s6220,1,2,5,5,2.8,0,NA,NA,NA,3.3333333333333335,3,0,0,0,0,1,10,4,3,0,2,2,mf,bw,0,0,0,55,0,0,0
s6220,2,2,2.6666666666666665,6,3.6,1,2,3,3,3.3333333333333335,3,0,0,0,0,1,10,4,3,0,2,2,mf,bw,0,0,0,55,1,1,1
s6318,1,2,2.3333333333333335,6.5,6,4.2,NA,NA,NA,1,5,0,1,0,0,1,19,5,4,3,2,1,mf,ww,0,0,0,9,0,6,6
s6318,2,2,3,4,1,6,5,4,4,1,5,0,1,0,0,1,19,5,4,3,2,1,mf,ww,0,0,0,9,6,6,6
s6337,1,2,1,7,1,3.4,NA,NA,NA,5,7,0,1,0,0,1,30,5,5,4,4,3,mf,bw,0,0,0,52,0,4,6
s6337,2,2,1,7,1,4.2,5,5,5,5,7,0,1,0,0,1,30,5,5,4,4,3,mf,bw,0,0,0,52,3,3,5
s6341,1,2,4.333333333333333,4.5,1.2,1,NA,NA,NA,4,4.5,0,0,0,0,0,3,4,5,2,3,2,NA,NA,NA,NA,NA,NA,0,1,2
s6341,2,2,4.333333333333333,5.5,2,1.6,5,4,3,4,4.5,0,0,0,0,0,3,4,5,2,3,2,NA,NA,NA,NA,NA,NA,0,2,2
s6419,1,2,5,4,2.8,2.8,NA,NA,NA,4,5,0,0,0,1,1,2,5,3,1,3,2,mm,bw,0,1,1,43,1,4,3
s6419,2,2,2.6666666666666665,4.5,2,3.6,4,4,5,4,5,0,0,0,1,1,2,5,3,1,3,2,mm,bw,0,1,1,43,3,4,4
s6441,1,2,4.333333333333333,4.5,3.6,2.8,NA,NA,NA,5.666666666666667,4.25,0,1,1,0,1,2,4,3,2,1,1,mf,bw,0,0,0,38,1,6,6
s6441,2,2,3.6666666666666665,4,5.4,2,3,3,3,5.666666666666667,4.25,0,1,1,0,1,2,4,3,2,1,1,mf,bw,0,0,0,38,2,2,2
s6444,1,2,3.3333333333333335,3.5,2.8,1.2,NA,NA,NA,6,6.25,0,0,0,0,0,20,5,5,3,2,1,mf,bw,0,0,0,38,0,0,6
s6444,2,2,4.333333333333333,3,4.8,4.8,4,3,3,6,6.25,0,0,0,0,0,20,5,5,3,2,1,mf,bw,0,0,0,38,4,6,6
s6454,1,2,1,6,1,1.2,NA,NA,NA,5,5.25,0,1,1,0,0,8,5,5,2,3,3,mf,bw,0,0,0,55,0,2,3
s6454,2,2,1,6,1,0,2,1,1,5,5.25,0,1,1,0,0,8,5,5,2,3,3,mf,bw,0,0,0,55,0,0,0
s6461,1,2,1,7,1,1.4,NA,NA,NA,5.666666666666667,7,0,NA,NA,NA,1,2,5,5,2,3,1,mf,bw,1,1,0,17,0,3,0
s6461,2,2,1.3333333333333333,7,1,4.2,5,3,4,5.666666666666667,7,0,NA,NA,NA,1,2,5,5,2,3,1,mf,bw,1,1,0,17,0,6,5
s6462,1,2,1,7,1,3.2,NA,NA,NA,2,3.25,0,1,1,0,1,24,4,4,3,3,2,ff,bw,0,1,1,56,0,6,6
s6462,2,2,2,6.5,1,6,5,4,5,2,3.25,0,1,1,0,1,24,4,4,3,3,2,ff,bw,0,1,1,56,6,6,6
s6477,1,2,2.6666666666666665,5.5,2,5,NA,NA,NA,3,3,0,1,0,1,0,3,5,1,1,2,2,mf,ww,0,0,0,47,3,5,6
s6477,2,2,1,7,1,3.2,5,5,5,3,3,0,1,0,1,0,3,5,1,1,2,2,mf,ww,0,0,0,47,3,3,3
s6481,1,2,4,4,4,0,NA,NA,NA,4,4,1,NA,NA,NA,NA,28,3,3,3,3,3,mf,bw,0,0,0,38,0,0,0
s6481,2,2,4,4,4,1,2,2,2,4,4,1,NA,NA,NA,NA,28,3,3,3,3,3,mf,bw,0,0,0,38,1,1,1
s6493,1,2,1,7,1,2.2,NA,NA,NA,3,4,0,1,0,0,1,20,4,4,4,3,2,mf,ww,0,0,0,47,0,2,5
s6493,2,2,4,5,1,3.6,4,4,4,3,4,0,1,0,0,1,20,4,4,4,3,2,mf,ww,0,0,0,47,6,3,3
s6498,1,2,1,6,1,3,NA,NA,NA,6,5,0,0,1,0,1,3,4,4,4,3,3,mf,bw,0,1,1,34,3,3,3
s6498,2,2,3.6666666666666665,3,1,3.4,4,4,4,6,5,0,0,1,0,1,3,4,4,4,3,3,mf,bw,0,1,1,34,4,3,4
s6505,1,2,2.3333333333333335,4,2,2.4,NA,NA,NA,4,4,0,1,0,0,0,16,4,4,2,2,2,NA,NA,NA,NA,NA,NA,0,0,6
s6505,2,2,3.6666666666666665,5,3,5.4,4,4,5,4,4,0,1,0,0,0,16,4,4,2,2,2,NA,NA,NA,NA,NA,NA,6,6,6
s6509,1,2,3.6666666666666665,6,4,3,NA,NA,NA,3,2.25,1,1,1,0,1,16,4,4,3,2,1,mf,bw,0,1,1,56,2,6,4
s6509,2,2,4.666666666666667,4,5,2,4,3,3,3,2.25,1,1,1,0,1,16,4,4,3,2,1,mf,bw,0,1,1,56,2,2,2
s6511,1,2,3.6666666666666665,4,4,2.8,NA,NA,NA,5.333333333333333,5.75,1,NA,NA,NA,0,24,5,5,2,3,2,mf,bw,0,1,1,34,2,2,4
s6511,2,2,2.6666666666666665,6,1,3,4,4,3,5.333333333333333,5.75,1,NA,NA,NA,0,24,5,5,2,3,2,mf,bw,0,1,1,34,3,3,3
s6518,1,2,1.6666666666666667,4,1,1.4,NA,NA,NA,4,7,0,0,0,0,0,3,4,4,3,4,3,mf,ww,0,0,0,47,0,3,1
s6518,2,2,3.3333333333333335,4,1,1.8,4,4,3,4,7,0,0,0,0,0,3,4,4,3,4,3,mf,ww,0,0,0,47,1,3,2
s6527,1,2,4.333333333333333,4,4,0.6,NA,NA,NA,2.3333333333333335,5,0,0,1,0,1,23,5,5,5,5,3,mf,bw,0,0,0,14,0,2,1
s6527,2,2,5.666666666666667,4,5,3.6,4,4,4,2.3333333333333335,5,0,0,1,0,1,23,5,5,5,5,3,mf,bw,0,0,0,14,3,3,6
s6540,1,2,4,6,3,2.2,NA,NA,NA,7,6,0,1,1,0,1,8,4,4,3,3,1,mf,bw,0,1,1,52,0,5,0
s6540,2,2,4.666666666666667,7,4,5,5,5,4,7,6,0,1,1,0,1,8,4,4,3,3,1,mf,bw,0,1,1,52,5,5,5
s6588,1,2,2.6666666666666665,7,1,3.8,NA,NA,NA,1,6,0,0,0,1,1,24,5,4,3,4,3,mm,bw,0,1,1,53,6,6,3
s6588,2,2,5,6,1,3.6,5,4,5,1,6,0,0,0,1,1,24,5,4,3,4,3,mm,bw,0,1,1,53,3,3,3
s6689,1,2,3,7,1,2.6,NA,NA,NA,2,7,NA,NA,0,1,NA,25,5,5,3,3,3,mf,bw,0,0,0,38,0,6,2
s6689,2,2,2,6,2,6,4,4,4,2,7,NA,NA,0,1,NA,25,5,5,3,3,3,mf,bw,0,0,0,38,6,6,6
s6724,1,2,3.6666666666666665,2,1,1.8,NA,NA,NA,3,4,0,0,0,1,1,3,5,3,0,3,2,mf,ww,0,0,0,14,0,3,6
s6724,2,2,5.333333333333333,1.5,1,3,5,4,5,3,4,0,0,0,1,1,3,5,3,0,3,2,mf,ww,0,0,0,14,3,3,3
s6736,1,2,3.3333333333333335,5,1,0.4,NA,NA,NA,6,6,1,0,0,1,1,27,4,4,4,4,1,mf,bw,0,0,0,29,0,1,0
s6736,2,2,3,4.5,1,1.4,5,4,5,6,6,1,0,0,1,1,27,4,4,4,4,1,mf,bw,0,0,0,29,1,2,1
s3996,1,2,1.6666666666666667,4,4,0,NA,NA,NA,2,4,0,1,0,1,1,28,4,4,4,4,4,ff,bw,0,0,0,55,0,0,0
s3996,2,2,2.6666666666666665,6.5,3.4,0,4,3,3,2,4,0,1,0,1,1,28,4,4,4,4,4,ff,bw,0,0,0,55,0,0,0
s4099,1,2,3,7,1,2.8,NA,NA,NA,5.333333333333333,4,0,0,0,1,1,24,5,5,2,3,1,ff,ww,1,1,0,8,0,5,5
s4099,2,2,2,7,1,6,5,5,5,5.333333333333333,4,0,0,0,1,1,24,5,5,2,3,1,ff,ww,1,1,0,8,6,6,6
s4119,1,2,5.666666666666667,1,4.6,2,NA,NA,NA,3.3333333333333335,5,0,1,0,1,1,35,4,4,2,3,3,mm,bw,0,1,1,43,6,1,2
s4119,2,2,4,3,4,0,2,3,3,3.3333333333333335,5,0,1,0,1,1,35,4,4,2,3,3,mm,bw,0,1,1,43,0,0,0
s4271,1,2,2.6666666666666665,5,1.2,1.2,NA,NA,NA,5,3.5,0,1,0,0,0,3,4,4,4,3,3,mf,bw,0,0,0,38,0,0,6
s4271,2,2,2.3333333333333335,4.5,1,6,5,5,5,5,3.5,0,1,0,0,0,3,4,4,4,3,3,mf,bw,0,0,0,38,6,6,6
s4316,1,2,2.6666666666666665,4,4.6,4.8,NA,NA,NA,4.333333333333333,2,0,1,0,1,1,15,4,4,3,2,1,mf,bw,0,1,1,13,0,6,6
s4316,2,2,7,4,3.8,0,5,5,5,4.333333333333333,2,0,1,0,1,1,15,4,4,3,2,1,mf,bw,0,1,1,13,0,0,0
s4369,1,2,4.333333333333333,5.5,1,0.2,NA,NA,NA,3.3333333333333335,3.5,0,0,0,1,1,17,4,4,4,3,2,mf,bw,0,0,0,29,0,1,0
s4369,2,2,5.666666666666667,3.5,2,1.2,5,3,5,3.3333333333333335,3.5,0,0,0,1,1,17,4,4,4,3,2,mf,bw,0,0,0,29,0,0,6
s4437,1,2,2,4,1,6,NA,NA,NA,1,4,0,NA,NA,NA,1,20,5,5,5,5,1,mf,bw,1,1,0,52,6,6,6
s4437,2,2,4,4,4,6,5,5,5,1,4,0,NA,NA,NA,1,20,5,5,5,5,1,mf,bw,1,1,0,52,6,6,6
s4727,1,2,4,4,1,5.4,NA,NA,NA,4,6.5,0,NA,NA,NA,NA,8,5,5,5,5,5,mf,bw,0,1,1,56,6,6,6
s4727,2,2,4,4,4,3.6,5,4,4,4,6.5,0,NA,NA,NA,NA,8,5,5,5,5,5,mf,bw,0,1,1,56,3,6,3
s4734,1,2,4,5,1,1.6,NA,NA,NA,3.3333333333333335,4.75,0,1,0,0,1,23,4,5,3,3,3,mf,bw,0,1,1,34,0,2,6
s4734,2,2,4,3,4,1.4,4,4,3,3.3333333333333335,4.75,0,1,0,0,1,23,4,5,3,3,3,mf,bw,0,1,1,34,1,1,2
s4874,1,2,4,7,5,2.6,NA,NA,NA,3.6666666666666665,5.25,0,0,0,1,1,18,5,5,5,5,3,mm,bw,0,1,1,43,0,5,3
s4874,2,2,4.666666666666667,7,2.6,6,5,5,5,3.6666666666666665,5.25,0,0,0,1,1,18,5,5,5,5,3,mm,bw,0,1,1,43,6,6,6
s4900,1,2,1,7,1,0,NA,NA,NA,1,1,1,NA,NA,NA,1,27,3,3,3,3,3,ff,bw,0,1,1,56,0,0,0
s4900,2,2,5,3,4,3,3,3,5,1,1,1,NA,NA,NA,1,27,3,3,3,3,3,ff,bw,0,1,1,56,3,3,3
s4986,1,2,3,5,2,3,NA,NA,NA,5,3.25,0,1,0,0,1,12,5,5,3,5,5,mf,bw,0,1,1,49,4,2,3
s4986,2,2,3,4,4,3,3,3,3,5,3.25,0,1,0,0,1,12,5,5,3,5,5,mf,bw,0,1,1,49,3,3,3
s5054,1,2,3.3333333333333335,3,3.2,1.8,NA,NA,NA,4,6.5,0,0,1,0,1,26,5,4,3,4,3,ff,bw,0,0,0,55,3,2,3
s5054,2,2,3.3333333333333335,6.5,1.4,2,5,5,3,4,6.5,0,0,1,0,1,26,5,4,3,4,3,ff,bw,0,0,0,55,2,2,2
s5382,1,2,1.6666666666666667,5.5,1,4.8,NA,NA,NA,3,4.5,1,NA,NA,NA,1,22,4,4,4,4,2,ff,bw,1,1,0,49,0,6,6
s5382,2,2,3,4,1,4.2,3,3,3,3,4.5,1,NA,NA,NA,1,22,4,4,4,4,2,ff,bw,1,1,0,49,0,6,6
s5446,1,2,4,4,4,3,NA,NA,NA,4,4,NA,NA,NA,NA,NA,30,3,3,3,3,3,mm,bw,0,1,1,53,3,3,3
s5446,2,2,4,4,3.8,2,3,3,3,4,4,NA,NA,NA,NA,NA,30,3,3,3,3,3,mm,bw,0,1,1,53,2,2,2
s5486,1,2,2.6666666666666665,3.5,2,3.2,NA,NA,NA,4.666666666666667,6,1,1,1,0,1,27,4,4,4,2,1,mm,bw,0,1,1,49,3,3,3
s5486,2,2,2.6666666666666665,5.5,3.6,3,4,4,4,4.666666666666667,6,1,1,1,0,1,27,4,4,4,2,1,mm,bw,0,1,1,49,3,3,3
s5501,1,2,2,6,2,0,NA,NA,NA,4,5.75,1,1,0,1,1,21,3,3,2,3,1,mm,bw,0,1,1,43,0,0,0
s5501,2,2,4,2,3,0,5,3,4,4,5.75,1,1,0,1,1,21,3,3,2,3,1,mm,bw,0,1,1,43,0,0,0
s5566,1,2,3,5,1,0.4,NA,NA,NA,5.666666666666667,4.5,0,1,0,0,1,26,5,5,3,3,1,mf,bw,0,0,0,14,0,2,0
s5566,2,2,3.6666666666666665,5,1,0,4,2,2,5.666666666666667,4.5,0,1,0,0,1,26,5,5,3,3,1,mf,bw,0,0,0,14,0,0,0
s5853,1,2,4,4,4,0,NA,NA,NA,4,4,0,1,0,0,1,13,5,5,5,5,2,mf,bw,0,1,1,56,0,0,0
s5853,2,2,3.6666666666666665,5,1.8,3,4,5,5,4,4,0,1,0,0,1,13,5,5,5,5,2,mf,bw,0,1,1,56,3,3,3
s5948,1,2,1,5,1,2.4,NA,NA,NA,4,6,0,1,1,0,1,23,5,5,5,3,3,mf,bw,0,0,0,52,2,3,2
s5948,2,2,2,5.5,1,2.8,4,4,4,4,6,0,1,1,0,1,23,5,5,5,3,3,mf,bw,0,0,0,52,2,3,3
s6262,1,2,1,4,1,1.6,NA,NA,NA,5.666666666666667,6.5,NA,1,NA,NA,1,20,3,3,3,3,3,ff,bw,0,1,1,50,2,0,6
s6262,2,2,3.6666666666666665,4,1,2,3,3,3,5.666666666666667,6.5,NA,1,NA,NA,1,20,3,3,3,3,3,ff,bw,0,1,1,50,0,0,6
s6415,1,2,2,7,1,3,NA,NA,NA,6,6.5,0,1,1,0,0,15,5,5,5,3,2,mf,bw,0,0,0,48,0,6,6
s6415,2,2,3.6666666666666665,6,1,3.6,3,3,4,6,6.5,0,1,1,0,0,15,5,5,5,3,2,mf,bw,0,0,0,48,6,6,3
s6480,1,2,4,4,4,3.2,NA,NA,NA,6.333333333333333,5.5,0,1,1,0,0,3,5,1,1,1,1,mf,ww,0,0,0,47,2,6,3
s6480,2,2,5,3,5,3.6,5,5,5,6.333333333333333,5.5,0,1,1,0,0,3,5,1,1,1,1,mf,ww,0,0,0,47,4,4,3
s6578,1,2,1,6,1,3.6,NA,NA,NA,3,4,0,1,1,0,1,25,4,5,3,3,3,mf,bw,0,1,1,34,0,6,6
s6578,2,2,3.6666666666666665,5,1,4,3,3,3,3,4,0,1,1,0,1,25,4,5,3,3,3,mf,bw,0,1,1,34,6,6,6
s6659,1,2,1,7,1,0.6,NA,NA,NA,4.333333333333333,3.5,0,1,NA,NA,1,20,4,4,1,3,2,NA,NA,0,0,0,30,0,0,3
s6659,2,2,1,5,1,2.2,5,4,3,4.333333333333333,3.5,0,1,NA,NA,1,20,4,4,1,3,2,NA,NA,0,0,0,30,0,3,6
s6687,1,2,3.6666666666666665,4,1,4.2,NA,NA,NA,4,4.75,0,1,0,0,1,3,4,4,4,4,4,mm,bw,0,1,1,35,6,6,2
s6687,2,2,4,4,4,2,3,3,3,4,4.75,0,1,0,0,1,3,4,4,4,4,4,mm,bw,0,1,1,35,1,3,2
s3994,1,2,1,4,4,1.8,NA,NA,NA,5,6,0,1,1,0,0,26,4,4,2,3,1,mf,bw,0,1,1,50,0,5,0
s3994,2,2,4,4,5,1.8,3,3,3,5,6,0,1,1,0,0,26,4,4,2,3,1,mf,bw,0,1,1,50,3,3,0
s4060,1,2,4,4,4,4,NA,NA,NA,4,4,1,NA,NA,NA,1,21,4,3,0,3,2,mm,bw,0,1,1,43,5,4,4
s4060,2,2,4,5,2.8,3.2,3,3,3,4,4,1,NA,NA,NA,1,21,4,3,0,3,2,mm,bw,0,1,1,43,3,3,4
s4228,1,2,4,4,4,0,NA,NA,NA,4,4,0,NA,NA,NA,NA,15,3,3,3,3,3,mf,bw,1,1,0,52,0,0,0
s4228,2,2,4,4,4,0,3,3,3,4,4,0,NA,NA,NA,NA,15,3,3,3,3,3,mf,bw,1,1,0,52,0,0,0
s4257,1,2,4,5,1,0,NA,NA,NA,2.3333333333333335,7,0,1,1,0,1,25,5,5,3,3,1,ff,bw,1,1,0,49,0,0,0
s4257,2,2,3,6,1.4,0.8,2,2,2,2.3333333333333335,7,0,1,1,0,1,25,5,5,3,3,1,ff,bw,1,1,0,49,0,1,1
s4278,1,2,6.666666666666667,6.5,6,2.4,NA,NA,NA,2,3.75,0,NA,1,0,1,3,5,5,3,4,4,mf,bw,0,0,0,54,2,4,1
s4278,2,2,1,4.5,5.4,1,4,4,4,2,3.75,0,NA,1,0,1,3,5,5,3,4,4,mf,bw,0,0,0,54,1,2,1
s4296,1,2,2.3333333333333335,7,1,3.2,NA,NA,NA,7,7,0,0,0,1,1,21,5,3,1,3,3,mf,bw,1,1,0,52,5,4,4
s4296,2,2,4,4,3.6,3,5,5,5,7,7,0,0,0,1,1,21,5,3,1,3,3,mf,bw,1,1,0,52,3,3,3
s4330,1,2,1,7,1,2.2,NA,NA,NA,1,4.5,0,1,0,0,0,30,4,4,3,3,3,mf,bw,1,1,0,52,3,2,6
s4330,2,2,1.6666666666666667,6.5,1,6,5,4,4,1,4.5,0,1,0,0,0,30,4,4,3,3,3,mf,bw,1,1,0,52,6,6,6
s4501,1,2,1.3333333333333333,7,1,6,NA,NA,NA,1,1,0,1,0,1,0,3,5,4,3,4,3,mf,ww,0,0,0,47,6,6,6
s4501,2,2,5,1,1,6,5,5,5,1,1,0,1,0,1,0,3,5,4,3,4,3,mf,ww,0,0,0,47,6,6,6
s4520,1,2,1,7,1,0,NA,NA,NA,6,1,NA,NA,NA,NA,1,18,1,1,1,1,1,ff,bw,0,1,1,26,0,0,0
s4520,2,2,1,7,1.2,0,1,1,1,6,1,NA,NA,NA,NA,1,18,1,1,1,1,1,ff,bw,0,1,1,26,0,0,0
s4610,1,2,5.333333333333333,4,5.2,3.2,NA,NA,NA,7,6.25,0,0,1,0,1,19,5,3,1,3,1,mf,bw,0,0,0,53,2,6,3
s4610,2,2,5,5.5,3.8,4,4,4,4,7,6.25,0,0,1,0,1,19,5,3,1,3,1,mf,bw,0,0,0,53,6,6,5
s4700,1,2,4.666666666666667,4,3.8,0.4,NA,NA,NA,6.666666666666667,6.75,NA,NA,NA,NA,NA,2,5,5,5,3,3,mm,bw,0,1,1,43,0,2,0
s4700,2,2,2.3333333333333335,4.5,1,6,5,4,5,6.666666666666667,6.75,NA,NA,NA,NA,NA,2,5,5,5,3,3,mm,bw,0,1,1,43,6,6,6
s4724,1,2,2.3333333333333335,6,1,0,NA,NA,NA,1,1,NA,0,0,0,1,25,3,3,3,3,1,mm,bw,0,1,1,31,0,0,0
s4724,2,2,3.6666666666666665,1,1,0,3,3,3,1,1,NA,0,0,0,1,25,3,3,3,3,1,mm,bw,0,1,1,31,0,0,0
s4748,1,2,4,3.5,1,1.8,NA,NA,NA,4.666666666666667,4,0,NA,NA,NA,1,2,5,5,3,1,1,mm,bw,0,1,1,49,2,2,1
s4748,2,2,1,5.5,1,5,4,4,4,4.666666666666667,4,0,NA,NA,NA,1,2,5,5,3,1,1,mm,bw,0,1,1,49,5,5,5
s4798,1,2,4,4,4,0,NA,NA,NA,4,4,NA,NA,NA,NA,NA,25,3,3,3,3,3,mf,bw,0,1,1,13,0,0,0
s4798,2,2,4.666666666666667,3,4,3,4,4,4,4,4,NA,NA,NA,NA,NA,25,3,3,3,3,3,mf,bw,0,1,1,13,3,3,3
s4904,1,2,1.3333333333333333,7,1.2,1.2,NA,NA,NA,2,1,NA,NA,NA,NA,NA,2,5,4,3,3,2,mf,bw,0,1,1,34,0,0,6
s4904,2,2,2,7,1,3,5,5,5,2,1,NA,NA,NA,NA,NA,2,5,4,3,3,2,mf,bw,0,1,1,34,3,3,3
s5137,1,2,4,4,4,0,NA,NA,NA,4,4,0,1,1,0,1,18,4,4,3,2,2,mm,bw,0,1,1,49,0,0,0
s5137,2,2,3.6666666666666665,2.5,2.4,5,5,5,5,4,4,0,1,1,0,1,18,4,4,3,2,2,mm,bw,0,1,1,49,5,5,5
s5149,1,2,1.3333333333333333,6.5,1,5.2,NA,NA,NA,5,4.25,NA,1,1,0,1,13,5,5,3,3,3,mf,bw,1,1,0,52,6,4,6
s5149,2,2,4.666666666666667,4,3.6,6,4,5,4,5,4.25,NA,1,1,0,1,13,5,5,3,3,3,mf,bw,1,1,0,52,6,6,6
s5227,1,2,4,4,4,0,NA,NA,NA,4,4,0,NA,NA,NA,NA,20,3,3,3,3,3,mm,bw,0,1,1,53,0,0,0
s5227,2,2,4,3,4,4.4,3,3,3,4,4,0,NA,NA,NA,NA,20,3,3,3,3,3,mm,bw,0,1,1,53,3,3,6
s5281,1,2,4,4,4,0,NA,NA,NA,3,1,0,NA,NA,NA,0,25,3,4,3,1,1,mf,bw,0,1,1,50,0,0,0
s5281,2,2,4.333333333333333,3,4.2,2.2,4,4,4,3,1,0,NA,NA,NA,0,25,3,4,3,1,1,mf,bw,0,1,1,50,3,6,2
s5283,1,2,4,4,4,2,NA,NA,NA,4,4,0,0,0,0,0,2,5,5,5,3,3,mf,bw,0,0,0,52,2,2,2
s5283,2,2,3.6666666666666665,6.5,1,6,5,5,5,4,4,0,0,0,0,0,2,5,5,5,3,3,mf,bw,0,0,0,52,6,6,6
s5413,1,2,1,5,1,0,NA,NA,NA,4,3.25,0,NA,NA,NA,NA,18,5,2,1,1,1,ff,bw,0,1,1,56,0,0,0
s5413,2,2,4.666666666666667,3.5,3,1,3,3,2,4,3.25,0,NA,NA,NA,NA,18,5,2,1,1,1,ff,bw,0,1,1,56,1,1,2
s5448,1,2,2.6666666666666665,4,1,0,NA,NA,NA,1,4.5,NA,NA,NA,NA,NA,3,5,4,2,3,3,mf,bw,0,1,1,56,0,0,0
s5448,2,2,3.3333333333333335,3.5,3.4,2.6,3,5,4,1,4.5,NA,NA,NA,NA,NA,3,5,4,2,3,3,mf,bw,0,1,1,56,2,2,5
s5454,1,2,1.3333333333333333,6,2,2.2,NA,NA,NA,5.333333333333333,5,NA,NA,0,0,1,20,4,3,3,3,1,mm,bw,0,1,1,35,0,2,3
s5454,2,2,4.666666666666667,4,3.2,2.4,3,3,3,5.333333333333333,5,NA,NA,0,0,1,20,4,3,3,3,1,mm,bw,0,1,1,35,3,2,3
s5541,1,2,4,4,4,0,NA,NA,NA,4,4,0,1,1,0,1,17,4,2,1,1,1,mf,bw,0,0,0,48,0,0,0
s5541,2,2,3.6666666666666665,5.5,1.2,4,4,4,4,4,4,0,1,1,0,1,17,4,2,1,1,1,mf,bw,0,0,0,48,4,4,4
s5632,1,2,2,7,1,2.2,NA,NA,NA,2.6666666666666665,5,0,1,NA,NA,1,24,4,4,3,3,2,mf,bw,0,1,1,56,0,6,2
s5632,2,2,1.3333333333333333,7,1,2,3,2,3,2.6666666666666665,5,0,1,NA,NA,1,24,4,4,3,3,2,mf,bw,0,1,1,56,2,2,2
s5732,1,2,3,7,1,0,NA,NA,NA,5.666666666666667,5,1,1,0,0,1,27,5,5,2,3,2,ff,bw,1,1,0,37,0,0,0
s5732,2,2,2.3333333333333335,7,1,0,4,4,4,5.666666666666667,5,1,1,0,0,1,27,5,5,2,3,2,ff,bw,1,1,0,37,0,0,0
s5836,1,2,2,6,2,2.6,NA,NA,NA,2.6666666666666665,5.75,0,1,1,0,1,2,5,5,0,4,3,mm,bw,0,1,1,53,0,4,5
s5836,2,2,3,4.5,1,2,3,3,3,2.6666666666666665,5.75,0,1,1,0,1,2,5,5,0,4,3,mm,bw,0,1,1,53,2,2,2
s5958,1,2,1,3,1,0,NA,NA,NA,6,7,NA,0,NA,NA,NA,17,4,4,4,3,3,ff,bw,0,1,1,50,0,0,0
s5958,2,2,5,3,5,6,4,4,4,6,7,NA,0,NA,NA,NA,17,4,4,4,3,3,ff,bw,0,1,1,50,6,6,6
s6044,1,2,1,4.5,1,3,NA,NA,NA,5,5.75,0,1,1,0,1,23,5,5,5,3,2,mf,bw,0,0,0,52,3,3,3
s6044,2,2,2.6666666666666665,7,1,3,5,4,4,5,5.75,0,1,1,0,1,23,5,5,5,3,2,mf,bw,0,0,0,52,3,3,3
s6189,1,2,4,3.5,1,3.6,NA,NA,NA,4.666666666666667,7,0,0,1,0,1,14,5,5,3,5,3,mm,bw,0,1,1,53,0,6,6
s6189,2,2,4.333333333333333,5,3,6,3,3,3,4.666666666666667,7,0,0,1,0,1,14,5,5,3,5,3,mm,bw,0,1,1,53,6,6,6
s6219,1,2,1,7,1,1,NA,NA,NA,1,1,0,0,0,1,1,25,4,4,3,3,2,mm,bw,0,1,1,53,0,2,3
s6219,2,2,4.333333333333333,2.5,1,6,5,5,5,1,1,0,0,0,1,1,25,4,4,3,3,2,mm,bw,0,1,1,53,6,6,6
s6237,1,2,4,3,4.4,3,NA,NA,NA,1.6666666666666667,1,0,0,1,0,1,29,4,4,4,4,2,mf,bw,0,0,0,52,3,3,3
s6237,2,2,5.333333333333333,2.5,2.2,4.2,4,4,4,1.6666666666666667,1,0,0,1,0,1,29,4,4,4,4,2,mf,bw,0,0,0,52,4,4,5
s6374,1,2,2,7,1,0,NA,NA,NA,4,4,0,1,1,0,1,29,4,4,4,4,3,mf,bw,0,0,0,55,0,0,0
s6374,2,2,4.666666666666667,2,5,2,5,5,5,4,4,0,1,1,0,1,29,4,4,4,4,3,mf,bw,0,0,0,55,2,2,2
s6438,1,2,2,4.5,1,1.2,NA,NA,NA,7,6.25,0,1,0,0,0,30,5,5,3,4,3,mm,bw,0,1,1,53,1,3,2
s6438,2,2,3.6666666666666665,5.5,2,3.4,4,4,4,7,6.25,0,1,0,0,0,30,5,5,3,4,3,mm,bw,0,1,1,53,3,3,4
s6499,1,2,4,6,1,5.8,NA,NA,NA,7,7,0,NA,NA,NA,NA,21,5,4,2,3,3,mf,bw,0,0,0,55,5,6,6
s6499,2,2,3,7,1,6,5,5,5,7,7,0,NA,NA,NA,NA,21,5,4,2,3,3,mf,bw,0,0,0,55,6,6,6
