id,cohort,knowledge.t1,theories.t1,biasworry.t1,strategy_use,knowledge.t2,theories.t2,biasworry.t2,strategy_intend,strat.t2,centrality,respect,rank,gender_d,race,race_white,race_black,education,education_ba,yearsworked,yearsworked_5y,yearsworked_10y,frequency_white,frequency_black,frequency_asian,frequency_hispanic,frequency_gay,frequency_trans,facilduo_gender,facilduo_race,facilduo_le,facilduo_relatedle,facilduo_relatedle_nole,attendance,session_year,session_month,session_day,substitution_use,perspective_use,exposure_use,individuation_use,mindful_use,substitution_intend,perspective_intend,exposure_intend,individuation_intend,mindful_intend,knowledge_bias.t1,knowledge_race.t1,knowledge_culture.t1,theories1.t1,theories2.t1,knowledge_bias.t2,knowledge_race.t2,knowledge_culture.t2,theories1.t2,theories2.t2,biasworry_white.t1,biasworry_black.t1,biasworry_asian.t1,biasworry_hispanic.t1,biasworry_lgb.t1,biasworry_trans.t1,biasworry_white.t2,biasworry_black.t2,biasworry_asian.t2,biasworry_hispanic.t2,biasworry_lgb.t2,biasworry_trans.t2,strat_know.t2,strat_efficacy.t2,strat_mot.t2,centrality1,centrality2,centrality3,respect1,respect2,respect3,respect4
s5648,2,3.3333333333333335,6.5,2,0.8,5,5.5,3.2,1.6,3.6666666666666665,2.6666666666666665,3.25,NA,1,black,0,1,Graduate degree,1,23,1,1,4,4,1,4,3,1,mf,bw,0,0,0,52,2020,11,5,1,0,1,0,2,3,0,1,2,2,3,2,5,6,7,5,5,5,5,6,2,2,2,2,2,2,3,2,2,2,5,5,3,4,4,2,3,3,5,3,3,2
s5667,2,1.3333333333333333,5.5,1,4.6,3.6666666666666665,4.5,1,6,5,3,2.75,0,1,black,0,1,Bachelors degree,1,2,0,0,2,4,0,2,2,1,mf,bw,0,0,0,38,2020,12,2,3,5,5,5,5,6,6,6,6,6,2,1,1,4,7,4,1,6,3,6,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,4,4,4,3,2,2
s5670,2,1,7,1,4.4,1,7,1,6,5,7,7,NA,NA,NA,NA,NA,NA,NA,13,1,1,4,4,4,4,4,4,mf,bw,0,1,1,52,2020,11,13,0,5,6,6,5,6,6,6,6,6,1,1,1,7,7,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,7,7,7,7,7,7,7
s5671,2,1.6666666666666667,4,1,0.2,4,4,1,6,3,3,5.75,0,NA,NA,NA,NA,NA,NA,14,1,1,4,4,1,4,2,2,mf,bw,0,1,1,56,2020,11,9,0,1,0,0,0,6,6,6,6,6,2,2,1,4,4,2,6,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,4,4,5,7,7,4
s5676,2,4,4,4,0,5,2.5,2.8,6,4.333333333333333,4,4,0,1,hispanic,0,0,High school graduate,0,24,1,1,3,3,3,3,1,1,mf,bw,0,1,1,12,2021,1,7,0,0,0,0,0,6,6,6,6,6,4,4,4,4,4,1,7,7,2,3,4,4,4,4,4,4,1,1,1,1,5,6,4,4,5,4,4,4,4,4,4,4
s5690,2,4,4,4,3,5,3,3,3.2,4,4,4.25,0,0,black,0,1,Bachelors degree,1,14,1,1,3,4,1,3,3,3,mm,bw,0,1,1,43,2020,10,23,3,3,3,3,3,2,5,3,3,3,4,4,4,4,4,5,5,5,3,3,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5
s5701,2,1,7,1,0,4,4,4,6,1,4,4,0,1,white,1,0,Bachelors degree,1,13,1,1,2,5,0,3,3,0,mf,bw,0,1,1,50,2020,11,6,0,0,0,0,0,6,6,6,6,6,1,1,1,7,7,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,7,4,4,4,4,4
s5712,2,4,4,4,2,4,4,4,0,2,4,7,0,1,white,1,0,Bachelors degree,1,2,0,0,2,5,2,5,2,2,mf,ww,0,0,0,47,2020,11,2,0,6,2,1,1,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,7,7,7,7
s5749,2,2.3333333333333335,3.5,1,1.8,4,4,2,4,3.6666666666666665,2.6666666666666665,4.75,0,0,white,1,0,Associates degree,0,2,0,0,4,4,1,4,3,2,mf,bw,0,0,0,54,2020,10,28,0,3,2,2,2,4,4,4,4,4,4,1,2,3,4,4,4,4,4,4,1,1,1,1,1,1,2,2,2,2,2,2,4,3,4,2,4,2,5,4,5,5
s5752,2,1,7,1,0.2,4,4,4,0,3,2.6666666666666665,5,0,1,white,1,0,Bachelors degree,1,13,1,1,3,5,2,3,2,2,ff,bw,0,1,1,56,2020,11,23,0,1,0,0,0,0,0,0,0,0,1,1,1,7,7,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,4,3,3,3,2,3,3,5,5,5,5
s5766,2,6.333333333333333,5,1,3.4,2,6,1,3.4,5,5.333333333333333,7,0,0,NA,NA,NA,Graduate degree,1,3,0,0,4,5,3,4,3,3,mf,bw,0,1,1,34,2020,12,9,0,6,5,3,3,0,6,0,6,5,5,7,7,6,4,1,1,4,5,7,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,6,5,5,7,7,7,7
s5768,2,2,5.5,1,0.2,3,5,3,2.6,4.333333333333333,6,5,0,1,hispanic,0,0,Some college,0,2,0,0,2,5,1,2,2,2,mm,bw,0,1,1,43,2020,10,23,0,1,0,0,0,2,4,1,2,4,4,1,1,4,7,4,2,3,5,5,1,1,1,1,1,1,3,3,3,3,3,3,4,4,5,7,4,7,4,6,4,6
s5787,2,3.3333333333333335,3.5,1,3.4,4,4.5,1.6,5.8,4.666666666666667,4.333333333333333,4.75,0,1,hispanic,0,0,Bachelors degree,1,3,0,0,1,5,0,5,2,2,mf,bw,0,1,1,49,2020,10,26,1,5,5,4,2,6,6,6,5,6,5,2,3,2,5,4,3,5,2,7,1,1,1,1,1,1,2,2,1,1,1,3,5,5,4,3,4,6,4,5,5,5
s5794,2,4.666666666666667,3,4,1,5.666666666666667,5,4.2,2,5,4,4.5,0,1,white,1,0,Some college,0,19,1,1,5,5,3,4,4,1,mf,bw,0,1,1,32,2020,12,17,1,0,0,2,2,2,2,2,2,2,4,5,5,3,3,6,5,6,5,5,4,4,4,4,4,4,3,5,5,5,3,3,5,5,5,4,4,4,4,5,5,4
s5804,2,2,7,1,0,5,3,2,1,3,5,7,0,1,white,1,0,Some college,0,26,1,1,5,5,1,5,1,0,ff,bw,0,1,1,56,2020,11,23,0,0,0,0,0,1,1,1,1,1,4,1,1,7,7,6,5,4,2,4,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,4,7,4,7,7,7,7
s5820,2,2,3.5,1,0,2,5,1,1,3,2,4,0,0,NA,NA,NA,Graduate degree,1,13,1,1,5,5,5,5,5,5,mf,bw,0,0,0,53,2020,11,11,0,0,0,0,0,2,2,0,1,0,4,1,1,3,4,4,1,1,4,6,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,2,4,4,4,4
s5839,2,2.3333333333333335,6,2,1,4,5,2,1.8,3.3333333333333335,4,4.75,0,1,white,1,0,Some college,0,26,1,1,4,4,3,4,3,1,mm,bw,0,1,1,12,2021,1,4,0,2,1,1,1,0,5,1,3,0,4,2,1,6,6,5,2,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,2,6,4,3,6,4,6
s5859,2,2.6666666666666665,4,2,2.8,4.666666666666667,4,3.2,1.2,3,4,4,0,1,asian,0,0,Bachelors degree,1,3,0,0,3,3,1,3,3,3,ff,bw,0,1,1,50,2020,10,30,5,0,2,4,3,1,2,1,1,1,2,2,4,3,5,4,5,5,3,5,2,2,2,2,2,2,2,2,4,2,4,4,3,3,3,4,4,4,4,4,4,4
s5872,2,1,7,1,1.2,3.3333333333333335,4,4,0,3,7,7,NA,NA,NA,NA,NA,NA,NA,22,1,1,5,5,2,5,1,0,mf,bw,0,0,0,53,2020,11,11,0,6,0,0,0,0,0,0,0,0,1,1,1,7,7,4,3,3,4,4,7,1,1,1,1,1,4,4,4,4,4,4,3,3,3,7,7,7,7,7,7,7
s5897,2,5,3,4,2.4,3.3333333333333335,3,3.8,3.8,4,4,7,0,1,hispanic,0,0,Bachelors degree,1,2,0,0,5,4,3,3,4,4,mf,ww,0,0,0,47,2020,11,2,2,2,2,3,3,3,5,5,3,3,5,5,5,3,3,4,2,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,7,7,7,7
s5898,2,4,5,3,1.2,4.333333333333333,4,2.6,0,4.333333333333333,4.666666666666667,5,0,1,white,1,0,Bachelors degree,1,3,0,0,2,5,1,5,1,0,mm,bw,0,1,1,43,2020,10,23,0,0,0,0,6,0,0,0,0,0,4,4,4,5,5,5,4,4,3,5,3,3,3,3,3,3,2,3,3,3,2,2,4,5,4,5,4,5,6,6,4,4
s5937,2,5.333333333333333,2,5,4.4,3,3,5,4.4,5,4,5.25,0,1,black,0,1,Some college,0,2,0,0,3,5,3,4,3,1,mf,ww,1,1,0,34,2020,12,15,2,5,5,5,5,2,5,5,5,5,6,5,5,2,2,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,6,5
s5942,2,2.3333333333333335,7,1,1.8,3,6,1,3,3.3333333333333335,6,5.25,0,0,white,1,0,Bachelors degree,1,2,0,0,4,5,3,3,3,3,ff,bw,0,1,1,23,2020,12,7,1,5,2,1,0,3,3,3,3,3,5,1,1,7,7,6,1,2,6,6,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,6,6,6,6,5,5,5
s5966,2,2,4.5,2.8,0.4,2,3.5,2,2,3.3333333333333335,3,5,0,0,black,0,1,Graduate degree,1,18,1,1,5,5,3,5,3,3,mf,bw,0,1,1,13,2020,12,22,0,1,0,0,1,2,2,2,2,2,4,1,1,4,5,3,1,2,3,4,3,2,3,3,3,3,3,2,2,2,2,2,4,3,3,4,3,2,5,6,5,4
s5969,2,2,2,1,3.2,4,2.5,3,6,5,7,5,0,1,black,0,1,Bachelors degree,1,2,0,0,3,3,1,1,1,1,mf,ww,0,0,0,47,2020,11,2,0,4,4,4,4,6,6,6,6,6,1,1,4,2,2,4,4,4,2,3,1,1,1,1,1,1,3,3,3,3,3,3,5,5,5,7,7,7,6,4,4,6
s5971,2,3,7,1,1.2,4.666666666666667,3.5,4.6,2.4,3,5,7,0,1,white,1,0,Some college,0,23,1,1,5,5,5,5,5,5,mf,bw,0,1,1,47,2020,11,16,0,3,0,2,1,2,3,2,3,2,1,1,7,7,7,5,4,5,3,4,1,1,1,1,1,1,4,5,4,4,5,5,3,3,3,7,4,4,7,7,7,7
s5992,2,1.3333333333333333,6.5,4,0,1,4,2.2,6,4,5.333333333333333,3.25,NA,1,NA,NA,NA,Some college,0,15,1,1,5,5,5,5,5,3,mf,bw,0,1,1,10,2021,1,8,0,0,0,0,0,6,6,6,6,6,2,1,1,6,7,1,1,1,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4,4,4,4,7,5,4,4,4,1
s5993,2,5,3,2,2.6,2,6,1.4,2.2,3.6666666666666665,6,7,0,1,white,1,0,Bachelors degree,1,24,1,1,5,5,1,5,1,0,mf,ww,0,0,0,9,2020,12,28,1,3,3,1,5,2,2,3,2,2,5,5,5,3,3,2,2,2,6,6,2,2,2,2,2,2,2,3,1,1,1,1,4,4,3,6,6,6,7,7,7,7
s6055,2,3.6666666666666665,4.5,1,4,4,4,2.6,3.8,3.6666666666666665,3.3333333333333335,4.75,0,0,hispanic,0,0,Associates degree,0,2,0,0,4,4,2,3,3,1,mf,bw,0,1,1,49,2020,10,26,0,4,5,5,6,4,4,3,4,4,2,5,4,5,4,4,3,5,3,5,1,1,1,1,1,1,2,1,1,3,4,4,4,4,3,2,4,4,5,5,5,4
s6064,2,4,7,1,0,5.666666666666667,2,4.4,3,3.6666666666666665,4,6.75,NA,0,NA,NA,NA,Bachelors degree,1,6,1,0,4,4,4,4,4,4,mf,ww,1,1,0,34,2020,12,15,0,0,0,0,0,3,3,3,3,3,4,4,4,7,7,5,6,6,2,2,1,1,1,1,1,1,5,4,6,4,4,4,4,4,3,4,4,4,6,7,7,7
s6074,2,1,7,1,0.8,4,4,4,1,3,4.333333333333333,6,0,0,hispanic,0,0,Graduate degree,1,15,1,1,3,3,3,3,3,3,mf,bw,0,1,1,50,2020,11,6,2,0,0,1,1,1,1,1,1,1,1,1,1,7,7,4,4,4,4,4,7,1,1,1,1,1,4,4,4,4,4,4,3,3,3,1,6,6,7,7,7,3
s6084,2,4,5,1,0.8,6.666666666666667,2.5,3,2.4,4,3,3,0,1,hispanic,0,0,Associates degree,0,2,0,0,4,5,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,3,3,3,1,2,3,3,3,6,5,5,6,7,7,2,3,1,1,1,1,1,1,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3
s6087,2,5,5.5,5.4,5.4,6,1.5,4,4,3.6666666666666665,5.333333333333333,6.5,0,0,white,1,0,Bachelors degree,1,31,1,1,4,4,2,4,3,1,mf,bw,0,0,0,48,2020,11,12,6,6,6,3,6,2,6,3,3,6,5,4,6,5,6,7,5,6,1,2,6,5,6,6,4,6,4,4,4,4,4,4,4,3,4,6,6,4,7,7,6,6
s6107,2,2,4,4,2.6,4,4,4,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,3,0,0,4,4,3,3,3,2,mf,bw,1,1,0,39,2020,12,18,0,4,1,4,4,3,3,3,3,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4
s6146,2,1,7,1,0,3,4,4,0,3.3333333333333335,3.3333333333333335,2.25,0,NA,NA,NA,NA,Some college,0,16,1,1,3,3,3,3,3,3,mm,bw,0,1,1,43,2020,10,23,0,0,0,0,0,0,0,0,0,0,1,1,1,7,7,1,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,4,5,3,2,2,4,4,2,3,2,2
s6185,2,1,5.5,1,0,2,5.5,1,5,4,4.333333333333333,5.5,1,1,white,1,0,Bachelors degree,1,24,1,1,5,5,4,5,5,3,ff,bw,0,1,1,56,2020,11,23,0,0,0,0,0,5,5,5,5,5,1,1,1,7,4,2,1,3,6,5,1,1,1,1,1,1,1,1,1,1,1,1,4,5,3,5,5,3,5,5,6,6
s6186,2,2.6666666666666665,3,4,0,4,4,4,3,3,5,6,0,1,white,1,0,Associates degree,0,29,1,1,3,3,3,3,3,3,mf,bw,0,1,1,50,2020,11,6,0,0,0,0,0,3,3,3,3,3,4,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,5,5,5,6,6,6,6
s6212,2,1,5.5,1,4.2,1,7,1,4.8,5,4.666666666666667,4,0,NA,NA,NA,NA,Bachelors degree,1,3,0,0,2,4,0,4,3,2,mf,bw,0,1,1,49,2020,10,26,0,6,3,6,6,0,6,6,6,6,1,1,1,4,7,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,6,4,4,4,4,4
s6220,2,5,5,2.8,0,2.6666666666666665,6,3.6,1,2.6666666666666665,3.3333333333333335,3,0,0,hispanic,0,0,Bachelors degree,1,10,1,0,1,4,0,3,2,2,mf,bw,0,0,0,55,2020,11,19,0,0,0,0,0,1,1,1,1,1,4,5,6,5,5,3,3,2,6,6,4,3,4,1,5,1,4,4,2,5,5,2,2,3,3,3,4,3,2,3,3,4
s6318,2,2.3333333333333335,6.5,6,4.2,3,4,1,6,4.333333333333333,1,5,0,1,multi,0,0,Bachelors degree,1,19,1,1,5,5,3,4,2,1,mf,ww,0,0,0,9,2020,12,28,0,6,3,6,6,6,6,6,6,6,1,1,5,7,6,1,1,7,7,1,6,6,6,6,6,6,1,1,1,1,1,1,5,4,4,1,1,1,1,7,6,6
s6337,2,1,7,1,3.4,1,7,1,4.2,5,5,7,0,1,hispanic,0,0,Bachelors degree,1,30,1,1,5,5,4,5,4,3,mf,bw,0,0,0,52,2020,10,29,0,4,4,3,6,3,3,5,5,5,1,1,1,7,7,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,7,7,7,7,7,7
s6341,2,4.333333333333333,4.5,1.2,1,4.333333333333333,5.5,2,1.6,4,4,4.5,0,0,hispanic,0,0,Some college,0,3,0,0,3,4,2,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,2,2,0,2,2,2,2,4,4,5,4,5,5,3,5,5,6,1,1,1,1,1,2,2,2,2,2,2,2,5,4,3,5,3,4,5,4,3,6
s6419,2,5,4,2.8,2.8,2.6666666666666665,4.5,2,3.6,4.333333333333333,4,5,0,0,black,0,1,Bachelors degree,1,2,0,0,3,5,1,3,3,2,mm,bw,0,1,1,43,2020,10,23,1,4,2,4,3,3,4,3,4,4,5,5,5,4,4,3,2,3,3,6,3,3,3,3,2,3,2,2,2,2,2,2,4,4,5,4,4,4,5,5,5,5
s6441,2,4.333333333333333,4.5,3.6,2.8,3.6666666666666665,4,5.4,2,3,5.666666666666667,4.25,0,1,white,1,0,Graduate degree,1,2,0,0,4,4,2,3,1,1,mf,bw,0,0,0,38,2020,12,2,1,6,0,1,6,2,2,2,2,2,5,3,5,3,6,3,3,5,3,5,6,6,3,3,3,3,1,5,5,5,6,6,3,3,3,5,6,6,5,4,3,5
s6444,2,3.3333333333333335,3.5,2.8,1.2,4.333333333333333,3,4.8,4.8,3.3333333333333335,6,6.25,0,0,hispanic,0,0,Associates degree,0,20,1,1,5,5,3,5,2,1,mf,bw,0,0,0,38,2020,12,2,0,0,0,0,6,4,6,2,6,6,5,4,1,2,5,6,5,2,3,3,1,1,3,6,1,3,5,5,6,6,1,6,4,3,3,6,6,6,6,6,6,7
s6454,2,1,6,1,1.2,1,6,1,0,1.3333333333333333,5,5.25,0,1,white,1,0,Some college,0,8,1,0,5,5,2,5,3,3,mf,bw,0,0,0,55,2020,11,19,0,2,1,0,3,0,0,0,0,0,1,1,1,6,6,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,5,5,5,7,4,5
s6461,2,1,7,1,1.4,1.3333333333333333,7,1,4.2,4,5.666666666666667,7,0,NA,NA,NA,NA,Bachelors degree,1,2,0,0,5,5,2,5,3,1,mf,bw,1,1,0,17,2020,12,29,0,3,3,1,0,0,6,5,5,5,1,1,1,7,7,2,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,5,3,4,5,5,7,7,7,7,7
s6462,2,1,7,1,3.2,2,6.5,1,6,4.666666666666667,2,3.25,0,1,white,1,0,Bachelors degree,1,24,1,1,4,4,3,4,3,2,ff,bw,0,1,1,56,2020,11,23,0,6,3,1,6,6,6,6,6,6,1,1,1,7,7,4,1,1,6,7,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,2,2,2,2,5,1,5
s6477,2,2.6666666666666665,5.5,2,5,1,7,1,3.2,5,3,3,0,1,black,0,1,Some college,0,3,0,0,3,5,1,1,2,2,mf,ww,0,0,0,47,2020,11,2,3,5,6,5,6,3,3,4,3,3,3,1,4,6,5,1,1,1,7,7,2,2,2,2,2,2,1,1,1,1,1,1,5,5,5,3,5,1,3,3,3,3
s6481,2,4,4,4,0,4,4,4,1,2,4,4,1,NA,NA,NA,NA,NA,NA,28,1,1,3,3,3,3,3,3,mf,bw,0,0,0,38,2020,12,2,0,0,0,0,0,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4
s6493,2,1,7,1,2.2,4,5,1,3.6,4,3,4,0,1,hispanic,0,0,Bachelors degree,1,20,1,1,4,4,4,4,3,2,mf,ww,0,0,0,47,2020,11,2,0,2,2,2,5,6,3,3,3,3,1,1,1,7,7,4,4,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,4,4,4,4
s6498,2,1,6,1,3,3.6666666666666665,3,1,3.4,4,6,5,0,0,white,1,0,Graduate degree,1,3,0,0,4,4,4,4,3,3,mf,bw,0,1,1,34,2020,12,9,3,3,3,3,3,4,3,3,3,4,1,1,1,6,6,4,5,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,7,6,5,4,7,6,3
s6505,2,2.3333333333333335,4,2,2.4,3.6666666666666665,5,3,5.4,4.333333333333333,4,4,0,1,hispanic,0,0,Associates degree,0,16,1,1,4,4,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,6,6,6,6,3,6,6,2,1,4,3,5,5,1,5,5,5,2,2,2,2,2,2,3,3,3,3,3,3,4,4,5,4,4,4,4,4,4,4
s6509,2,3.6666666666666665,6,4,3,4.666666666666667,4,5,2,3.3333333333333335,3,2.25,1,1,white,1,0,Bachelors degree,1,16,1,1,4,4,3,4,2,1,mf,bw,0,1,1,56,2020,11,9,2,6,3,0,4,2,2,2,2,2,5,2,4,6,6,5,4,5,3,5,4,4,4,4,4,4,5,5,5,5,5,5,4,3,3,3,3,3,3,2,2,2
s6511,2,3.6666666666666665,4,4,2.8,2.6666666666666665,6,1,3,3.6666666666666665,5.333333333333333,5.75,1,NA,NA,NA,NA,Some college,0,24,1,1,3,5,2,5,3,2,mf,bw,0,1,1,34,2020,12,9,2,2,2,4,4,3,3,3,3,3,4,3,4,3,5,4,2,2,6,6,4,4,4,4,4,4,1,1,1,1,1,1,4,4,3,4,6,6,5,6,6,6
s6518,2,1.6666666666666667,4,1,1.4,3.3333333333333335,4,1,1.8,3.6666666666666665,4,7,0,0,hispanic,0,0,Associates degree,0,3,0,0,4,4,3,4,4,3,mf,ww,0,0,0,47,2020,11,2,0,3,1,2,1,1,3,2,1,2,1,1,3,4,4,5,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,5,4,7,7,7,7
s6527,2,4.333333333333333,4,4,0.6,5.666666666666667,4,5,3.6,4,2.3333333333333335,5,0,0,white,1,0,Bachelors degree,1,23,1,1,5,5,5,5,5,3,mf,bw,0,0,0,14,2021,1,14,0,2,0,0,1,3,3,3,3,6,4,4,5,3,5,6,5,6,3,5,4,4,4,4,4,4,2,5,5,5,5,5,4,4,4,2,3,2,5,5,5,5
s6540,2,4,6,3,2.2,4.666666666666667,7,4,5,4.666666666666667,7,6,0,1,white,1,0,Bachelors degree,1,8,1,0,3,4,3,4,3,1,mf,bw,0,1,1,52,2020,11,13,0,5,1,5,0,5,5,5,5,5,4,4,4,6,6,5,4,5,7,7,3,3,3,3,3,3,4,4,4,4,4,4,5,5,4,7,7,7,6,6,6,6
s6588,2,2.6666666666666665,7,1,3.8,5,6,1,3.6,4.666666666666667,1,6,0,0,black,0,1,Bachelors degree,1,24,1,1,5,5,3,4,4,3,mm,bw,0,1,1,53,2020,11,25,6,6,2,2,3,3,3,6,3,3,1,1,6,7,7,5,5,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,1,1,1,6,6,6,6
s6689,2,3,7,1,2.6,2,6,2,6,4,2,7,NA,NA,black,0,1,NA,NA,25,1,1,5,5,3,5,3,3,mf,bw,0,0,0,38,2020,12,2,0,6,3,2,2,6,6,6,6,6,4,4,1,7,7,2,2,2,6,6,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,1,4,1,7,7,7,7
s6724,2,3.6666666666666665,2,1,1.8,5.333333333333333,1.5,1,3,4.666666666666667,3,4,0,0,black,0,1,Graduate degree,1,3,0,0,2,5,0,3,3,2,mf,ww,0,0,0,14,2020,12,23,0,3,0,0,6,3,3,3,3,3,4,2,5,1,3,6,4,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,1,4,4,4,4,4,4
s6736,2,3.3333333333333335,5,1,0.4,3,4.5,1,1.4,4.666666666666667,6,6,1,0,black,0,1,Bachelors degree,1,27,1,1,4,4,4,4,4,1,mf,bw,0,0,0,29,2020,12,16,0,1,1,0,0,1,2,1,2,1,2,3,5,5,5,2,2,5,6,3,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,7,6,6,6,6,6
s3996,2,1.6666666666666667,4,4,0,2.6666666666666665,6.5,3.4,0,3.3333333333333335,2,4,0,1,black,0,1,Bachelors degree,1,28,1,1,4,4,4,4,4,4,ff,bw,0,0,0,55,2020,11,18,0,0,0,0,0,0,0,0,0,0,3,1,1,3,5,2,3,3,7,6,4,4,4,4,4,4,3,3,3,3,4,4,4,3,3,2,2,2,4,4,4,4
s4099,2,3,7,1,2.8,2,7,1,6,5,5.333333333333333,4,0,0,black,0,1,Bachelors degree,1,24,1,1,5,5,2,5,3,1,ff,ww,1,1,0,8,2021,1,13,0,5,3,1,5,6,6,6,6,6,1,7,1,7,7,4,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,6,6,4,4,4,4
s4119,2,5.666666666666667,1,4.6,2,4,3,4,0,2.6666666666666665,3.3333333333333335,5,0,1,black,0,1,Bachelors degree,1,35,1,1,5,4,2,4,3,3,mm,bw,0,1,1,43,2020,10,23,6,1,0,1,2,0,0,0,0,0,5,5,7,1,1,4,4,4,3,3,5,3,3,5,6,6,4,4,4,4,4,4,2,3,3,5,1,4,5,5,5,5
s4271,2,2.6666666666666665,5,1.2,1.2,2.3333333333333335,4.5,1,6,5,5,3.5,0,1,hispanic,0,0,Associates degree,0,3,0,0,4,4,4,4,3,3,mf,bw,0,0,0,38,2020,12,2,0,0,0,0,6,6,6,6,6,6,2,1,5,5,5,2,2,3,3,6,1,1,1,2,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,1
s4316,2,2.6666666666666665,4,4.6,4.8,7,4,3.8,0,5,4.333333333333333,2,0,1,black,0,1,Graduate degree,1,15,1,1,5,4,3,4,2,1,mf,bw,0,1,1,13,2020,12,22,0,6,6,6,6,0,0,0,0,0,2,5,1,1,7,7,7,7,1,7,6,6,2,6,4,5,6,4,4,3,4,4,5,5,5,5,2,6,2,3,2,1
s4369,2,4.333333333333333,5.5,1,0.2,5.666666666666667,3.5,2,1.2,4.333333333333333,3.3333333333333335,3.5,0,0,black,0,1,Bachelors degree,1,17,1,1,4,4,4,4,3,2,mf,bw,0,0,0,29,2020,12,16,0,1,0,0,0,0,0,0,0,6,5,3,5,5,6,6,5,6,2,5,1,1,1,1,1,1,3,2,2,2,2,2,5,3,5,3,3,4,3,3,3,5
s4437,2,2,4,1,6,4,4,4,6,5,1,4,0,NA,NA,NA,NA,Graduate degree,1,20,1,1,5,5,5,5,5,1,mf,bw,1,1,0,52,2020,11,4,6,6,6,6,6,6,6,6,6,6,1,1,4,1,7,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,4,5,5,5,1,1,1,4,4,4,4
s4727,2,4,4,1,5.4,4,4,4,3.6,4.333333333333333,4,6.5,0,NA,NA,NA,NA,NA,NA,8,1,0,5,5,5,5,5,5,mf,bw,0,1,1,56,2020,11,9,6,6,6,3,6,3,6,3,3,3,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,4,5,4,4,4,4,4,5,7,7,7
s4734,2,4,5,1,1.6,4,3,4,1.4,3.6666666666666665,3.3333333333333335,4.75,0,1,hispanic,0,0,Bachelors degree,1,23,1,1,4,4,3,5,3,3,mf,bw,0,1,1,34,2020,12,9,0,2,0,0,6,1,1,1,2,2,4,1,7,3,7,4,4,4,3,3,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,5,4,1,4,5,5,5
